"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","EBGlucose_1.0","SAT09referencesolverglucose_1.0","SAT09referencesolverprecosat_236","minisathackMiniSAT_2.2.0.agile.26","minisathackcir_minisat_2011.05.13_simp_","minisathackcontrasat_2011.03.02","minisathackminisat_psm_2011.04.01","rcl_2011.04.01","EBGlucose_1.0_success","SAT09referencesolverglucose_1.0_success","SAT09referencesolverprecosat_236_success","minisathackMiniSAT_2.2.0.agile.26_success","minisathackcir_minisat_2011.05.13_simp__success","minisathackcontrasat_2011.03.02_success","minisathackminisat_psm_2011.04.01_success","rcl_2011.04.01_success","Pre","Basic","KLB","CG","Class"
"./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf",209724,3634677,168000,3532144,0.2484,0.029,0.0476,0.7691,0.5229,1.0028,0,2.1534,0,0.001,0.5897,0.9087,0.9369,0,6.4535,0,0.015,4.4716,0.3443,0.2634,0,1,4.2629,0,5.9766,0,0.008,4.165,0.9301,0,4.3478,0,0.0149,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,2686.32,1570.1,5000,5000,3062.96,5000,5000,5000,"TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",27.69,0.55,78.18,155.34,"minisathackLR_GL_SHR_2011.03.02"
"./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf",371419,7170909,303312,6994286,0.2245,0.0253,0.0434,0.777,0.5136,0.96,0,2.3209,0,6e-04,0.5463,0.9186,0.9417,0,8.0329,0,0.0112,4.51,0.346,0.2614,0,1,4.2501,0,7.7153,0,0.006,4.1987,0.9362,0,5.2993,0,0.0153,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,5000,4746.19,5000,5000,5000,5000,5000,5000,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",78.16,1.85,251.08,98.83,"minisathackLR_GL_SHR_2011.03.02"
"./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf",482093,9676386,394950,9444694,0.2206,0.0245,0.0418,0.7796,0.5109,0.9418,0,2.3975,0,5e-04,0.5273,0.9227,0.9438,0,8.9818,0,0.0101,4.5163,0.3466,0.2583,0,1,4.2401,0,8.7678,0,0.0055,4.2104,0.9389,0,5.841,0,0.016,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",132.44,1.87,424.62,161.82,"minisathackLR_GL_SHR_2011.03.02"
"./SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf",625,76775,625,76775,0,0,0.0081,0.5939,0.5485,0.6766,0.0042,0.2865,0.0032,0.04,0.6746,0.3917,0.9993,0.0042,0.0054,0.0041,0.0042,0.7452,0.5235,0.002,0.5172,0.5335,0.0335,0.0042,0.0054,0.0041,0.0042,0.7452,0.9993,0.0023,0.0846,0.0012,0.0024,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,12.4991,21.9737,54.5857,4.55931,47.2008,14.3558,6.31404,34.8237,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.1,0.01,0.01,60.01,"minisathackEBMiniSAT_2011.03.02"
"./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf",841,120147,841,120147,0,0,0.007,0.5947,0.5479,0.6754,0.0031,0.2893,0.0024,0.0345,0.6739,0.3927,0.9995,0.0031,0.0043,0.0031,0.0031,0.6689,0.5255,0.0016,0.5202,0.5297,0,0.0031,0.0043,0.003,0.0031,0.6689,0.9995,0.0017,0.0741,0.0014,0.0018,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,54.8087,420.186,1106.96,240.135,595.046,32.1701,268.183,5000,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",0.18,0.01,0.02,61.23,"newJointClass"
"./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf",1024,161664,1024,161664,0,0,0.0063,0.5952,0.5475,0.6748,0.0026,0.291,0.002,0.0313,0.6735,0.3933,0.9996,0.0026,0.0038,0.0025,0.0026,0.6298,0.5267,0.0014,0.522,0.5347,0.2999,0.0025,0.0038,0.0025,0.0025,0.6298,0.9996,0.0014,0.0766,8e-04,0.0015,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,402.007,1305.34,5000,5000,2535.88,1845.3,5000,221.222,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",0.23,0.02,0.02,61.76,"newJointClass"
"./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf",1156,194072,1156,194072,0,0,0.006,0.5955,0.5473,0.6745,0.0023,0.292,0.0017,0.0294,0.6733,0.3937,0.9996,0.0023,0.0034,0.0022,0.0023,0.6027,0.5274,0.0013,0.5229,0.5349,0.2903,0.0023,0.0035,0.0022,0.0023,0.6027,0.9996,0.0013,0.0747,7e-04,0.0013,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,1914.58,2396.6,5000,5000,5000,5000,5000,5000,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.3,0.02,0.03,61.11,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf",1225,211785,1225,211785,0,0,0.0058,0.5956,0.5472,0.6744,0.0021,0.2924,0.0016,0.0286,0.6732,0.3938,0.9997,0.0021,0.0033,0.0021,0.0021,0.5905,0.5277,0.0012,0.5234,0.535,0.2847,0.0021,0.0033,0.0021,0.0021,0.5905,0.9997,0.0012,0.0738,6e-04,0.0012,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,2965.45,1761.96,5000,5000,5000,5000,5000,5000,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.32,0.03,0.04,62.23,"newJointClass"
"./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf",1296,230544,1296,230544,0,0,0.0056,0.5957,0.5471,0.6742,0.002,0.2928,0.0015,0.0278,0.6732,0.394,0.9997,0.002,0.0032,0.002,0.002,0.5792,0.528,0.0012,0.5238,0.5351,0.2756,0.002,0.0032,0.002,0.002,0.5792,0.9997,0.0011,0.0729,6e-04,0.0012,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,4673.92,5000,5000,4986.02,3648.76,5000,5000,5000,"TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",0.34,0.03,0.05,61.76,"RestartSAT_B95"
"./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf",72215,360552,27139.5,201278.5,0.9781,0.4476,0.1524,0.4365,0.7335,1.26715,1e-04,0.62785,1e-04,0.0024,1.04625,0.3106,0.7978,1e-04,1.3515,0,0.0033,2.57745,0.1886,0.16165,0,0.9016,2.27795,1e-04,1.4475,0,0.0014,2.2878,0.6013,2e-04,1.0421,0,0.0025,0,0,0,0,0,0,0,0,0,0,0.006998,0.005998,0.001999,0.002998,0.002998,0.001999,0.008998,0.008998,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0,"minisathackEBMiniSAT_2011.03.02"
"./SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf",170,1559,95,769,0.7895,1.0273,0.1235,0.7688,0.4806,1.0863,0.026,0.4142,0.0211,0.0842,0.8424,0.7698,0.8544,0.026,0.4391,0.0065,0.065,3.1551,0.4735,0.2633,0,0.9111,3.4393,0.0166,0.3711,0.0052,0.0338,2.6889,0.7802,0.0254,0.4018,0.0065,0.0585,0.0256,0.9642,0.0026,0.1313,3.641,0.2456,0.5987,0.0317,0.8667,3.4051,0.009997,0.007998,0.002999,0.004998,0.002998,0.002998,0.007998,0.011997,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0.02,"newJointClass"
"./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf",984,8702,634,8297,0.5521,0.0488,0.0764,0.9124,0.2487,0.5852,0.0037,0.6063,0.0032,0.0189,0.5405,0.8604,0.9472,0.0037,0.4162,0.0011,0.0059,2.4504,0.5945,0.217,0.0769,0.8857,2.5679,0.0027,0.4327,7e-04,0.0042,2.2116,0.8678,0.0041,0.4248,0.0012,0.0061,0.0028,1.7995,2e-04,0.0412,2.7778,0.171,0.6692,0.0058,0.7,2.5977,0.037993,0.050991,0.044993,0.014997,0.017996,0.014997,0.023996,0.027994,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.02,0,0,0.54,"glueminisat_2.2.5"
"./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf",439,5423,147,1690,1.9864,2.2089,0.087,0.8901,0.2793,0.9256,0.019,0.8084,0.0136,0.1224,0.8357,0.816,0.8734,0.019,0.5241,0.003,0.0438,3.6566,0.5433,0.1983,0,0.9184,3.8051,0.0114,0.4105,0.0018,0.0284,3.077,0.832,0.0241,0.4914,0.003,0.0503,0.0226,1.3385,0.0012,0.245,3.9568,0.1682,0.6903,0.0101,0.6667,3.3351,0.020996,0.018996,0.007998,0.008997,0.007997,0.007998,0.018996,0.021996,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.01,0,0,0.22,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf",1461771,5687554,447289,2172392,2.2681,1.6181,0.2059,0.397,1.0819,1.2799,0,1.2985,0,2e-04,1.2359,0.5361,0.7837,0,18.3064,0,0.014,1.3348,0.3221,0.1574,0,0.9994,1.7972,0,23.6939,0,0.014,1.7338,0.8946,0,5.2702,0,0.0097,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,4090.62,3161.31,1646.79,213.098,278.095,784.318,988.955,958.708,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",188.74,0.38,538.35,161.51,"MPhaseSAT64_2011.05.14_fixed_"
"./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf",50797,177980,18202,126705,1.7907,0.4047,0.1437,0.4059,0.8031,1.6361,2e-04,0.6509,1e-04,0.002,1.421,0.3526,0.5175,2e-04,2.1732,1e-04,0.0067,3.0229,0.1148,0.1631,0,0.72,1.8473,1e-04,1.388,0,0.0023,2.6686,0.5969,2e-04,1.7416,0,0.0038,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,399.507,456.041,5000,5000,3715.06,4916.96,2996.74,3253.32,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",0.83,0.03,0.92,60.01,"glueminisat_2.2.5"
"./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf",31357,133420,14762,110225,1.1242,0.2104,0.1339,0.4178,0.7578,1.5592,2e-04,0.6366,1e-04,0.0025,1.3365,0.3255,0.473,2e-04,2.2199,1e-04,0.0077,2.8519,0.0956,0.1509,0,0.72,1.5411,1e-04,1.3818,0,0.0026,2.5451,0.5903,2e-04,1.8494,0,0.0043,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,427.057,1111.1,5000,5000,3387.73,2904.5,2838.25,4394.07,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",0.67,0.02,0.62,60.07,"glueminisat_2.2.5"
"./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf",37432,147345,15837,115375,1.3636,0.2771,0.1373,0.4138,0.7733,1.5884,2e-04,0.6415,1e-04,0.0023,1.3682,0.3348,0.4883,2e-04,2.2066,1e-04,0.0074,2.9341,0.1025,0.1557,0,0.72,1.6669,1e-04,1.3859,0,0.0025,2.603,0.5925,2e-04,1.8137,0,0.0041,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,306.454,350.772,5000,5000,3732.83,4923.53,4393.68,3700.08,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE",0.71,0.01,0.72,60.09,"glueminisat_2.2.5"
"./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf",45937,166840,17342,122585,1.6489,0.361,0.1415,0.4086,0.7929,1.6208,2e-04,0.6477,1e-04,0.0021,1.404,0.3465,0.5075,2e-04,2.1859,1e-04,0.0069,2.9998,0.1107,0.1608,0,0.72,1.7922,1e-04,1.3881,0,0.0023,2.6514,0.5954,2e-04,1.7668,0,0.0039,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,272.241,573.467,5000,5000,4971.39,4057.21,5000,3445.72,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",0.77,0.02,0.84,60.04,"glueminisat_2.2.5"
"./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf",112764,468539,51131,327639,1.2054,0.43,0.1561,0.3633,1.0305,1.7963,1e-04,0.6187,0,4e-04,1.5013,0.5114,0.7261,1e-04,1.3095,0,0.001,3.1989,0.2092,0.1636,0,0.9111,3.2519,0,1.1879,0,5e-04,2.8216,0.6031,1e-04,0.9333,0,7e-04,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,537.852,464.834,457.46,237.892,778.47,276.936,125.375,316.831,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",2.01,0.05,7.28,60.02,"minisathackEBMiniSAT_2011.03.02"
"./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf",165064,686589,76755,492233,1.1505,0.3948,0.1559,0.3633,1.0307,1.796,0,0.6191,0,2e-04,1.5008,0.5118,0.7262,0,1.3111,0,7e-04,3.1956,0.2093,0.1635,0,0.9111,3.2477,0,1.1895,0,3e-04,2.8203,0.603,0,0.9339,0,5e-04,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,378.736,170.761,655.503,49.6305,70.4073,177.602,183.408,880.169,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",3.02,0.07,15.97,60.04,"minisathackreferenceminisat_2.2.0"
"./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf",234673,1071339,113985,628528,1.0588,0.7045,0.1814,0.3934,0.9963,1.3871,0,0.4929,0,1e-04,1.0251,0.6156,0.8676,0,0.4687,0,1e-04,2.5645,0.2668,0.1616,0,0.7778,2.8563,0,0.4743,0,0,2.2754,0.7444,0,0.4661,0,1e-04,0,0.5813,0,1e-04,3.4571,0.1556,0.6122,0.0277,0.6071,3.1658,5000,1706.94,1816.74,5000,650.512,2191.57,4706.04,3289.9,"FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",5.24,0.1,35.03,14.53,"glucose_2"
"./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf",261020,1211106,124771,708950,1.092,0.7083,0.176,0.3878,0.9944,1.3813,0,0.4802,0,1e-04,1.0292,0.5987,0.8754,0,0.5067,0,1e-04,2.5698,0.2637,0.1634,0,0.8,2.898,0,0.5009,0,0,2.3488,0.7393,0,0.4918,0,1e-04,0,0.6203,0,1e-04,3.5066,0.1507,0.6427,0.0258,0.6071,3.1368,73.1249,1000.85,540.168,503.217,823.729,574.976,2573.58,1092.68,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",5.76,0.12,41.96,19.2,"newJointClass"
"./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf",298900,1409628,150440,868292,0.9868,0.6234,0.1733,0.3881,0.9831,1.3791,0,0.4804,0,1e-04,1.0373,0.585,0.8731,0,0.5454,0,0,2.569,0.2625,0.1638,0,0.8182,2.8426,0,0.5361,0,0,2.3141,0.732,0,0.5132,0,0,0,0.6556,0,1e-04,3.5189,0.1467,0.6637,0.0265,0.6071,3.1683,5000,5000,5000,5000,5000,3373.73,2719.8,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",6.89,0.14,62.51,27.56,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf",229544,1070757,62370,393294,2.6804,1.7225,0.1586,0.3463,1.0499,1.3052,0,0.3785,0,2e-04,0.9716,0.5673,0.9277,0,0.5536,0,1e-04,2.8662,0.2398,0.1585,0,0.8095,3.1308,0,0.5054,0,1e-04,2.6083,0.745,0,0.556,0,1e-04,1e-04,0.6541,0,2e-04,3.6289,0.1403,0.7181,0.0274,0.6111,3.2087,2658.12,3082.6,2968.46,5000,5000,2990.49,3680.88,5000,"TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE",4.91,0.07,10.55,13.21,"glucose_2"
"./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf",138808,626501,44244,248601,2.1373,1.5201,0.178,0.371,1.0416,1.3751,1e-04,0.4464,0,3e-04,1.0132,0.6153,0.892,1e-04,0.4451,0,2e-04,2.733,0.2499,0.1565,0,0.7647,3.0829,0,0.4571,0,1e-04,2.4536,0.7552,1e-04,0.4511,0,2e-04,1e-04,0.5633,0,3e-04,3.4839,0.1555,0.6131,0.0264,0.6111,3.2718,4465.05,3284.96,4493.76,5000,5000,5000,4582.14,5000,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",2.93,0.04,5.32,5.38,"QuteRSat_2011.05.12_fixed_"
"./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf",164158,730719,76968,408968,1.1328,0.7867,0.1882,0.3982,1.0067,1.3876,0,0.503,0,1e-04,1.0079,0.6423,0.8637,0,0.4219,0,1e-04,2.5265,0.2707,0.1602,0,0.7333,2.8848,0,0.4355,0,1e-04,2.2272,0.7554,0,0.4483,0,1e-04,0,0.5441,0,2e-04,3.3616,0.1636,0.5702,0.029,0.6071,3.1489,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.55,0.06,16,7.66,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf",293864,1370917,84762,534198,2.4669,1.5663,0.1587,0.3499,1.042,1.3132,0,0.3881,0,1e-04,0.9804,0.5664,0.9247,0,0.5463,0,1e-04,2.8343,0.2415,0.1606,0,0.8095,3.1,0,0.4992,0,1e-04,2.5859,0.7449,0,0.5453,0,1e-04,0,0.6506,0,2e-04,3.6256,0.1401,0.7159,0.0245,0.6111,3.2024,4833.65,3916.94,4225.39,5000,5000,5000,5000,5000,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",6.38,0.1,19.45,17.79,"glucose_2"
"./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf",108786,482639,34133,185161,2.1871,1.6066,0.1843,0.3767,1.0463,1.3814,1e-04,0.4555,1e-04,4e-04,1.006,0.6356,0.8874,1e-04,0.4013,0,2e-04,2.6926,0.2522,0.1552,0,0.7333,3.0944,0,0.4279,0,2e-04,2.4032,0.7631,1e-04,0.4251,0,2e-04,1e-04,0.5276,0,4e-04,3.3948,0.1626,0.5766,0.027,0.6111,3.2498,32.643,35.9155,28.1907,41.5907,77.1803,40.2679,42.5545,38.5331,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",2.17,0.04,3.16,3.34,"Lingeling_587f_fixed_"
"./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf",72215,360552,27139.5,201278.5,0.9781,0.4476,0.1524,0.4365,0.7335,1.26715,1e-04,0.62785,1e-04,0.0024,1.04625,0.3106,0.7978,1e-04,1.3515,0,0.0033,2.57745,0.1886,0.16165,0,0.9016,2.27795,1e-04,1.4475,0,0.0014,2.2878,0.6013,2e-04,1.0421,0,0.0025,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,1.13183,1.17182,1.00285,0.44993,0.528919,5000,1.12683,1.12983,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",1.37,0,0,0,"minisathackreferenceminisat_2.2.0"
"./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf",72215,360552,27139.5,201278.5,0.9781,0.4476,0.1524,0.4365,0.7335,1.26715,1e-04,0.62785,1e-04,0.0024,1.04625,0.3106,0.7978,1e-04,1.3515,0,0.0033,2.57745,0.1886,0.16165,0,0.9016,2.27795,1e-04,1.4475,0,0.0014,2.2878,0.6013,2e-04,1.0421,0,0.0025,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,3.33849,3.23751,1.2988,0.507921,0.604907,5000,3.32649,3.32249,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",2.84,0,0,0,"newJointClass"
"./SAT07/industrial/crypto/mizh-sha0-36-2.cnf",50073,210239,20559,120270,1.4356,0.7481,0.1709,0.4093,0.4339,1.0356,2e-04,0.1863,1e-04,2e-04,0.9171,0.0805,0.5284,2e-04,0.5122,0,5e-04,2.5579,0.0189,0.0383,0,0.4,0.8229,1e-04,0.5011,0,2e-04,2.3065,0.5291,1e-04,0.5197,0,2e-04,3e-04,0.4275,0,7e-04,3.7305,0.2546,0.2818,0.0887,0.581,3.2828,5000,5000,5000,1235.07,4023.5,967.43,1217.59,1347.33,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE",0.69,0.02,1.16,5.97,"RestartSAT_B95"
"./SAT07/industrial/fuhs/hard/AProVE07-01.cnf",7502,28770,2673,15594,1.8066,0.8449,0.1714,0.3772,0.6862,1.6477,0.0013,0.6425,7e-04,0.0479,1.4537,0.1962,0.5657,0.0013,0.8846,4e-04,0.0149,3.2592,0.1197,0.1553,0,0.8333,2.7463,6e-04,0.8339,1e-04,0.0076,2.6461,0.509,0.0012,1.5383,3e-04,0.0108,0.0033,0.8222,4e-04,0.0413,4.7123,0.2117,0.4275,0.0113,0.6104,3.5707,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.13,0,0.03,2.51,"MPhaseSAT64_2011.05.14_fixed_"
"./SAT07/industrial/fuhs/hard/AProVE07-03.cnf",3114,10827,1304,7470,1.388,0.4494,0.1746,0.3854,0.5859,1.3002,0.0026,0.709,0.0015,0.0913,1.1176,0.1305,0.5653,0.0026,0.7872,9e-04,0.0236,2.8519,0.0696,0.0986,0,0.4,1.9873,0.0013,0.7914,4e-04,0.0118,2.4489,0.5369,0.0027,1.6783,7e-04,0.0171,0.0062,0.7005,7e-04,0.0676,4.4706,0.2235,0.4045,0.006,0.5357,3.5373,1474.44,527.927,1893.12,920.17,1459.1,823.094,842.47,1313.19,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.04,0,0.01,0.77,"glueminisat_2.2.5"
"./SAT07/industrial/fuhs/medium/AProVE07-21.cnf",3189,11039,1203,6562,1.6509,0.6823,0.1833,0.339,0.6166,1.2931,0.0027,0.2967,0.0017,0.015,1.234,0.2034,0.576,0.0027,0.5336,0.0011,0.0306,2.1533,0.0654,0.0957,0,0.7143,1.7903,0.0015,0.8426,2e-04,0.0247,1.8436,0.6087,0.0015,1.074,8e-04,0.0285,0.0048,0.9362,9e-04,0.0509,3.4705,0.2904,0.4544,0.014,0.5778,3.4872,232.29,159.779,381.297,231.616,306.315,108.507,43.8113,115.928,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.05,0,0.01,0.4,"glueminisat_2.2.5"
"./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf",1400,4732,969,4024,0.4448,0.1759,0.2408,0.3438,0.8381,1.1962,0.0031,0.3822,0.0021,0.0237,0.9578,0.2182,0.8797,0.0031,0.2977,0.0017,0.006,2.4462,0.0784,0.0924,0,0.5,2.1014,0.0013,0.578,5e-04,0.0055,2.008,0.5005,0.0022,0.569,0.0012,0.008,0.0041,0.3813,0.0012,0.0298,2.8808,0.2698,0.3415,0.0179,0.575,3.4397,4343.27,3628.52,1799.3,1699.03,5000,2510.62,2358.62,5000,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE",0.01,0,0,0.05,"MPhaseSAT64_2011.05.14_fixed_"
"./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf",1694,5726,1165,4834,0.4541,0.1845,0.241,0.3448,0.8349,1.1951,0.0026,0.3811,0.0017,0.0215,0.9511,0.217,0.8775,0.0026,0.2991,0.0014,0.0052,2.4287,0.0776,0.0901,0,0.5,2.0475,0.0011,0.5948,4e-04,0.005,1.9744,0.5004,0.0019,0.5956,0.001,0.0072,0.0034,0.4014,0.001,0.0296,2.8826,0.2707,0.3405,0.015,0.5662,3.4677,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.02,0,0,0.07,"MPhaseSAT64_2011.05.14_fixed_"
"./SAT07/industrial/manolios/manol-pipe-f7idw.cnf",263022,782329,41290,326692,5.3701,1.3947,0.1264,0.3733,0.7139,1.8279,1e-04,0.3824,0,9e-04,1.6713,0.1291,0.4442,1e-04,1.5285,0,0.0018,2.9248,0.1818,0.1566,0,0.9385,2.7419,0,1.978,0,9e-04,2.4862,0.4753,1e-04,1.4052,0,0.0013,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,21.1458,44.2923,24.8462,705.807,83.4003,209.85,320.254,1559,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",3.95,0.06,4.85,60.02,"minisathackLR_GL_SHR_2011.03.02"
