"id","stats_varcount","stats_var_bool","stats_var_discrete","stats_dom_0","stats_dom_25","stats_dom_50","stats_dom_75","stats_dom_100","stats_dom_mean","stats_dom_not2_2_ratio","stats_branchingvars","stats_conscount","stats_arity_0","stats_arity_25","stats_arity_50","stats_arity_75","stats_arity_100","stats_arity_mean","stats_arity_mean_normalised","stats_cts_per_var_mean","stats_cts_per_var_mean_normalised","stats_alldiff_count","stats_alldiff_proportion","stats_sums_count","stats_sums_proportion","stats_or_atleastk_count","stats_or_atleastk_proportion","stats_binary_count","stats_binary_proportion","stats_table_count","stats_table_proportion","stats_lex_count","stats_lex_proportion","stats_unary_count","stats_unary_proportion","stats_multi_shared_vars","stats_edge_density","stats_Local_Variance","clustering_coefficient","minimum_degree","normalised_minimum_degree","maximum_degree","normalised_maximum_degree","median_degree","normalised_median_degree","mean_degree","normalised_mean_degree","width_of_ordering","normalised_width_of_ordering","width_of_graph","normalised_width_of_graph","SAC_literals","normalised_SAC_literals","stats_tightness_0","stats_tightness_25","stats_tightness_50","stats_tightness_75","stats_tightness_100","stats_tightness_mean","stats_tightness_mean_normalised","stats_literal_tightness_0","stats_literal_tightness_25","stats_literal_tightness_50","stats_literal_tightness_75","stats_literal_tightness_100","stats_literal_tightness_mean","stats_literal_tightness_coeff_of_variation","Class"
"bqwh-15-106-45_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.933333,20.384615,24.909091,30.111111,95.666667,26.790359,0.437512,"standard"
"bqwh-15-106-46_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.666667,21.769231,27.3,35,96.666667,30.073908,0.420541,"standard"
"bqwh-15-106-47_ext.xml.minion.converted.minion.gz",106,0,106,1,7,9,12,15,9.084906,52,106,1171,1,1,1,2,2,1.498719,0.014139,16.556604,0.014139,0,0,0,0,0,0,0,0,584,0.498719,0,0,587,0.501281,0,0.104942,0.815404,0.42258,5,0.04717,14,0.132075,11,0.103774,11.018868,0.103952,12,0.113208,8,0.075472,3,0.003501,3,25,68,96,335,66.33988,0.056652,0.166667,4.545455,5.263158,6,12.5,5.164123,0.328325,"standard"
"bqwh-15-106-47_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.761905,22.5,27.1,38.2,96.666667,31.120453,0.449739,"standard"
"bqwh-15-106-48_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.463768,22,26.9,31.444444,97,28.768765,0.426783,"standard"
"bqwh-15-106-49_ext.xml.minion.converted.minion.gz",106,0,106,1,7,10,13,15,9.801887,105,106,1246,1,1,1,2,2,1.474318,0.013909,17.330189,0.013909,0,0,0,0,0,0,0,0,591,0.474318,0,0,655,0.525682,0,0.106199,0.814767,0.425322,5,0.04717,13,0.122642,12,0.113208,11.150943,0.105198,12,0.113208,9,0.084906,35,0.037513,1,21,68,88,962,64.196629,0.051522,0,4.545455,4.8,5.555556,20,5.023685,0.448461,"standard"
"bqwh-15-106-49_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.021739,21.076923,25.636364,31.777778,96,28.81644,0.444512,"standard"
"bqwh-15-106-4_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.433333,22.833333,28.5,36.25,96.5,31.453483,0.422126,"standard"
"bqwh-15-106-50_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,9.074074,21.333333,27.3,35,95.666667,29.794643,0.426327,"standard"
"bqwh-15-106-51_ext.xml.minion.converted.minion.gz",106,0,106,1,8,11,13,15,9.839623,52,106,1262,1,1,1,2,2,1.479398,0.013957,17.613208,0.013957,0,0,0,0,0,0,0,0,605,0.479398,0,0,657,0.520602,0,0.108715,0.814144,0.435756,4,0.037736,13,0.122642,12,0.113208,11.415094,0.10769,13,0.122642,9,0.084906,4,0.004269,2,22,68,87,243,61.92393,0.049068,0.409091,4.347826,5,5.555556,16.692308,4.803968,0.376599,"standard"
"bqwh-15-106-51_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.596154,21.125,25.090909,31.8,96.333333,28.144723,0.440311,"standard"
"bqwh-15-106-53_ext.xml.minion.converted.minion.gz",106,0,106,4,7,10,12,14,9.235849,0,106,1192,1,1,2,2,2,1.5,0.014151,16.867925,0.014151,0,0,0,0,0,0,0,0,596,0.5,0,0,596,0.5,0,0.107098,0.815134,0.428081,7,0.066038,13,0.122642,12,0.113208,11.245283,0.106088,12,0.113208,9,0.084906,16,0.018328,2,24,69,90,243,66.484899,0.055776,0.4,4.761905,5.263158,6.25,12.692308,5.229049,0.347768,"standard"
"bqwh-15-106-53_glb.xml.minion.conv.minion",106,0,106,4,7,10,12,14,9.235849,0,106,626,1,1,1,1,8,1.290735,0.012177,7.622642,0.012177,30,0.047923,0,0,0,0,596,0.952077,0,0,0,0,0,0,0,0.115723,0.40632,0.455535,12,0.113208,14,0.132075,12,0.113208,12.150943,0.114632,12,0.113208,12,0.113208,18,0.020619,58,81,93,112,992,140.988818,0.225222,7,23,28.3,36.625,99.666667,31.770321,0.433614,"standard"
"bqwh-15-106-54_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.28,20.692308,26.857143,34.625,94.666667,28.869564,0.405765,"standard"
"bqwh-15-106-55_ext.xml.minion.converted.minion.gz",106,0,106,2,7,11,13,15,10.018868,52,106,1277,1,1,1,2,2,1.47455,0.013911,17.764151,0.013911,0,0,0,0,0,0,0,0,606,0.47455,0,0,671,0.52545,0,0.108895,0.813846,0.430498,7,0.066038,13,0.122642,12,0.113208,11.433962,0.107868,12,0.113208,9,0.084906,7,0.007322,2,20,65,86,335,61.070478,0.047823,0,4.117647,4.761905,5.555556,12.222222,4.700046,0.319183,"learning"
"bqwh-15-106-55_glb.xml.minion.conv.minion",106,0,106,2,7,11,13,15,10.018868,52,106,701,1,1,1,1,8,1.259629,0.011883,8.330189,0.011883,30,0.042796,0,0,0,0,671,0.957204,0,0,0,0,0,0,0,0.115723,0.375078,0.455535,12,0.113208,14,0.132075,12,0.113208,12.150943,0.114632,12,0.113208,12,0.113208,19,0.019874,57,72,88,104,982,127.155492,0.181392,7.85,20.777778,25.454545,31,98.666667,28.140953,0.453421,"standard"
"bqwh-15-106-56_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.26087,20.333333,24.909091,31.666667,97.5,28.175061,0.481493,"standard"
"bqwh-15-106-57_ext.xml.minion.converted.minion.gz",106,0,106,1,9,12,14,15,11.273585,0,106,1396,1,1,1,2,2,1.424069,0.013435,18.754717,0.013435,0,0,0,0,0,0,0,0,592,0.424069,0,0,804,0.575931,0,0.106379,0.809256,0.42915,3,0.028302,14,0.132075,12,0.113208,11.169811,0.105376,13,0.122642,9,0.084906,6,0.00551,1,18,65,83,811,58.313754,0.041772,0.304348,3.619048,4.545455,5,18.181818,4.412675,0.377599,"standard"
"bqwh-15-106-57_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,6.442857,18.428571,22.333333,27.4,93,24.186067,0.425188,"standard"
"bqwh-15-106-58_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8,21.625,26.285714,34.25,97,29.016479,0.429008,"standard"
"bqwh-15-106-59_ext.xml.minion.converted.minion.gz",106,0,106,2,8,11,13,15,10.490566,105,106,1319,1,1,1,2,2,1.459439,0.013768,18.160377,0.013768,0,0,0,0,0,0,0,0,606,0.459439,0,0,713,0.540561,0,0.108895,0.81274,0.430434,8,0.075472,14,0.132075,12,0.113208,11.433962,0.107868,12,0.113208,9,0.084906,0,0,0,21,67,87,243,60.006065,0.045494,0,4.133333,4.761905,5.263158,13.615385,4.634257,0.335248,"learning"
"bqwh-15-106-59_glb.xml.minion.conv.minion",106,0,106,2,8,11,13,15,10.490566,105,106,743,1,1,1,1,8,1.244953,0.011745,8.726415,0.011745,30,0.040377,0,0,0,0,713,0.959623,0,0,0,0,0,0,0,0.115723,0.359391,0.455535,12,0.113208,14,0.132075,12,0.113208,12.150943,0.114632,12,0.113208,12,0.113208,6,0.005964,57,72,86,98,978,122.05249,0.16427,8.125,20.384615,24.454545,30.777778,96.5,27.044282,0.45078,"standard"
"bqwh-15-106-5_ext.xml.minion.converted.minion.gz",106,0,106,1,8,11,13,15,10.311321,105,106,1303,1,1,1,2,2,1.450499,0.013684,17.830189,0.013684,0,0,0,0,0,0,0,0,587,0.450499,0,0,716,0.549501,0,0.105481,0.812902,0.431513,1,0.009434,14,0.132075,12,0.113208,11.075472,0.104486,13,0.122642,9,0.084906,20,0.020263,3,20,67,84,987,61.76132,0.047399,0,4.307692,4.761905,5.555556,13.333333,4.822086,0.397832,"standard"
"bqwh-15-106-5_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.035714,20,24.181818,30.111111,98.333333,26.602304,0.464666,"standard"
"bqwh-15-106-60_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8,21.375,27.142857,34.25,96.333333,29.886352,0.465203,"standard"
"bqwh-15-106-61_ext.xml.minion.converted.minion.gz",106,0,106,1,9,12,14,15,11.396226,0,106,1424,1,1,1,2,2,1.421348,0.013409,19.09434,0.013409,0,0,0,0,0,0,0,0,600,0.421348,0,0,824,0.578652,0,0.107817,0.808669,0.429157,1,0.009434,13,0.122642,12,0.113208,11.320755,0.1068,12,0.113208,9,0.084906,2,0.001815,1,18,65,82,853,57.674157,0.040502,0.304348,3.933333,4.347826,5,33.333333,4.417967,0.502264,"learning"
"bqwh-15-106-61_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.246377,19.111111,21.833333,26.6,91,23.987164,0.408139,"standard"
"bqwh-15-106-62_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7,22.666667,28.2,36,98,31.101213,0.429852,"standard"
"bqwh-15-106-63_ext.xml.minion.converted.minion.gz",106,0,106,1,7,10,12,15,9.698113,0,106,1239,1,1,1,2,2,1.473769,0.013903,17.226415,0.013903,0,0,0,0,0,0,0,0,587,0.473769,0,0,652,0.526231,0,0.105481,0.814503,0.421897,4,0.037736,13,0.122642,12,0.113208,11.075472,0.104486,11,0.103774,8,0.075472,8,0.008677,2,21,65,89,876,64.626312,0.05216,0.411765,4.347826,4.933333,5.555556,14.866667,4.937208,0.395685,"standard"
"bqwh-15-106-63_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.45,21,25.818182,34.25,96.666667,29.018206,0.441967,"standard"
"bqwh-15-106-65_ext.xml.minion.converted.minion.gz",106,0,106,1,7,10,13,15,9.679245,20.2,106,1224,1,1,1,2,2,1.476307,0.013927,17.04717,0.013927,0,0,0,0,0,0,0,0,583,0.476307,0,0,641,0.523693,0,0.104762,0.8151,0.43177,2,0.018868,14,0.132075,11,0.103774,11,0.103774,12,0.113208,8,0.075472,12,0.013043,0,22,68,89,513,64.436275,0.052644,0.411765,4.166667,5,5.555556,23.333333,5.009802,0.436892,"standard"
"bqwh-15-106-65_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.368421,20.846154,25.272727,32.111111,99.5,28.97235,0.502258,"standard"
"bqwh-15-106-66_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.948718,20,23.272727,29.666667,97.666667,26.106478,0.435387,"standard"
"bqwh-15-106-67_ext.xml.minion.converted.minion.gz",106,0,106,2,7,10,11,15,9.283019,105,106,1199,1,1,1,2,2,1.487907,0.014037,16.830189,0.014037,0,0,0,0,0,0,0,0,585,0.487907,0,0,614,0.512093,0,0.105121,0.815013,0.414869,7,0.066038,14,0.132075,12,0.113208,11.037736,0.10413,12,0.113208,8,0.075472,0,0,1,22,64,98,335,65.522936,0.054648,0,4.315789,5.263158,5.882353,10,4.988761,0.329289,"standard"
"bqwh-15-106-67_glb.xml.minion.conv.minion",106,0,106,2,7,10,11,15,9.283019,105,106,644,1,1,1,1,8,1.282609,0.0121,7.792453,0.0121,30,0.046584,0,0,0,0,614,0.953416,0,0,0,0,0,0,0,0.115723,0.398353,0.455535,12,0.113208,14,0.132075,12,0.113208,12.150943,0.114632,12,0.113208,12,0.113208,144,0.164009,57,78,97,121,979,139.931677,0.217285,7.176471,21.461538,28.6,35.25,96.666667,30.409722,0.410983,"standard"
"bqwh-15-106-68_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.869565,20.222222,24.272727,31.5,98.666667,28.347634,0.523953,"standard"
"bqwh-15-106-69_ext.xml.minion.converted.minion.gz",106,0,106,1,9,11,13,15,10.754717,52,106,1360,1,1,1,2,2,1.447059,0.013651,18.566038,0.013651,0,0,0,0,0,0,0,0,608,0.447059,0,0,752,0.552941,0,0.109254,0.811536,0.432962,4,0.037736,13,0.122642,12,0.113208,11.471698,0.108224,12,0.113208,10,0.09434,1,0.000967,2,18,65,87,223,58.970588,0.043361,0,4.125,4.761905,5.263158,11.769231,4.566959,0.339658,"standard"
"bqwh-15-106-69_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.484848,19.769231,24.181818,30.666667,94,26.036109,0.403303,"standard"
"bqwh-15-106-6_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.591837,20.222222,23.666667,30.555556,94.333333,26.502996,0.43147,"standard"
"bqwh-15-106-70_glb.xml.minion.conv.minion",106,0,106,2,7,10,12,15,9.358491,105,106,632,1,1,1,1,8,1.287975,0.012151,7.679245,0.012151,30,0.047468,0,0,0,0,602,0.952532,0,0,0,0,0,0,0,0.115723,0.403611,0.455535,12,0.113208,14,0.132075,12,0.113208,12.150943,0.114632,13,0.122642,12,0.113208,4,0.004515,57,80,92,108,954,137.696203,0.217874,6.8,22,27.3,35.125,95.333333,30.363262,0.44154,"standard"
"bqwh-15-106-71_ext.xml.minion.converted.minion.gz",106,0,106,2,7,9,12,14,9.377358,105,106,1206,1,1,2,2,2,1.507463,0.014221,17.150943,0.014221,0,0,0,0,0,0,0,0,612,0.507463,0,0,594,0.492537,0,0.109973,0.81488,0.433252,8,0.075472,13,0.122642,12,0.113208,11.54717,0.108936,12,0.113208,9,0.084906,0,0,2,22,68,98,324,65.413765,0.05424,0,4.545455,5,5.882353,14.666667,5.125368,0.370909,"standard"
"bqwh-15-106-71_glb.xml.minion.conv.minion",106,0,106,2,7,9,12,14,9.377358,105,106,624,1,1,1,1,8,1.291667,0.012186,7.603774,0.012186,30,0.048077,0,0,0,0,594,0.951923,0,0,0,0,0,0,0,0.115723,0.407097,0.455601,12,0.113208,13,0.122642,12,0.113208,12.150943,0.114632,12,0.113208,12,0.113208,33,0.037162,58,80,95,109,981,137.113782,0.219734,7.97561,22.333333,27.6,37,98,31.309206,0.470717,"standard"
"bqwh-15-106-72_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.615385,20.666667,25.454545,34,96.333333,29.304639,0.488962,"standard"
"bqwh-15-106-73_ext.xml.minion.converted.minion.gz",106,0,106,1,7,10,13,15,9.566038,105,106,1221,1,1,1,2,2,1.471744,0.013884,16.95283,0.013884,0,0,0,0,0,0,0,0,576,0.471744,0,0,645,0.528256,0,0.103504,0.814376,0.411261,7,0.066038,13,0.122642,11,0.103774,10.867925,0.102528,11,0.103774,8,0.075472,12,0.013216,3,21,68,89,335,63.563473,0.052059,0.526316,4.347826,5,5.705882,12.5,4.906595,0.325637,"standard"
"bqwh-15-106-73_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.824561,21.428571,26.4,31.333333,95.333333,28.832516,0.444994,"learning"
"bqwh-15-106-74_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.5,22.333333,27.4,35.5,98.5,30.308099,0.416341,"standard"
"bqwh-15-106-75_ext.xml.minion.converted.minion.gz",106,0,106,2,8,12,13,15,10.537736,105,106,1327,1,1,1,2,2,1.464205,0.013813,18.330189,0.013813,0,0,0,0,0,0,0,0,616,0.464205,0,0,711,0.535795,0,0.110692,0.812895,0.438657,7,0.066038,14,0.132075,12,0.113208,11.622642,0.109648,12,0.113208,9,0.084906,6,0.005935,1,22,67,84,335,59.77468,0.045045,0.5,4.045455,4.761905,5.263158,10.090909,4.576623,0.30752,"learning"
"bqwh-15-106-75_glb.xml.minion.conv.minion",106,0,106,2,8,12,13,15,10.537736,105,106,741,1,1,1,1,8,1.245614,0.011751,8.707547,0.011751,30,0.040486,0,0,0,0,711,0.959514,0,0,0,0,0,0,0,0.115723,0.359923,0.455535,12,0.113208,14,0.132075,12,0.113208,12.150943,0.114632,12,0.113208,12,0.113208,9,0.008902,57,72,86,102,961,122.022942,0.164673,6.333333,21.125,24.727273,30.333333,92.666667,26.989747,0.404759,"standard"
"bqwh-15-106-76_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7,22.75,28.3,35.625,95.5,30.294002,0.396721,"standard"
"bqwh-15-106-77_ext.xml.minion.converted.minion.gz",106,0,106,1,6,8,10,14,8.018868,52,106,1070,1,1,2,2,2,1.554206,0.014662,15.688679,0.014662,0,0,0,0,0,0,0,0,593,0.554206,0,0,477,0.445794,0,0.106559,0.814681,0.421499,7,0.066038,14,0.132075,12,0.113208,11.188679,0.105554,13,0.122642,8,0.075472,42,0.056452,4,27,63,106,694,72.496262,0.067754,0,4.761905,5.555556,6.666667,20.083333,5.665046,0.405439,"standard"
"bqwh-15-106-77_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,8.888889,25.363636,31.555556,44.5,98.333333,35.64824,0.41932,"standard"
"bqwh-15-106-78_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,6.916667,21.833333,26.285714,34.75,96.666667,29.077767,0.406999,"standard"
"bqwh-15-106-79_ext.xml.minion.converted.minion.gz",106,0,106,1,7,10,12,15,9.40566,105,106,1222,1,1,1,2,2,1.481997,0.013981,17.084906,0.013981,0,0,0,0,0,0,0,0,589,0.481997,0,0,633,0.518003,0,0.10584,0.815261,0.423599,4,0.037736,14,0.132075,12,0.113208,11.113208,0.104842,12,0.113208,8,0.075472,32,0.035915,3,21,68,89,940,65.546645,0.053639,0.142857,4.347826,5,5.555556,16.666667,5.053668,0.414655,"standard"
"bqwh-15-106-79_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,9.166667,21.692308,26.428571,33.75,95.333333,29.372429,0.442842,"standard"
"bqwh-15-106-7_ext.xml.minion.converted.minion.gz",106,0,106,1,7,9,12,15,9.245283,34.333333,106,1181,1,1,1,2,2,1.492803,0.014083,16.632075,0.014083,0,0,0,0,0,0,0,0,582,0.492803,0,0,599,0.507197,0,0.104582,0.815281,0.419787,3,0.028302,13,0.122642,11,0.103774,10.981132,0.103596,11,0.103774,8,0.075472,5,0.005721,0,23,65,96,243,64.8442,0.054906,0.315789,4.545455,5.263158,5.882353,12.5,5.06145,0.303915,"standard"
"bqwh-15-106-7_glb.xml.minion.conv.minion",64,0,64,7,8,10,11,15,10,0,64,479,2,2,2,2,2,2,0.04,17.877358,0.04,0,0,0,0,0,0,0,0,325,1,0,0,0,0,0,0.229885,0.713651,0.428978,11,0.104558,27,0.42,17,0.204819,17.8,0.222222,23,0.35,14,0.225,0,0,169,184,223,244,558,229.535385,0.390135,7.428571,21.75,27.8,36.6,97,30.910595,0.435496,"standard"
"bqwh-15-106-80_glb.xml.minion.conv.minion",106,0,106,2,8,11,13,15,10.103774,34.333333,106,731,1,1,1,1,8,1.248974,0.011783,8.613208,0.011783,30,0.04104,0,0,0,0,701,0.95896,0,0,0,0,0,0,0,0.115723,0.363999,0.455535,12,0.113208,14,0.132075,12,0.113208,12.150943,0.114632,12,0.113208,12,0.113208,65,0.067358,57,72,87,102,959,123.253078,0.168609,8.176471,20.076923,24.272727,31,92,27.336945,0.473683,"standard"
