"id","MeanAttributeEntropy","NoiseToSignalRatio","NumberOfNumericFeatures","NumberOfBinaryFeatures","DecisionStumpKappa","Quartile3SkewnessOfNumericAtts","NumberOfMissingValues","J48.001.ErrRate","HoeffdingAdwin.changes","PercentageOfNumericFeatures","MeanSkewnessOfNumericAtts","MinStdDevOfNumericAtts","NaiveBayesErrRate","MinMutualInformation","MajorityClassPercentage","NumberOfSymbolicFeatures","J48.00001.ErrRate","MaxNominalAttDistinctValues","PercentageOfMissingValues","MinKurtosisOfNumericAtts","MaxKurtosisOfNumericAtts","EquivalentNumberOfAtts","DecisionStumpErrRate","RandomTreeDepth3ErrRate","MaxStdDevOfNumericAtts","NaiveBayesAdwin.changes","Quartile3AttributeEntropy","MeanKurtosisOfNumericAtts","MinorityClassPerentage","J48.00001.Kappa","REPTreeDepth2ErrRate","Quartile2KurtosisOfNumericAtts","REPTreeDepth3AUC","RandomTreeDepth2ErrRate","Quartile1AttributeEntropy","MeanMeansOfNumericAtts","MeanStdDevOfNumericAtts","REPTreeDepth1Kappa","Dimensionality","REPTreeDepth2AUC","MinAttributeEntropy","NaiveBayesDdm.changes","MinNominalAttDistinctValues","MinorityClassSize","Quartile2AttributeEntropy","Quartile1SkewnessOfNumericAtts","Quartile3StdDevOfNumericAtts","Quartile1MutualInformation","Quartile2SkewnessOfNumericAtts","MajorityClassSize","REPTreeDepth3ErrRate","MaxAttributeEntropy","RandomTreeDepth2Kappa","HoeffdingDDM.changes","Quartile3KurtosisOfNumericAtts","NaiveBayesKappa","HoeffdingDDM.warnings","Quartile2StdDevOfNumericAtts","MeanNominalAttDistinctValues","REPTreeDepth1ErrRate","MaxMeansOfNumericAtts","NumberOfInstances","RandomTreeDepth1Kappa","J48.001.AUC","MaxSkewnessOfNumericAtts","J48.0001.AUC","RandomTreeDepth3AUC","MeanMutualInformation","RandomTreeDepth1ErrRate","RandomTreeDepth2AUC","MinMeansOfNumericAtts","PercentageOfBinaryFeatures","NumberOfFeatures","NaiveBayesAUC","DefaultAccuracy","NaiveBayesDdm.warnings","Quartile3MeansOfNumericAtts","REPTreeDepth1AUC","MaxMutualInformation","RandomTreeDepth1AUC","J48.0001.Kappa","Quartile1MeansOfNumericAtts","RandomTreeDepth3Kappa","Quartile1StdDevOfNumericAtts","REPTreeDepth2Kappa","Quartile2MeansOfNumericAtts","J48.00001.AUC","Quartile2MutualInformation","J48.001.Kappa","PercentageOfInstancesWithMissingValues","NumberOfClasses","StdvNominalAttDistinctValues","ClassEntropy","Quartile1KurtosisOfNumericAtts","Quartile3MutualInformation","MinSkewnessOfNumericAtts","PercentageOfSymbolicFeatures","J48.0001.ErrRate","NumberOfInstancesWithMissingValues","REPTreeDepth3Kappa","DecisionStumpAUC","X2361_weka.OneR","X2362_weka.J48","X2364_weka.IBk","X2367_weka.REPTree","X2368_weka.RandomTree","X2370_weka.LMT","X2371_weka.HoeffdingTree","X2373_weka.JRip","X2381_weka.NaiveBayes","X2647_weka.Logistic","X2869_weka.SMO_PolyKernel","X2882_weka.SMO_RBFKernel","X2889_weka.IBk","X2891_weka.HyperPipes","X2893_weka.OLM","X2894_weka.FURIA","X2897_weka.ConjunctiveRule","X2898_weka.SimpleCart","X2900_weka.LADTree","X2903_weka.AdaBoostM1_DecisionStump","X2906_weka.Bagging_REPTree","X6250_weka.DecisionTable","X6352_weka.BayesNet","X6355_weka.AdaBoostM1_NaiveBayes","X6378_weka.LogitBoost_DecisionStump","X8990_weka.MultilayerPerceptron","X8994_weka.MultilayerPerceptron","X8995_weka.MultilayerPerceptron","X2361_weka.OneR_success","X2362_weka.J48_success","X2364_weka.IBk_success","X2367_weka.REPTree_success","X2368_weka.RandomTree_success","X2370_weka.LMT_success","X2371_weka.HoeffdingTree_success","X2373_weka.JRip_success","X2381_weka.NaiveBayes_success","X2647_weka.Logistic_success","X2869_weka.SMO_PolyKernel_success","X2882_weka.SMO_RBFKernel_success","X2889_weka.IBk_success","X2891_weka.HyperPipes_success","X2893_weka.OLM_success","X2894_weka.FURIA_success","X2897_weka.ConjunctiveRule_success","X2898_weka.SimpleCart_success","X2900_weka.LADTree_success","X2903_weka.AdaBoostM1_DecisionStump_success","X2906_weka.Bagging_REPTree_success","X6250_weka.DecisionTable_success","X6352_weka.BayesNet_success","X6355_weka.AdaBoostM1_NaiveBayes_success","X6378_weka.LogitBoost_DecisionStump_success","X8990_weka.MultilayerPerceptron_success","X8994_weka.MultilayerPerceptron_success","X8995_weka.MultilayerPerceptron_success","Class"
"125850",2.451841,-1,10,1,0.093333,0.250117,0,0.338384,0,76.923077,0.090931,0.461927,0.416162,0,9.090909,3,0.363636,15,0,-0.766608,0.142436,-1,0.824242,0.750505,1.175272,0,3.906891,-0.398138,9.090909,0.6,0.759596,-0.432601,0.797438,0.775758,0.996792,-0.10318,0.699332,0.093333,0.013131,0.760474,0.996792,0,2,90,2.451841,-0.00621,0.786693,0,0.060012,90,0.754545,3.906891,0.146667,0,-0.250169,0.542222,25,0.634294,8.5,0.824242,1.881764,990,0.087778,0.882973,0.356339,0.883845,0.785804,0,0.829293,0.754383,-3.20374,7.692308,13,0.944771,0.090909,25,0.544173,0.670191,0,0.680581,0.61,-0.356186,0.174444,0.572517,0.164444,-0.037852,0.885036,0,0.627778,0,11,9.192388,3.459432,-0.565549,0,-0.205736,23.076923,0.354545,0,0.17,0.677468,0.322222,0.810101,0.992929,0.642424,0.840404,0.940404,0.638384,0.711111,0.638384,0.821212,0.718182,0.356566,0.591919,0.355556,0.090909,0.812121,0.176768,0.777778,0.512121,0.176768,0.845455,0.606061,0.581818,0.80303,0.70303,0.866667,0.889899,0.931313,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125851",-1,21.571102,617,0,0.039082,0.505724,0,0.180326,40,99.838188,0.441954,0.054926,0.169168,0.002508,3.847634,1,0.179941,-1,0,-1.47377,136.429387,19.057465,0.923945,0.795306,0.940113,40,1.757839,3.601735,3.821983,0.812861,0.850455,-0.331068,0.910735,0.862639,0.995975,0.064796,0.414081,0.039082,0.079261,0.855929,0.963017,0,-1,298,1.532104,-0.584368,0.494356,0.005379,-0.086721,300,0.716045,2.485861,0.102841,0,0.367358,0.824065,0,0.405964,-1,0.923945,0.811861,7797,0.036281,0.926562,10.769139,0.928158,0.853874,0.051849,0.926638,0.803955,-0.985513,0,618,0.980894,0.038476,0,0.417447,0.727489,0.216414,0.699909,0.812595,-0.143701,0.172869,0.340015,0.115513,0.202269,0.930898,0.029603,0.812461,0,26,-1,4.700438,-0.737907,0.07241,-2.366429,0.161812,0.180198,0,0.255302,0.728455,0.146467,0.841477,0.900859,0.813262,0.682698,0.963576,0.853918,0.783635,0.849942,0.953444,0.966654,0.959985,0.905989,0.720149,0.038476,0.88393,0.076311,0.827241,0.597794,0.076953,0.889188,0.471848,0.899577,0.849942,0.900218,0.880723,0.893805,0.944466,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125852",0.675173,13.37181,294,6,0,2.24775,0,0.018695,5,98,1.472505,0.06708,0.317408,0.024531,82.093893,6,0.018695,2,0,-1.220242,76.481009,14.432384,0.179061,0.171583,22.905065,5,0.721312,7.077603,17.906107,0.936003,0.043623,2.050289,0.905441,0.171583,0.629443,9.118152,2.068419,0.836002,0.124636,0.905441,0.612899,7,2,431,0.674354,0.022675,0.219249,0.033643,1.233666,1976,0.043623,0.762784,0.435329,5,5.696836,0.31138,8,0.19446,2,0.043623,99.311267,2407,0.435329,0.978735,7.308332,0.978735,0.724969,0.046979,0.171583,0.724969,0.026225,2,300,0.823342,0.820939,8,0.580326,0.905441,0.068666,0.724969,0.936003,0.140263,0.435329,0.162526,0.836002,0.356174,0.978735,0.047106,0.936003,0,2,0,0.678019,-0.146747,0.060251,-1.181145,2,0.018695,0,0.836002,0.680646,0.797673,0.980474,0.931034,0.968841,0.875779,0.989198,0.820939,0.928542,0.689655,0.939759,0.989198,0.980058,0.9543,0.820939,0.82177,0.976319,0.820939,0.94516,0.944329,0.852098,0.980058,0.847113,0.767345,0.838388,0.952223,0.979227,0.978396,0.979227,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125853",-1,21.571102,123,1,0,18.640381,0,0.182669,60,99.193548,11.293966,0,0.193623,0.002508,75.999351,1,0.182669,2,0,-1.964773,3692.300325,19.057465,0.240006,0.244577,35.604248,50,1.757839,306.844553,24.000649,0.468627,0.176475,20.698483,0.861448,0.244577,0.995975,2.267365,1.080132,0.487587,0.003354,0.861448,0.963017,11,2,8874,1.532104,1.765883,0.366234,0.005379,4.685757,28100,0.176475,2.485861,0.348629,28,345.465764,0.525201,141,0.195457,2,0.176475,110.469649,36974,0.348629,0.822505,60.780756,0.822505,0.680842,0.051849,0.244577,0.680842,0,0.806452,124,0.882217,0.759994,126,0.192311,0.861448,0.216414,0.680842,0.468627,0.002813,0.348629,0.052961,0.487587,0.040136,0.822505,0.029603,0.468627,0,2,0,0.795051,2.814173,0.07241,-3.804792,0.806452,0.182669,0,0.487587,0.749418,0.776843,0.82174,0.764943,0.828663,0.735652,0.83648,0.76259,0.824174,0.805945,0.837183,0.836885,0.836426,0.825066,0.240493,0.268161,0.808812,0.759994,0.829448,0.825878,0.819062,0.821875,0.820631,0.802212,0.825445,0.826148,0.819684,0.823876,0.819955,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125854",-1,21.571102,14,0,0.141585,0.256451,0,0.145367,13,93.333333,0.144858,0.097999,0.142556,0.002508,16.203192,1,0.161731,9,0,-0.864184,3.792059,19.057465,0.739886,0.539102,15.878836,11,1.757839,-0.030996,7.850617,0.816582,0.60004,-0.231245,0.865525,0.63086,0.995975,2.204314,1.826849,0.141299,0.001506,0.800061,0.963017,17,9,782,1.532104,-0.215536,0.440675,0.005379,0.076888,1614,0.416123,2.485861,0.272593,17,-0.150175,0.83843,8,0.262541,9,0.740388,20.364321,9961,0.137408,0.941381,1.696545,0.943035,0.840054,0.051849,0.737075,0.770794,-0.528716,0,15,0.985117,0.162032,15,0.516905,0.698535,0.216414,0.69163,0.825922,-0.219352,0.381299,0.170276,0.312824,-0.046302,0.944638,0.029603,0.835326,0,9,0,3.132069,-0.519879,0.07241,-0.377769,6.666667,0.153599,0,0.529044,0.699506,0.273467,0.897701,0.994478,0.862363,0.872704,0.967674,0.86417,0.890774,0.857544,0.942777,0.948399,0.873707,0.971489,0.416524,0.109828,0.936251,0.259211,0.87953,0.725228,0.259311,0.926212,0.630459,0.856741,0.882341,0.844694,0.949302,0.947897,0.970284,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125855",-1,21.571102,60,0,0.198,0.076723,0,0.126667,0,96.774194,0.033891,3.495507,0.053333,0.002508,16.666667,2,0.126667,-1,0,-1.217743,0.57739,19.057465,0.668333,0.293333,15.601414,0,1.757839,-0.566817,16.666667,0.848,0.436667,-0.759299,0.940887,0.476667,0.995975,30.092165,9.751691,0.2,0.103333,0.893267,0.963017,4,-1,100,1.532104,-0.046866,13.531545,0.005379,0.001859,100,0.226667,2.485861,0.428,5,0.017556,0.936,3,9.56969,-1,0.666667,32.229629,600,0.192,0.940583,0.930661,0.940583,0.934062,0.051849,0.673333,0.868363,28.154209,0,62,0.998423,0.166667,3,30.456182,0.74602,0.216414,0.72477,0.848,29.729359,0.648,5.84537,0.476,30.088385,0.940583,0.029603,0.848,0,6,-1,2.584963,-1.121306,0.07241,-0.689684,3.225806,0.126667,0,0.728,0.76097,0.57,0.918333,0.971667,0.881667,0.905,0.985,0.94,0.86,0.94,0.848333,0.988333,0.873333,0.96,0.966667,0.166667,0.92,0.331667,0.871667,0.873333,0.333333,0.946667,0.805,0.973333,0.991667,0.948333,0.993333,0.981667,0.99,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125857",-1,21.571102,3100,0,0.126028,9.013447,0,0.309967,0,99.967752,6.389315,0.05726,0.308872,0.002508,17.196057,1,0.309967,-1,0,-0.857092,1533.022729,19.057465,0.726177,0.636364,148018.685068,0,1.757839,98.918293,5.805038,0.649376,0.400876,21.168011,0.857763,0.636364,0.995975,2629.295475,1599.733707,0.540604,3.396495,0.857763,0.963017,0,-1,53,1.532104,1.868646,1502.395919,0.005379,3.439573,157,0.400876,2.485861,0.279527,1,111.030435,0.649328,1,774.233966,-1,0.400876,117603.636828,913,0.279527,0.853867,39.142901,0.853867,0.642685,0.051849,0.636364,0.642685,0.003286,0,3101,0.909971,0.171961,0,2273.279676,0.857763,0.216414,0.642685,0.649376,280.660065,0.279527,502.926364,0.540604,1182.868091,0.853867,0.029603,0.649376,0,10,-1,3.209712,6.677403,0.07241,-0.003281,0.032248,0.309967,0,0.540604,0.600806,0.315444,0.760131,0.176342,0.675794,0.359255,0.818182,0.481928,0.761227,0.748083,0.700986,0.760131,0.39759,0.190581,0.683461,0.061336,0.813801,0.272727,0.757941,0.67908,0.278204,0.729463,0.700986,0.836802,0.721796,0.836802,0.170865,0.170865,0.170865,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","X2904_weka.AdaBoostM1_J48"
"125859",-1,21.571102,3182,0,0.205875,12.900903,0,0.220339,0,99.968583,10.524754,0,0.249252,0.002508,19.341974,1,0.220339,-1,0,-1.948626,937.786915,19.057465,0.649053,0.536391,839.574837,0,1.757839,147.592896,5.084746,0.746126,0.258225,90.612524,0.911589,0.536391,0.995975,1.000281,1.674647,0.701781,3.17348,0.911589,0.963017,0,-1,51,1.532104,6.912641,0.930314,0.005379,8.980874,194,0.258225,2.485861,0.387094,0,178.480448,0.715907,8,0.311411,-1,0.258225,2299.916667,1003,0.387094,0.894749,30.296776,0.894749,0.694291,0.051849,0.536391,0.694291,0,0,3183,0.942561,0.19342,0,0.176471,0.911589,0.216414,0.694291,0.746126,0.014955,0.387094,0.155006,0.701781,0.044118,0.894749,0.029603,0.746126,0,10,-1,3.150199,51.584936,0.07241,-0.475261,0.031417,0.220339,0,0.701781,0.657793,0.350947,0.822532,0.208375,0.77667,0.448654,0.874377,0.541376,0.821535,0.794616,0.767697,0.813559,0.457627,0.279163,0.740778,0.05683,0.846461,0.350947,0.832502,0.738784,0.350947,0.811565,0.770688,0.889332,0.772682,0.870389,0.171486,0.181456,0.178465,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125861",-1,21.571102,3012,0,0.105489,17.903667,0,0.203704,0,99.96681,14.423859,0.057104,0.278867,0.002508,16.230937,1,0.208061,-1,0,4.922813,895.99672,19.057465,0.753813,0.827887,3.706271,0,1.757839,258.802161,6.427015,0.765357,0.660131,224.25655,0.748803,0.833333,0.995975,0.030695,0.219842,0.113589,3.282135,0.695656,0.963017,0,-1,59,1.532104,10.235261,0.273924,0.005379,14.478845,149,0.603486,2.485861,0.011689,0,350.857768,0.685198,2,0.158068,-1,0.745098,1.697168,918,0.014768,0.89807,29.850916,0.899579,0.534081,0.051849,0.827887,0.532191,0.003268,0,3013,0.932196,0.162309,1,0.029412,0.613971,0.216414,0.518722,0.771462,0.006536,0.016754,0.093174,0.226336,0.013072,0.897809,0.029603,0.770215,0,10,-1,3.236411,116.979835,0.07241,1.849879,0.03319,0.202614,0,0.295732,0.607426,0.259259,0.823529,0.196078,0.831155,0.383442,0.87037,0.494553,0.783224,0.786492,0.771242,0.77342,0.354031,0.187364,0.706972,0.08061,0.845316,0.244009,0.850763,0.742919,0.250545,0.835512,0.766885,0.850763,0.755991,0.875817,0.150327,0.162309,0.143791,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","X2904_weka.AdaBoostM1_J48"
"125865",1.683839,3.05483,2,2,0.732995,7.047557,32,0,0,33.333333,7.686522,0,0.02,0.001169,55.6,4,0,10,1.066667,-1.964773,3692.300325,2.386251,0.128,0.048,35.604248,0,2.856978,184.401305,44.4,1,0,19.102839,1,0.048,1,1.995889,1.269392,1,0.012,1,1,0,2,222,1.19454,1.746945,1,0.001169,3.34,278,0,2.856978,0.90198,0,93.340281,0.959675,0,0.453725,4.666667,0,110.469649,500,0.90198,1,60.780756,1,0.9627,0.415267,0.048,0.9627,-1.465547,33.333333,6,0.997813,0.556,0,0.163101,1,0.933764,0.9627,1,-0.206092,0.90198,0.176378,1,0.004057,1,0.310869,1,6.4,2,4.618802,0.990932,4.712704,0.933764,-3.804792,66.666667,0,32,1,0.850152,1,1,0.994,1,0.99,0.988,1,1,0.988,0.988,0.988,0.988,0.978,0.996,0.722,1,0.872,1,1,0.992,1,1,0.982,0.994,1,1,1,1,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125866",-1,21.571102,70,0,0.339268,11.603035,0,0.083234,0,98.591549,7.259345,0,0.014269,0.002508,37.693222,1,0.083234,-1,0,-2.000963,2443.618065,19.057465,0.441141,0.155767,302909.910229,0,1.757839,112.889552,6.539834,0.878603,0.105826,32.7711,0.945846,0.155767,0.995975,1866.571492,1090.560778,0.845655,0.084423,0.945846,0.963017,3,-1,55,1.532104,1.719151,1010.38993,0.005379,4.71667,317,0.105826,2.485861,0.77261,3,149.341998,0.979223,1,502.505159,-1,0.105826,120617.236728,841,0.77261,0.938943,49.388771,0.938943,0.886445,0.051849,0.155767,0.886445,-265.690967,0,71,0.995607,0.376932,2,1700.694863,0.945846,0.216414,0.886445,0.878603,0.043478,0.77261,0.340091,0.845655,500.357324,0.938943,0.029603,0.878603,0,4,-1,1.787416,4.812644,0.07241,-3.546061,1.408451,0.083234,0,0.845655,0.748706,0.664685,0.94887,0.996433,0.926278,0.900119,0.995244,0.985731,0.931034,0.989298,0.990488,0.995244,0.991677,0.996433,0.881094,0.376932,0.97503,0.555291,0.926278,0.953627,0.551724,0.952438,0.877527,0.992866,0.989298,0.989298,0.997622,0.996433,0.998811,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125867",2.016975,47.17133,0,1,0.040279,0,0,0.80803,5,0,0,0,0.76788,0.00469,19.44793,5,0.80803,9,0,0,0,61.624215,0.804266,0.800502,0,5,2.949479,0,15.432873,0.027365,0.820577,0,0.533826,0.800502,1.108793,0,0,0.013379,0.006274,0.533826,0.99959,5,2,123,1.992654,0,0,0.014715,0,155,0.820577,3.083003,0.040965,5,0,0.077599,1,0,5.25,0.820577,0,797,0.040965,0.529474,0,0.529474,0.51751,0.041871,0.800502,0.51751,0,20,5,0.562495,0.194479,1,0,0.533826,0.061659,0.51751,0.027365,0,0.040965,0,0.013379,0,0.529474,0.050567,0.027365,0,6,3.304038,2.580259,0,0.06033,0,100,0.80803,0,0.013379,0.541999,0.151819,0.188206,0.188206,0.196989,0.188206,0.212045,0.185696,0.195734,0.204517,0.224592,0.218319,0.193225,0.199498,0.158093,0.194479,0.195734,0.19197,0.178168,0.186951,0.17064,0.179423,0.200753,0.204517,0.204517,0.212045,0.227102,0.176913,0.198243,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125868",1.824281,0,20,0,0.139728,4.64672,0,0,2,83.333333,4.099037,0.272753,0.36,0,16,4,0,15,0,-1.538788,1533.022729,2,0.738,0.404,148018.685068,0,3.648562,53.413172,1.2,1,0,12.390346,1,0.404,0,3356.615402,2042.16842,1,0.048,1,0,9,1,6,1.824281,1.622882,1845.307285,0,2.567428,80,0,3.648562,0.555211,8,37.702574,0.603091,9,983.880357,8,0,117603.636828,500,0.555211,1,39.142901,1,0.774402,1.824281,0.404,0.774402,-0.0122,0,24,0.921965,0.16,8,2773.678528,1,3.648562,0.774402,1,902.112605,0.555211,654.243639,1,1547.010388,1,1.824281,1,0,15,9.899495,3.648562,5.086576,3.648562,-1.390131,16.666667,0,0,1,0.686099,1,1,1,1,0.97,1,1,1,0.718,0.996,1,0.802,1,0.67,0.088,1,0.31,1,0.896,0.31,1,1,0.926,0.778,1,1,1,1,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125869",-1,21.571102,21,1,0.400829,3.625546,0,0.183908,1,95.454545,3.224055,0,0.170498,0.002508,79.501916,1,0.183908,-1,0,-2.004386,14389.000208,19.057465,0.197318,0.193487,21111483.86778,1,1.757839,81.458845,20.498084,0.334131,0.159004,0.342473,0.77775,0.193487,0.995975,-5269.558363,5585.442973,0.407321,0.042146,0.77775,0.963017,1,-1,107,1.532104,0.007646,20.945703,0.005379,0.726693,415,0.159004,2.485861,0.382805,1,14.215391,0.409277,1,1,-1,0.159004,26074559.210526,522,0.382805,0.727902,119.962495,0.727902,0.63691,0.051849,0.193487,0.63691,-91638847.147731,4.545455,22,0.814412,0.795019,1,17.975651,0.77775,0.216414,0.63691,0.334131,0,0.382805,0.319377,0.407321,0.139158,0.727902,0.029603,0.334131,0,2,-1,0.731779,-1.163568,0.07241,-75.962778,4.545455,0.183908,0,0.407321,0.73074,0.829502,0.821839,0.810345,0.837165,0.787356,0.840996,0.840996,0.831418,0.83908,0.82567,0.82567,0.796935,0.848659,0.816092,0.793103,0.837165,0.789272,0.83908,0.816092,0.808429,0.83908,0.83908,0.781609,0.83908,0.83908,0.837165,0.835249,0.83908,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125870",-1,21.571102,10936,1,0.915515,3.10714,0,0.045788,0,99.990857,2.895495,411.297531,0.021978,0.002508,52.380952,1,0.049451,-1,0,-0.932528,539.879825,19.057465,0.042125,0.086081,60876.021564,0,1.757839,25.934993,47.619048,0.90103,0.042125,5.290468,0.945179,0.086081,0.995975,3409.881472,1838.525596,0.915515,20.031136,0.945179,0.963017,9,-1,260,1.532104,1.149782,1675.364402,0.005379,1.745794,286,0.042125,2.485861,0.827719,3,16.903384,0.955959,9,860.087488,-1,0.042125,122633.023443,546,0.809024,0.946766,23.276997,0.958587,0.929855,0.051849,0.095238,0.940324,51.191575,0.009143,10937,0.978147,0.52381,9,2792.405495,0.945179,0.216414,0.915983,0.90103,938.519963,0.827115,567.696958,0.915515,1543.739194,0.958587,0.029603,0.908329,0,2,-1,0.998364,2.135256,0.07241,-0.243163,0.009143,0.049451,0,0.915515,0.95708,0.965201,0.957875,0.97619,0.961538,0.946886,0.985348,0.97619,0.961538,0.974359,0.96337,0.979853,0.959707,0.97619,0.968864,0.52381,0.965201,0.956044,0.959707,0.967033,0.967033,0.968864,0.946886,0.965201,0.972527,0.967033,0.494505,0.512821,0.487179,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125871",-1,21.571102,10936,1,0.813199,4.275134,0,0.084871,0,99.990857,3.680687,466.893976,0.051661,0.002508,63.468635,1,0.090406,-1,0,-0.21905,535.614969,19.057465,0.086716,0.081181,237943.922103,0,1.757839,36.153521,36.531365,0.806493,0.083026,10.108003,0.931275,0.071956,0.995975,3414.836113,2058.044419,0.813199,20.178967,0.931275,0.963017,10,-1,198,1.532104,1.529144,1763.70016,0.005379,2.384832,344,0.083026,2.485861,0.842637,10,30.864876,0.890242,10,957.255232,-1,0.086716,119276.41679,542,0.823039,0.929543,23.182402,0.936061,0.931084,0.051849,0.081181,0.915309,44.110148,0.009143,10937,0.951781,0.634686,9,2817.340221,0.922393,0.216414,0.902976,0.809836,950.398524,0.823802,638.034308,0.821911,1567.148708,0.942587,0.029603,0.817759,0,2,-1,0.947006,4.172281,0.07241,0.029788,0.009143,0.088561,0,0.821911,0.922393,0.920664,0.926199,0.946494,0.926199,0.850554,0.96679,0.948339,0.940959,0.953875,0.972325,0.97048,0.937269,0.915129,0.948339,0.634686,0.950185,0.926199,0.922509,0.95203,0.95203,0.953875,0.928044,0.940959,0.961255,0.957565,0.634686,0.634686,0.634686,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
