"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","eagleup","gnoveltyp2","marchrw","sapperlot","satime11","sattime","sattimep","sparrow","spear.hw","spear.sw","tnm","eagleup_success","gnoveltyp2_success","marchrw_success","sapperlot_success","satime11_success","sattime_success","sattimep_success","sparrow_success","spear.hw_success","spear.sw_success","tnm_success","Pre","Basic","KLB","CG","Class"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-13-u.cnf",234064,1059777,113377,616982,1.0645,0.7177,0.1838,0.3955,0.9986,0,1.3882,0,0.4975,0,1e-04,1.0208,0.6241,0.8651,0,0.4521,0,1e-04,2.5613,0.2683,0.1607,0,0.7647,2.8486,0,0.4613,0,0,2.2348,0.7475,0,0.4577,0,1e-04,0,0.5657,0,1e-04,3.3983,0.1581,0.5979,0.0277,0.6071,3.1736,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4.89,0.15,31.04,11.75,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf",260346,1198313,124098,696175,1.0979,0.7213,0.1783,0.3897,0.9968,0,1.3836,0,0.4846,0,1e-04,1.0265,0.6067,0.8731,0,0.4872,0,1e-04,2.5792,0.265,0.1626,0,0.7895,2.9107,0,0.4863,0,0,2.3246,0.7423,0,0.4792,0,1e-04,0,0.6011,0,1e-04,3.4662,0.1531,0.6288,0.0258,0.6071,3.1619,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5.49,0.1,37.2,15.42,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-17-u.cnf",298516,1396189,149672,854488,0.9945,0.6339,0.1752,0.39,0.9844,0,1.3819,0,0.4839,0,1e-04,1.0364,0.5908,0.8711,0,0.5262,0,0,2.5867,0.2635,0.1632,0,0.8095,2.8612,0,0.5202,0,0,2.2962,0.734,0,0.4989,0,0,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7.31,0.21,55.54,20.08,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf",330372,1570953,168138,980858,0.9649,0.6016,0.1714,0.3875,0.9786,0,1.3768,0,0.4781,0,1e-04,1.0397,0.5778,0.8738,0,0.5647,0,0,2.5876,0.2618,0.1639,0,0.8261,2.8471,0,0.5529,0,0,2.3171,0.7289,0,0.5259,0,0,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7.52,0.15,68.23,20.09,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf",164158,730719,76968,408968,1.1328,0.7867,0.1882,0.3982,1.0067,0,1.3876,0,0.503,0,1e-04,1.0079,0.6423,0.8637,0,0.4219,0,1e-04,2.5265,0.2707,0.1602,0,0.7333,2.8848,0,0.4355,0,1e-04,2.2272,0.7554,0,0.4483,0,1e-04,0,0.5441,0,2e-04,3.3616,0.1636,0.5702,0.029,0.6071,3.1489,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.34,0.06,14.32,6.84,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf",184196,833889,86440,472816,1.1309,0.7637,0.1828,0.3933,1.0025,0,1.3866,0,0.4924,0,1e-04,1.0186,0.6234,0.8695,0,0.4517,0,1e-04,2.5823,0.2674,0.161,0,0.7647,2.8797,0,0.4591,0,1e-04,2.2631,0.7486,0,0.4602,0,1e-04,0,0.568,0,2e-04,3.4105,0.158,0.6008,0.0269,0.6071,3.1838,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4.19,0.08,18.16,9.29,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf",217930,1002997,105677,590731,1.0622,0.6979,0.1789,0.391,0.9946,0,1.3841,0,0.4876,0,1e-04,1.0274,0.6071,0.8708,0,0.4866,0,1e-04,2.5651,0.2652,0.1624,0,0.7895,2.8925,0,0.4875,0,0,2.3047,0.7414,0,0.4772,0,1e-04,0,0.5994,0,1e-04,3.4579,0.1532,0.6263,0.0246,0.6071,3.1583,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4.63,0.09,27.74,13.04,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf",252004,1178557,128393,730398,0.9628,0.6136,0.1758,0.3911,0.9826,0,1.3819,0,0.4866,0,1e-04,1.0368,0.5913,0.869,0,0.5254,0,1e-04,2.5717,0.2634,0.163,0,0.8095,2.8392,0,0.5214,0,0,2.2724,0.7333,0,0.4971,0,1e-04,0,0.635,0,1e-04,3.4994,0.1488,0.6483,0.0309,0.6071,3.1701,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6.79,0.18,40.23,19.82,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-19-u.cnf",262368,1247451,134276,782076,0.9539,0.5951,0.1717,0.3879,0.978,0,1.377,0,0.4792,0,1e-04,1.0401,0.578,0.873,0,0.5642,0,1e-04,2.5858,0.2617,0.1637,0,0.8261,2.8471,0,0.5535,0,0,2.3094,0.7285,0,0.525,0,1e-04,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6.71,0.17,43.9,20.07,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-15-u.cnf",269416,1236673,76323,464488,2.5299,1.6624,0.1643,0.3516,1.0571,0,1.3211,0,0.3938,0,2e-04,0.9755,0.587,0.9228,0,0.4986,0,1e-04,2.7717,0.2436,0.1605,0,0.7895,3.0716,0,0.4648,0,1e-04,2.5682,0.7537,0,0.505,0,1e-04,0,0.6181,0,2e-04,3.5541,0.1461,0.6792,0.0215,0.6111,3.1642,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7.23,0.14,14.37,11.7,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-17-u.cnf",293864,1370917,84762,534198,2.4669,1.5663,0.1587,0.3499,1.042,0,1.3132,0,0.3881,0,1e-04,0.9804,0.5664,0.9247,0,0.5463,0,1e-04,2.8343,0.2415,0.1606,0,0.8095,3.1,0,0.4992,0,1e-04,2.5859,0.7449,0,0.5453,0,1e-04,0,0.6506,0,2e-04,3.6256,0.1401,0.7159,0.0245,0.6111,3.2024,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6.9,0.13,17.55,16.34,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-19-u.cnf",331202,1571183,93490,616629,2.5426,1.548,0.1516,0.3441,1.0345,0,1.2873,0,0.3695,0,1e-04,0.967,0.5464,0.9325,0,0.5964,0,1e-04,2.8918,0.2387,0.1604,0,0.8261,3.1176,0,0.5311,0,0,2.6137,0.7382,0,0.5959,0,1e-04,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8.61,0.17,22.04,20.07,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-15-u.cnf",219756,1008653,72951,427478,2.0124,1.3595,0.1707,0.3663,1.033,0,1.3648,0,0.438,0,2e-04,1.0171,0.5936,0.8988,0,0.4883,0,1e-04,2.7334,0.249,0.1596,0,0.7895,3.0563,0,0.4807,0,1e-04,2.5056,0.7485,0,0.4815,0,1e-04,1e-04,0.6028,0,2e-04,3.5446,0.1485,0.6553,0.0261,0.6111,3.2085,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5.27,0.11,13.36,10.19,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf",265064,1236517,89502,540614,1.9615,1.2872,0.1656,0.3641,1.0218,0,1.3577,0,0.4311,0,1e-04,1.0211,0.5753,0.9015,0,0.5351,0,1e-04,2.793,0.247,0.1596,0,0.8095,3.0708,0,0.515,0,1e-04,2.5171,0.7406,0,0.517,0,1e-04,0,0.6414,0,1e-04,3.6099,0.1431,0.6879,0.0276,0.6111,3.2429,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5.62,0.08,19.4,15.25,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-19-u.cnf",279228,1324541,95019,592854,1.9387,1.2342,0.1603,0.3613,1.0128,0,1.3467,0,0.4226,0,1e-04,1.0209,0.5587,0.905,0,0.5808,0,1e-04,2.8452,0.2453,0.1592,0,0.8261,3.0907,0,0.5511,0,0,2.5366,0.7341,0,0.5551,0,1e-04,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6.25,0.1,21.96,20.05,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/dated-10-13-s.cnf",181082,824258,49609,294359,2.6502,1.8002,0.1685,0.353,1.0652,0,1.3295,1e-04,0.3989,0,2e-04,0.9757,0.5995,0.9193,1e-04,0.4772,0,1e-04,2.7895,0.2446,0.1586,0,0.7778,3.0942,0,0.4577,0,1e-04,2.5441,0.7573,1e-04,0.4869,0,1e-04,1e-04,0.5986,0,3e-04,3.5309,0.1503,0.656,0.0269,0.6111,3.215,1200,1200,1200,14.28,1200,1200,1200,1200,20.18,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",4.44,0.07,6.14,6.7,"clasp2"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/dated-10-17-s.cnf",229842,1081178,62687,402909,2.6665,1.6834,0.1556,0.3445,1.0447,0,1.2981,0,0.3742,0,2e-04,0.9704,0.5583,0.9294,0,0.5781,0,1e-04,2.8958,0.2391,0.1582,0,0.8182,3.1194,0,0.5238,0,1e-04,2.6154,0.7414,0,0.5786,0,1e-04,1e-04,0.6689,0,2e-04,3.6617,0.1373,0.7373,0.0274,0.6111,3.1728,1200,1200,1200,16.63,1200,1200,1200,1200,22.63,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",4.98,0.08,9.61,13.25,"lrglshr"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-11-s.cnf",164587,738865,77396,417100,1.1266,0.7714,0.1856,0.3959,1.0044,0,1.3877,0,0.498,0,1e-04,1.0139,0.6329,0.8663,0,0.4359,0,1e-04,2.5344,0.2693,0.1605,0,0.75,2.8726,0,0.4465,0,1e-04,2.2298,0.7519,0,0.4528,0,1e-04,0,0.5545,0,2e-04,3.3687,0.1608,0.5853,0.029,0.6071,3.1286,1200,1200,1200,226.24,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.51,0.07,14.54,7.45,"glucose2"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf",184675,842981,86918,481892,1.1247,0.7493,0.1804,0.3912,1.0001,0,1.3852,0,0.4877,0,1e-04,1.0227,0.6147,0.872,0,0.4687,0,1e-04,2.586,0.2659,0.1619,0,0.7778,2.8874,0,0.4721,0,1e-04,2.301,0.7454,0,0.469,0,1e-04,0,0.5838,0,2e-04,3.4694,0.1554,0.6153,0.0269,0.6071,3.1749,1200,1200,1200,24.61,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.95,0.08,18.32,9.91,"minisatpsm"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-15-s.cnf",218494,1013700,106240,601416,1.0566,0.6855,0.1766,0.3891,0.9923,0,1.3819,0,0.4833,0,1e-04,1.0302,0.5992,0.8731,0,0.5059,0,1e-04,2.5571,0.2639,0.1632,0,0.8,2.8798,0,0.5021,0,0,2.3296,0.7386,0,0.4896,0,1e-04,0,0.6186,0,1e-04,3.4993,0.1509,0.6401,0.0246,0.6071,3.1338,1200,1200,1200,69.27,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4.77,0.09,27.43,14.43,"mphaseSAT64"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-10-15-s.cnf",270120,1250036,76714,476002,2.5211,1.6261,0.1612,0.3503,1.0494,0,1.315,0,0.3888,0,2e-04,0.9765,0.5753,0.9247,0,0.5241,0,1e-04,2.8129,0.2421,0.1602,0,0.8,3.0721,0,0.4809,0,1e-04,2.5846,0.7488,0,0.527,0,1e-04,0,0.6363,0,2e-04,3.6013,0.1429,0.6989,0.0215,0.6111,3.1337,1200,1200,1200,35.09,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6.31,0.11,14.38,13.1,"clasp2"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-10-17-s.cnf",294246,1384270,85194,546816,2.4538,1.5315,0.1558,0.3483,1.0367,0,1.3063,0,0.3837,0,1e-04,0.9794,0.5573,0.9264,0,0.5705,0,1e-04,2.862,0.2406,0.1604,0,0.8182,3.0933,0,0.5171,0,1e-04,2.5934,0.7412,0,0.5674,0,1e-04,0,0.6658,0,2e-04,3.6566,0.1372,0.7347,0.0245,0.6111,3.1699,1200,1200,1200,16.67,1200,1200,1200,1200,22.16,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",7.1,0.13,17.72,18.04,"lrglshr"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-10-19-s.cnf",331631,1586193,93918,630755,2.5311,1.5148,0.1489,0.3428,1.0286,0,1.2799,0,0.3655,0,1e-04,0.9652,0.5376,0.934,0,0.6189,0,1e-04,2.9215,0.2379,0.1603,0,0.8333,3.1155,0,0.5481,0,0,2.6396,0.7346,0,0.6173,0,1e-04,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,34.22,1200,1200,1200,1200,27.43,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",7.43,0.12,21.48,20.05,"clasp1"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf",265408,1248556,89874,551972,1.9531,1.262,0.1628,0.3624,1.0178,0,1.3521,0,0.4267,0,1e-04,1.021,0.5669,0.9035,0,0.5586,0,1e-04,2.8214,0.2463,0.1595,0,0.8182,3.0643,0,0.5332,0,1e-04,2.5261,0.7373,0,0.5364,0,1e-04,0,0.6589,0,1e-04,3.6453,0.1404,0.7051,0.0276,0.6111,3.2168,1200,1200,1200,19.03,1200,996.63,1200,1200,17.01,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",6.38,0.14,20.31,17.41,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf",279590,1337190,95380,604754,1.9313,1.2111,0.1577,0.3597,1.0086,0,1.3408,0,0.4184,0,1e-04,1.02,0.5507,0.9069,0,0.6031,0,1e-04,2.8707,0.2447,0.1592,0,0.8333,3.0893,0,0.5686,0,0,2.5584,0.7309,0,0.5744,0,1e-04,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,21.42,1200,1200,1200,1200,1200,40.48,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",6.7,0.14,22.19,20.05,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/dated-10-15-u.cnf",193016,885873,51503,313469,2.7477,1.826,0.1643,0.3477,1.0657,0,1.3122,1e-04,0.3817,0,2e-04,0.9656,0.5879,0.9264,1e-04,0.5045,0,1e-04,2.8036,0.2413,0.1589,0,0.7895,3.1026,0,0.4689,0,1e-04,2.5869,0.7544,0,0.5138,0,1e-04,1e-04,0.6216,0,3e-04,3.5548,0.1465,0.6798,0.024,0.6111,3.164,1200,1200,1200,27.8,1200,1200,1200,1200,47.74,34.59,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",4.36,0.07,6.53,7.77,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf",108786,482639,34133,185161,2.1871,1.6066,0.1843,0.3767,1.0463,0,1.3814,1e-04,0.4555,1e-04,4e-04,1.006,0.6356,0.8874,1e-04,0.4013,0,2e-04,2.6926,0.2522,0.1552,0,0.7333,3.0944,0,0.4279,0,2e-04,2.4032,0.7631,1e-04,0.4251,0,2e-04,1e-04,0.5276,0,4e-04,3.3948,0.1626,0.5766,0.027,0.6111,3.2498,1200,1200,1200,52.82,1200,1200,1200,1200,107.93,302.68,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",2.17,0.03,2.92,2.99,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-10-11-u.cnf",192890,855991,53808,302677,2.5848,1.8281,0.1778,0.363,1.0735,0,1.3462,0,0.4183,0,2e-04,0.9703,0.6331,0.9124,0,0.402,0,1e-04,2.6803,0.2516,0.1576,0,0.7778,3.0844,0,0.411,0,1e-04,2.4625,0.7718,0,0.4294,0,1e-04,1e-04,0.5419,0,3e-04,3.3982,0.1608,0.5976,0.0262,0.6111,3.2125,1200,1200,1200,82.32,1200,1200,1200,1200,76.77,80.44,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",3.78,0.06,7.25,4.98,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-10-13-u.cnf",226208,1021181,61601,363891,2.6721,1.8063,0.1693,0.3537,1.072,0,1.3235,0,0.3951,0,2e-04,0.964,0.6084,0.9232,0,0.4496,0,1e-04,2.7397,0.2468,0.1591,0,0.7647,3.0789,0,0.4327,0,1e-04,2.5018,0.764,0,0.4655,0,1e-04,1e-04,0.5808,0,2e-04,3.4945,0.1527,0.6441,0.0262,0.6111,3.2218,1200,1200,1200,1200,1200,1200,1200,1200,1187.88,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",5.64,0.09,9.39,7.51,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf",156980,696581,51408,280610,2.0536,1.4824,0.1832,0.3778,1.0436,0,1.3816,1e-04,0.46,0,2e-04,1.0074,0.6349,0.8875,1e-04,0.4014,0,1e-04,2.6714,0.2554,0.1564,0,0.7333,3.0656,0,0.4241,0,1e-04,2.3799,0.7637,1e-04,0.4245,0,1e-04,1e-04,0.529,0,3e-04,3.396,0.1616,0.5815,0.0272,0.6111,3.2335,1200,1200,1200,14.3,1200,1200,1200,1200,12.55,15.61,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",3.04,0.04,6.59,4.57,"lingeling"
"SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-13-u.cnf",178708,806681,58111,330007,2.0753,1.4444,0.1761,0.3703,1.0417,0,1.3711,0,0.4448,0,2e-04,1.0107,0.6135,0.896,0,0.4429,0,1e-04,2.7122,0.2519,0.158,0,0.7647,3.0704,0,0.4497,0,1e-04,2.4377,0.7568,0,0.4499,0,1e-04,1e-04,0.565,0,2e-04,3.4892,0.1548,0.6208,0.0279,0.6111,3.2572,1200,1200,1200,36.14,1200,1200,1200,1200,38.56,83.99,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",3.82,0.06,8.26,6.58,"lingeling"
"SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1080.cnf",78821,387295,24536.5,189286,1.4489,0.6823,0.1508,0.4053,0.7398,0,1.3593,1e-04,0.49265,1e-04,0.0021,1.05755,0.34385,0.7814,1e-04,1.2091,0,0.0042,2.8662,0.1963,0.1568,0,0.88965,2.75465,1e-04,1.2377,0,0.00205,2.4861,0.6063,1e-04,1.0303,0,0.0033,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,5.19,1,1.06,1.05,1200,1.7,5.45,1200,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE",1.56,0,0,0,"picosat"
"SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1081.cnf",78821,387295,24536.5,189286,1.4489,0.6823,0.1508,0.4053,0.7398,0,1.3593,1e-04,0.49265,1e-04,0.0021,1.05755,0.34385,0.7814,1e-04,1.2091,0,0.0042,2.8662,0.1963,0.1568,0,0.88965,2.75465,1e-04,1.2377,0,0.00205,2.4861,0.6063,1e-04,1.0303,0,0.0033,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,62.91,1.07,1.02,1.29,1200,7.3,1.84,1200,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE",1.57,0,0,0,"picosat"
"SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1093.cnf",78821,387295,24536.5,189286,1.4489,0.6823,0.1508,0.4053,0.7398,0,1.3593,1e-04,0.49265,1e-04,0.0021,1.05755,0.34385,0.7814,1e-04,1.2091,0,0.0042,2.8662,0.1963,0.1568,0,0.88965,2.75465,1e-04,1.2377,0,0.00205,2.4861,0.6063,1e-04,1.0303,0,0.0033,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,3.83,0.96,0.97,1.04,1200,19.97,3.74,1200,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE",1.4,0,0,0,"picosat"
"SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1103.cnf",78821,387295,24536.5,189286,1.4489,0.6823,0.1508,0.4053,0.7398,0,1.3593,1e-04,0.49265,1e-04,0.0021,1.05755,0.34385,0.7814,1e-04,1.2091,0,0.0042,2.8662,0.1963,0.1568,0,0.88965,2.75465,1e-04,1.2377,0,0.00205,2.4861,0.6063,1e-04,1.0303,0,0.0033,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,16.46,1.77,1.81,1.97,1200,1200,4.97,1200,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE",3.6,0,0,0,"cryptominisat2011"
"SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1104.cnf",280972,926808,155907,698777,0.8022,0.3263,0.2231,0.4287,0.5946,0,0.6726,0,0.1708,0,4e-04,0.2647,0.0277,0.9742,0,1.8428,0,0.0035,1.1258,0.0822,0.0316,0,1,1.0399,0,1.8886,0,0.0013,0.9825,0.3082,0,1.6687,0,0.001,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,71.27,1.95,1.76,1.88,1200,1200,10.05,1200,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE",4.42,0.11,58.83,20.05,"picosat"
"SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf",78821,387295,24536.5,189286,1.4489,0.6823,0.1508,0.4053,0.7398,0,1.3593,1e-04,0.49265,1e-04,0.0021,1.05755,0.34385,0.7814,1e-04,1.2091,0,0.0042,2.8662,0.1963,0.1568,0,0.88965,2.75465,1e-04,1.2377,0,0.00205,2.4861,0.6063,1e-04,1.0303,0,0.0033,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,3.21,0.88,0.88,0.93,1200,1200,4.17,1200,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE",1.34,0,0,0,"picosat"
