"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","MPhaseSAT_M_2011.02.16","MPhaseSAT_M_2011.02.16_success","Pre","Basic","KLB","CG","Class"
"SAT11/random/large/unif-k7-r85-v150-c12750-S789865458-092-UNKNOWN.cnf",150,12750,150,12750,0,0,0.0118,0.31,0.6801,0.1429,0.9948,0.0467,0,0.0467,0.0467,0,0,0.0467,0.0411,0.0416,0.0521,4.2256,0.0369,0.0259,0,0.1279,2.1763,0.0027,0.1718,0.0018,0.0038,3.0825,0.0581,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,601.647,"TRUE",0.03,0,0.01,60.08,"sattime2011_2011.03.02"
"SAT11/random/large/unif-k7-r85-v150-c12750-S93401285-051-UNKNOWN.cnf",150,12750,150,12750,0,0,0.0118,0.3112,0.6766,0.1429,0.9965,0.0467,0,0.0467,0.0467,0,0,0.0467,0.0384,0.0424,0.0515,4.111,0.0343,0.0236,0,0.108,2.1264,0.0029,0.1716,0.0017,0.0045,3.1654,0.0624,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,1128.55,"TRUE",0.03,0,0.01,60.03,"SAT09referencesolverTNM_2009.03.22"
"SAT11/random/large/unif-k7-r85-v200-c17000-S1227169170-092-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.3114,0.6843,0.1429,1.0016,0.035,0,0.035,0.035,0,0,0.035,0.0434,0.0311,0.0387,4.3502,0.0318,0.0243,0,0.1438,2.088,0.0021,0.1502,0.0014,0.0031,3.0585,0.0614,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.05,0,0.01,60.02,"sparrow2011_sparrow2011_ubcsat1.2_2011.03.02"
"SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.312,0.6777,0.1429,0.9999,0.035,0,0.035,0.035,0,0,0.035,0.0398,0.0321,0.0389,4.2536,0.0326,0.0255,0,0.1211,2.0868,0.0022,0.1564,0.0014,0.0032,3.089,0.062,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.04,0.01,0,60.23,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v200-c17000-S181603592-089-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.3119,0.6812,0.1429,1.0011,0.035,0,0.035,0.035,0,0,0.035,0.039,0.0318,0.0389,4.2247,0.0346,0.0263,0,0.132,2.1896,0.0022,0.1629,0.0014,0.0034,3.1116,0.0625,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.05,0,0.01,60.23,"SAT09referencesolverTNM_2009.03.22"
"SAT11/random/large/unif-k7-r85-v200-c17000-S283489555-036-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.3098,0.68,0.1429,0.9941,0.035,0,0.035,0.035,0,0,0.035,0.0437,0.0299,0.0394,4.349,0.0314,0.0235,0,0.1415,2.0588,0.0021,0.1682,0.0012,0.0031,3.1165,0.0605,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.05,0,0.01,60.24,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v200-c17000-S335550727-070-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.316,0.6846,0.1429,1.0156,0.035,0,0.035,0.035,0,0,0.035,0.0372,0.031,0.0386,4.1646,0.0338,0.0259,0,0.1146,2.1473,0.0023,0.1626,0.0015,0.0033,3.1483,0.0667,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,1694.49,"TRUE",0.05,0,0,60.21,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.3157,0.6744,0.1429,1.0092,0.035,0,0.035,0.035,0,0,0.035,0.0364,0.0317,0.0386,4.1346,0.0346,0.0257,0,0.1378,2.1732,0.0023,0.1522,0.0014,0.0031,3.086,0.0649,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.04,0.01,0.01,60.26,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v200-c17000-S771170845-016-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.3119,0.6869,0.1429,1.0046,0.035,0,0.035,0.035,0,0,0.035,0.0396,0.0312,0.0386,4.2765,0.0343,0.0241,0,0.117,2.1274,0.0021,0.1558,0.0013,0.0029,3.0566,0.0609,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.04,0.01,0,60.1,"adaptg2wsat2011_2011.03.02"
"SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.3111,0.6772,0.1429,0.9969,0.035,0,0.035,0.035,0,0,0.035,0.0448,0.0304,0.0415,4.261,0.0332,0.0271,0,0.1264,2.1489,0.002,0.1589,9e-04,0.0029,3.0537,0.0581,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,1913.15,"TRUE",0.05,0,0.01,60.26,"adaptg2wsat2011_2011.03.02"
"SAT11/random/large/unif-k7-r85-v200-c17000-S949556727-080-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.3164,0.6744,0.1429,1.0117,0.035,0,0.035,0.035,0,0,0.035,0.0418,0.0309,0.0391,4.2879,0.034,0.0257,0,0.1529,2.1391,0.0023,0.1538,0.0014,0.0032,3.1067,0.065,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.05,0,0.01,60.13,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v200-c17000-S970203146-047-UNKNOWN.cnf",200,17000,200,17000,0,0,0.0118,0.3113,0.6773,0.1429,0.9976,0.035,0,0.035,0.035,0,0,0.035,0.0423,0.0314,0.0385,4.2958,0.0339,0.0239,0,0.1135,2.0996,0.0021,0.1667,0.0011,0.0032,3.1168,0.0609,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,2020.87,"TRUE",0.05,0,0,60.14,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.3118,0.6762,0.1429,0.9985,0.028,0,0.028,0.028,0,0,0.028,0.0408,0.0248,0.0317,4.3206,0.0333,0.0266,0,0.1524,2.1427,0.0017,0.1635,8e-04,0.0025,3.1204,0.0607,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.06,0,0.01,60.08,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.3152,0.6811,0.1429,1.0116,0.028,0,0.028,0.028,0,0,0.028,0.0403,0.0247,0.0314,4.2365,0.03,0.0257,0,0.1329,2.0389,0.0018,0.156,0.001,0.0025,3.1541,0.0638,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.06,0,0.01,60.03,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S1682211323-009-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.3134,0.679,0.1429,1.0043,0.028,0,0.028,0.028,0,0,0.028,0.0424,0.0242,0.0308,4.3923,0.0323,0.0246,0,0.1267,2.1115,0.0018,0.1605,0.0011,0.0027,3.1417,0.064,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.06,0.01,0.01,60.21,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.3125,0.6802,0.1429,1.0024,0.028,0,0.028,0.028,0,0,0.028,0.0396,0.0246,0.0313,4.3256,0.0334,0.0253,0,0.1221,2.1267,0.0017,0.145,0.001,0.0024,3.0249,0.0619,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.07,0,0.01,60.07,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.3119,0.6837,0.1429,1.0027,0.028,0,0.028,0.028,0,0,0.028,0.043,0.0244,0.031,4.4204,0.0333,0.0253,0,0.1444,2.1271,0.0017,0.1807,0.001,0.0027,3.2208,0.0618,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.06,0,0.01,60.22,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S58287803-001-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.3101,0.6851,0.1429,0.9978,0.028,0,0.028,0.028,0,0,0.028,0.0408,0.0248,0.0312,4.3598,0.0314,0.0247,0,0.1303,2.0886,0.0017,0.1502,0.001,0.0025,3.0406,0.0619,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.06,0,0.01,60.28,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.3156,0.6774,0.1429,1.0108,0.028,0,0.028,0.028,0,0,0.028,0.039,0.0249,0.0307,4.3052,0.0319,0.0239,0,0.0966,2.0601,0.0018,0.1607,0.0011,0.0025,3.1734,0.0642,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.06,0.01,0.01,60.05,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S894356234-063-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.314,0.6828,0.1429,1.0087,0.028,0,0.028,0.028,0,0,0.028,0.0402,0.025,0.0312,4.336,0.0315,0.0235,0,0.1196,2.0712,0.0018,0.153,0.0011,0.0027,3.1047,0.064,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.06,0,0.01,60.08,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.3107,0.6828,0.1429,0.9987,0.028,0,0.028,0.028,0,0,0.028,0.0399,0.0248,0.0311,4.2678,0.0352,0.0267,0,0.1522,2.1729,0.0017,0.171,0.0011,0.0026,3.1399,0.0604,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.07,0,0.01,60.26,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf",250,21250,250,21250,0,0,0.0118,0.3107,0.6833,0.1429,0.9986,0.028,0,0.028,0.028,0,0,0.028,0.042,0.0253,0.0309,4.3328,0.0336,0.0256,0,0.1275,2.1519,0.0017,0.1639,0.001,0.0025,3.1263,0.0609,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.06,0,0.01,60.07,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S1158419275-045-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.3136,0.6797,0.1429,1.0056,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0406,0.0209,0.0268,4.3688,0.0323,0.0258,0,0.1394,2.1053,0.0015,0.1621,7e-04,0.0021,3.1467,0.0624,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.02,60.1,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.3142,0.6813,0.1429,1.0085,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0392,0.0207,0.0257,4.3574,0.0328,0.0256,0,0.1223,2.1385,0.0015,0.1565,9e-04,0.0023,3.139,0.0648,0.0117,3e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.01,60.09,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.315,0.6815,0.1429,1.0112,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0403,0.0205,0.026,4.3937,0.0325,0.0248,0,0.1188,2.1055,0.0015,0.162,8e-04,0.0022,3.159,0.0625,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.01,60.13,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S376724493-075-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.3129,0.6766,0.1429,1.0018,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0408,0.0209,0.0263,4.3765,0.031,0.0249,0,0.1376,2.0947,0.0015,0.175,8e-04,0.0024,3.2641,0.0634,0.0117,3e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.01,60.13,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S415002759-031-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.3157,0.6793,0.1429,1.0122,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0423,0.0209,0.0266,4.3558,0.0317,0.0244,0,0.1089,2.0929,0.0015,0.1491,9e-04,0.0021,3.075,0.0626,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.02,60.23,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S680524168-083-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.3125,0.6826,0.1429,1.0039,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0374,0.0212,0.0254,4.3149,0.0347,0.0255,0,0.1382,2.1749,0.0015,0.166,9e-04,0.0024,3.2028,0.0649,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.02,60.1,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.3127,0.6787,0.1429,1.0024,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0384,0.0206,0.0258,4.3476,0.0346,0.0249,0,0.1477,2.1348,0.0015,0.166,8e-04,0.0025,3.1636,0.0625,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.01,60.11,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.3137,0.6794,0.1429,1.006,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0419,0.0209,0.026,4.4112,0.0324,0.0262,0,0.1464,2.1202,0.0015,0.1666,8e-04,0.0023,3.2005,0.0639,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.02,60.04,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S942666749-061-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.3133,0.6797,0.1429,1.005,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0429,0.02,0.0263,4.3569,0.0297,0.0228,0,0.1052,2.0385,0.0015,0.1586,9e-04,0.0021,3.1634,0.0637,0.0117,0,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.01,60.16,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v300-c25500-S966156467-066-UNKNOWN.cnf",300,25500,300,25500,0,0,0.0118,0.3106,0.6846,0.1429,0.999,0.0233,0,0.0233,0.0233,0,0,0.0233,0.0386,0.0209,0.0258,4.3413,0.034,0.0247,0,0.1184,2.1573,0.0015,0.1724,7e-04,0.0022,3.2119,0.063,0.0117,4e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.08,0,0.01,60.07,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S1163171897-095-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3125,0.6837,0.1429,1.0048,0.0175,0,0.0175,0.0175,0,0,0.0175,0.0407,0.0152,0.0194,4.4116,0.0323,0.0254,0,0.1429,2.1326,0.0011,0.1649,5e-04,0.0015,3.142,0.0604,0.0117,6e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.11,0.01,0.02,60.11,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3119,0.6814,0.1429,1.0014,0.0175,0,0.0175,0.0175,0,0,0.0175,0.0406,0.0157,0.0196,4.4058,0.0329,0.0245,0,0.1115,2.1283,0.0011,0.1649,6e-04,0.0017,3.1568,0.0615,0.0117,5e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.11,0.01,0.01,60.19,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S1897807474-073-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3113,0.6805,0.1429,0.9993,0.0175,0,0.0175,0.0175,0,0,0.0175,0.0403,0.0156,0.0193,4.4347,0.0338,0.0249,0,0.1176,2.1534,0.0011,0.1566,6e-04,0.0017,3.0974,0.0614,0.0117,5e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.11,0.01,0.01,60.02,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S536077088-015-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3112,0.6782,0.1429,0.9975,0.0175,0,0.0175,0.0175,0,0,0.0175,0.0373,0.0154,0.0194,4.3402,0.0348,0.0252,0,0.1476,2.1705,0.0011,0.1584,7e-04,0.0016,3.0697,0.0602,0.0117,5e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.11,0.01,0.02,60.31,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S586055573-067-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3126,0.6793,0.1429,1.0024,0.0175,0,0.0175,0.0175,0,0,0.0175,0.0392,0.0156,0.0195,4.4278,0.0329,0.0256,0,0.1824,2.1301,0.0011,0.1708,4e-04,0.0016,3.1831,0.0605,0.0117,5e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.1,0.01,0.02,60.24,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S817927155-033-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3098,0.6822,0.1429,0.9951,0.0175,0,0.0175,0.0175,0,0,0.0175,0.0401,0.0157,0.0195,4.4163,0.0351,0.0269,0,0.1481,2.1948,0.0011,0.1638,5e-04,0.0016,3.1494,0.0614,0.0117,6e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.11,0.01,0.01,60.09,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3112,0.6805,0.1429,0.999,0.0175,0,0.0175,0.0175,0,0,0.0175,0.0424,0.0156,0.0196,4.4611,0.0341,0.025,0,0.1346,2.1558,0.0011,0.1651,6e-04,0.0016,3.162,0.0605,0.0117,6e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.11,0.01,0.02,60.16,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S927774663-037-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3125,0.679,0.1429,1.0019,0.0175,0,0.0175,0.0175,0,0,0.0175,0.039,0.0155,0.0201,4.3486,0.0331,0.0237,0,0.1355,2.1192,0.0011,0.1632,6e-04,0.0016,3.1802,0.0629,0.0117,6e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.1,0.01,0.01,60.24,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S943787219-031-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3135,0.6802,0.1429,1.0059,0.0175,0,0.0175,0.0175,0,0,0.0175,0.0407,0.0153,0.0201,4.4022,0.0304,0.0242,0,0.2,2.0615,0.0011,0.1636,6e-04,0.0018,3.1848,0.0648,0.0117,4e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.11,0,0.03,60.26,"EagleUP_1.565.350"
"SAT11/random/large/unif-k7-r85-v400-c34000-S94779963-093-UNKNOWN.cnf",400,34000,400,34000,0,0,0.0118,0.3151,0.6788,0.1429,1.0101,0.0175,0,0.0175,0.0175,0,0,0.0175,0.0407,0.0157,0.0194,4.4402,0.0321,0.0245,0,0.1081,2.1067,0.0011,0.1577,6e-04,0.0017,3.1678,0.0637,0.0117,7e-04,0.0117,0.0117,0.0093,0.23835,0.00325,0.0193,2.9696,0.1057,0.2419,0.0513,0.25545,2.25185,5000,"FALSE",0.11,0.01,0.02,60.13,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf",250,1065,245,1061,0.0204,0.0038,0.2309,0.4825,0.5844,0,0.6795,0.0124,0.0623,0.0122,0.0204,0.1457,0.9689,0.0124,0.275,0.0057,0.0283,2.5958,0.2302,0.1676,0,0.6667,3.2874,0.0062,0.3968,9e-04,0.017,2.3006,0.5061,0.0238,0.2665,0.0104,0.0537,0.0185,0.249,0.0085,0.0405,2.954,0.1144,0.2408,0.0539,0.2576,2.3661,26.307,"TRUE",0,0,0,0.02,"march_rw_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1397126856-076.UNKNOWN.cnf",250,1065,245,1060,0.0204,0.0047,0.2311,0.5132,0.5818,0,0.7314,0.0124,0.0621,0.0122,0.0204,0.1526,0.966,0.0124,0.2839,0.0057,0.0311,2.6011,0.2224,0.1593,0,0.7143,3.1575,0.006,0.4007,9e-04,0.017,2.2782,0.4877,0.0238,0.2709,0.0104,0.0566,0.0188,0.2461,0.0075,0.0425,2.9562,0.1135,0.2451,0.0512,0.2667,2.3561,26.425,"TRUE",0,0,0,0.02,"march_rw_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf",250,1065,242,1059,0.0331,0.0057,0.2285,0.492,0.5964,0,0.7143,0.0126,0.0649,0.0124,0.0165,0.1699,0.9594,0.0126,0.2793,9e-04,0.0246,2.6751,0.2217,0.1703,0,1,3.2808,0.0059,0.4206,0,0.0151,2.3264,0.475,0.0243,0.2713,0.0019,0.0453,0.019,0.2341,0.0076,0.0397,2.9336,0.1115,0.2319,0.052,0.2288,2.3047,15.1787,"TRUE",0,0,0,0.02,"march_rw_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v250-c1065-S266251785-083.UNKNOWN.cnf",250,1065,242,1050,0.0331,0.0143,0.2305,0.5135,0.5958,0,0.7654,0.0126,0.0652,0.0124,0.0165,0.171,0.959,0.0126,0.2858,0.0048,0.0257,2.6741,0.2311,0.1697,0,1,3.2564,0.0064,0.3936,0.001,0.0124,2.3422,0.5133,0.0242,0.2769,0.0095,0.0457,0.0189,0.2364,0.0067,0.0362,2.9326,0.1137,0.2429,0.0644,0.25,2.3331,26.579,"TRUE",0,0,0,0.01,"march_rw_2011.03.02"
