"id","cheap.pattern.time","cheap.pattern.vertices","cheap.pattern.edges","cheap.pattern.loops","cheap.pattern.meandeg","cheap.pattern.maxdeg","cheap.pattern.degisfixed","cheap.pattern.density","cheap.target.time","cheap.target.vertices","cheap.target.edges","cheap.target.loops","cheap.target.meandeg","cheap.target.maxdeg","cheap.target.degisfixed","cheap.target.density","distance.pattern.time","distance.pattern.isconnected","distance.pattern.meandistance","distance.pattern.maxdistance","distance.pattern.proportiondistancege2","distance.pattern.proportiondistancege3","distance.pattern.proportiondistancege4","distance.target.time","distance.target.isconnected","distance.target.meandistance","distance.target.maxdistance","distance.target.proportiondistancege2","distance.target.proportiondistancege3","distance.target.proportiondistancege4","glasgow4","glasgow4_success","cheap_pattern","cheap_target","distance_pattern","distance_target","Class"
"g29-g110",0,100,906,0,18.12,31,0,0.18303,36,5448,36105,0,13.2544,39,0,0.002433,1,1,1.84121,3,0.8088,0.024,0,9955,1,5.67628,16,0.997384,0.977723,0.912432,20841,TRUE,0,36,9955,9955,"supplementallad"
"g29-g111",0,100,906,0,18.12,31,0,0.18303,41,5757,14135,0,4.91054,25,0,0.000853,1,1,1.84121,3,0.8088,0.024,0,5777,0,8.34249,29,0.608189,0.604462,0.592038,2937,TRUE,0,41,5777,5777,"lad"
"g29-g112",0,100,906,0,18.12,31,0,0.18303,54,6671,14066,0,4.21706,419,0,0.000632,1,1,1.84121,3,0.8088,0.024,0,5956,1,9.66358,26,0.999218,0.990909,0.966094,5016,TRUE,0,54,5956,5956,"lad"
"g29-g30",0,100,906,0,18.12,31,0,0.18303,0,100,907,8,18.06,31,0,0.183232,1,1,1.84121,3,0.8088,0.024,0,1,1,1.84424,3,0.8102,0.0256,0,206,TRUE,0,0,1,1,"lad"
"g29-g31",0,100,906,0,18.12,31,0,0.18303,0,100,1000,0,20,32,0,0.20202,1,1,1.84121,3,0.8088,0.024,0,1,1,1.81071,3,0.79,0.0126,0,299,TRUE,0,0,1,1,"vf2"
"g29-g32",0,100,906,0,18.12,31,0,0.18303,0,100,4950,0,99,99,1,1,1,1,1.84121,3,0.8088,0.024,0,3,1,1,1,0,0,0,66975,TRUE,0,0,3,3,"vf2"
"g29-g40",0,100,906,0,18.12,31,0,0.18303,0,121,3600,0,59.5041,65,0,0.495868,1,1,1.84121,3,0.8088,0.024,0,3,1,1.50413,2,0.499966,0,0,1e+08,FALSE,0,0,3,3,"glasgow2"
"g29-g44",0,100,906,0,18.12,31,0,0.18303,0,128,892,0,13.9375,31,0,0.109744,1,1,1.84121,3,0.8088,0.024,0,1,0,2.16568,5,0.837158,0.25354,0.011963,198,TRUE,0,0,1,1,"lad"
"g29-g45",0,100,906,0,18.12,31,0,0.18303,0,128,894,9,13.8984,31,0,0.10999,1,1,1.84121,3,0.8088,0.024,0,1,0,2.17006,5,0.838013,0.256714,0.012085,197,TRUE,0,0,1,1,"lad"
"g29-g50",0,100,906,0,18.12,31,0,0.18303,0,128,3216,0,50.25,86,0,0.395669,1,1,1.84121,3,0.8088,0.024,0,3,1,1.92384,4,0.599609,0.247192,0.069824,9655,TRUE,0,0,3,3,"glasgow2"
"g29-g51",0,100,906,0,18.12,31,0,0.18303,0,138,493,0,7.14493,71,0,0.052153,1,1,1.84121,3,0.8088,0.024,0,1,1,2.44843,5,0.940979,0.453896,0.038437,153,TRUE,0,0,1,1,"lad"
"g29-g52",0,100,906,0,18.12,31,0,0.18303,0,161,356,0,4.42236,40,0,0.02764,1,1,1.84121,3,0.8088,0.024,0,1,0,3.3828,8,0.857992,0.650361,0.44435,108,TRUE,0,0,1,1,"lad"
"g29-g53",0,100,906,0,18.12,31,0,0.18303,0,168,836,0,9.95238,14,0,0.059595,1,1,1.84121,3,0.8088,0.024,0,2,1,2.77816,5,0.934807,0.660998,0.170068,185,TRUE,0,0,2,2,"supplementallad"
"g29-g54",0,100,906,0,18.12,31,0,0.18303,0,256,941,0,7.35156,22,0,0.02883,1,1,1.84121,3,0.8088,0.024,0,5,0,3.11824,6,0.839233,0.653748,0.293427,146,TRUE,0,0,5,5,"lad"
"g29-g55",0,100,906,0,18.12,31,0,0.18303,0,256,962,0,7.51562,15,0,0.029473,1,1,1.84121,3,0.8088,0.024,0,5,1,3.16562,6,0.966736,0.788788,0.359772,138,TRUE,0,0,5,5,"lad"
"g29-g56",0,100,906,0,18.12,31,0,0.18303,0,256,1000,0,7.8125,25,0,0.030637,1,1,1.84121,3,0.8088,0.024,0,5,0,3.07479,6,0.859406,0.6586,0.283356,211,TRUE,0,0,5,5,"lad"
"g29-g57",0,100,906,0,18.12,31,0,0.18303,0,280,61,0,0.435714,7,0,0.001562,1,1,1.84121,3,0.8088,0.024,0,1,0,1.21795,2,0.000434,0,0,115,TRUE,0,0,1,1,"lad"
"g29-g58-normed",0,100,906,0,18.12,31,0,0.18303,0,280,387,1,2.76071,36,0,0.009908,1,1,1.84121,3,0.8088,0.024,0,3,0,3.33644,7,0.340077,0.282015,0.14602,129,TRUE,0,0,3,3,"lad"
"g29-g59-normed",0,100,906,0,18.12,31,0,0.18303,0,280,388,1,2.76786,47,0,0.009933,1,1,1.84121,3,0.8088,0.024,0,3,0,3.48577,9,0.406046,0.340434,0.176964,180,TRUE,0,0,3,3,"lad"
"g29-g60-normed",0,100,906,0,18.12,31,0,0.18303,0,280,1074,1,7.66786,70,0,0.027496,1,1,1.84121,3,0.8088,0.024,0,6,0,2.90538,6,0.865,0.635281,0.179107,309,TRUE,0,0,6,6,"lad"
"g29-g61",0,100,906,0,18.12,31,0,0.18303,0,331,930,0,5.61934,6,0,0.017028,1,1,1.84121,3,0.8088,0.024,0,5,1,9.57583,20,0.980002,0.948294,0.904044,178,TRUE,0,0,5,5,"lad"
"g29-g62",0,100,906,0,18.12,31,0,0.18303,0,377,962,0,5.10345,103,0,0.013573,1,1,1.84121,3,0.8088,0.024,0,8,1,3.58877,8,0.98381,0.789438,0.529125,191,TRUE,0,0,8,8,"lad"
"g29-g63",0,100,906,0,18.12,31,0,0.18303,0,400,2860,0,14.3,26,0,0.03584,1,1,1.84121,3,0.8088,0.024,0,23,1,3.46867,7,0.96175,0.7955,0.485625,417,TRUE,0,0,23,23,"lad"
"g29-g64",0,100,906,0,18.12,31,0,0.18303,0,400,9960,0,49.8,165,0,0.124812,1,1,1.84121,3,0.8088,0.024,0,51,1,2.23575,4,0.873,0.334475,0.025188,1e+08,FALSE,0,0,51,51,"glasgow2"
"g29-g65",0,100,906,0,18.12,31,0,0.18303,0,435,2520,0,11.5862,12,0,0.026696,1,1,1.84121,3,0.8088,0.024,0,27,1,2.72983,4,0.971066,0.725961,0.028823,278,TRUE,0,0,27,27,"lad"
"g29-g66-normed",0,100,906,0,18.12,31,0,0.18303,0,435,2664,144,11.9172,12,0,0.028222,1,1,1.84121,3,0.8088,0.024,0,27,1,2.72983,4,0.971066,0.725961,0.028823,292,TRUE,0,0,27,27,"lad"
"g29-g67",0,100,906,0,18.12,31,0,0.18303,0,462,1386,0,6,6,1,0.013015,1,1,1.84121,3,0.8088,0.024,0,13,1,4.10195,5,0.984848,0.919913,0.757576,138,TRUE,0,0,13,13,"lad"
"g29-g68",0,100,906,0,18.12,31,0,0.18303,0,462,6930,0,30,30,1,0.065076,1,1,1.84121,3,0.8088,0.024,0,56,1,2.73319,5,0.9329,0.608225,0.175325,4659,TRUE,0,0,56,56,"lad"
"g29-g69",0,100,906,0,18.12,31,0,0.18303,0,500,1479,0,5.916,12,0,0.011856,1,1,1.84121,3,0.8088,0.024,0,23,1,8.2421,16,0.986168,0.959528,0.915912,145,TRUE,0,0,23,23,"lad"
"g29-g70",0,100,906,0,18.12,31,0,0.18303,0,501,756,0,3.01796,10,0,0.006036,1,1,1.84121,3,0.8088,0.024,0,17,0,10.4096,21,0.929207,0.916905,0.897128,155,TRUE,0,0,17,17,"lad"
"g29-g71",0,100,906,0,18.12,31,0,0.18303,0,501,1497,0,5.97605,18,0,0.011952,1,1,1.84121,3,0.8088,0.024,0,22,1,7.14825,13,0.986076,0.958171,0.908729,157,TRUE,0,0,22,22,"lad"
"g29-g72",0,100,906,0,18.12,31,0,0.18303,0,561,147,0,0.524064,17,0,0.000936,1,1,1.84121,3,0.8088,0.024,0,7,0,3.11838,8,0.012754,0.009609,0.005058,133,TRUE,0,0,7,7,"supplementallad"
"g29-g73-normed",0,100,906,0,18.12,31,0,0.18303,0,561,1629,1,5.8057,99,0,0.010371,1,1,1.84121,3,0.8088,0.024,0,29,0,3.32517,9,0.921407,0.793611,0.35005,556,TRUE,0,0,29,29,"glasgow1"
"g29-g74",0,100,906,0,18.12,31,0,0.18303,0,585,1228,0,4.19829,113,0,0.007189,1,1,1.84121,3,0.8088,0.024,0,19,1,3.55758,4,0.991114,0.816802,0.745293,433,TRUE,0,0,19,19,"lad"
"g29-g75",0,100,906,0,18.12,31,0,0.18303,0,610,7438,0,24.3869,154,0,0.040044,1,1,1.84121,3,0.8088,0.024,0,32,0,2.58237,7,0.391094,0.220263,0.06057,32918,TRUE,0,0,32,32,"supplementallad"
"g29-g76",0,100,906,0,18.12,31,0,0.18303,0,610,35465,0,116.279,256,0,0.190934,1,1,1.84121,3,0.8088,0.024,0,154,0,2.12389,4,0.749643,0.288019,0.019086,2731127,TRUE,0,0,154,154,"supplementallad"
"g29-g77",0,100,906,0,18.12,31,0,0.18303,0,610,82562,0,270.695,360,0,0.444491,1,1,1.84121,3,0.8088,0.024,0,318,1,1.59555,3,0.554598,0.039979,0,41088905,TRUE,0,0,318,318,"supplementallad"
"g29-g78",0,100,906,0,18.12,31,0,0.18303,0,627,3545,0,11.3078,19,0,0.018064,1,1,1.84121,3,0.8088,0.024,0,66,1,4.8729,19,0.98037,0.898555,0.717637,397,TRUE,0,0,66,66,"lad"
"g29-g79",0,100,906,0,18.12,31,0,0.18303,0,763,1902,0,4.98558,14,0,0.006543,1,1,1.84121,3,0.8088,0.024,0,42,1,5.61555,8,0.992155,0.958017,0.895448,200,TRUE,0,0,42,42,"lad"
"g29-g80",0,100,906,0,18.12,31,0,0.18303,1,891,318,0,0.713805,6,0,0.000802,1,1,1.84121,3,0.8088,0.024,0,22,0,5.91067,15,0.007039,0.006359,0.005719,162,TRUE,0,1,22,22,"lad"
"g29-g81",0,100,906,0,18.12,31,0,0.18303,1,1010,5994,0,11.8693,12,0,0.011763,1,1,1.84121,3,0.8088,0.024,0,206,1,3.06555,5,0.987258,0.866376,0.209844,766,TRUE,0,1,206,206,"supplementallad"
"g29-g82-normed",0,100,906,0,18.12,31,0,0.18303,1,1010,5994,0,11.8693,12,0,0.011763,1,1,1.84121,3,0.8088,0.024,0,205,1,3.06555,5,0.987258,0.866376,0.209844,770,TRUE,0,1,205,205,"lad"
"g29-g83",0,100,906,0,18.12,31,0,0.18303,1,1024,5120,0,10,10,1,0.009775,1,1,1.84121,3,0.8088,0.024,0,162,1,5.00489,10,0.989258,0.945312,0.828125,397,TRUE,0,1,162,162,"lad"
"g29-g84",0,100,906,0,18.12,31,0,0.18303,1,1024,61440,0,120,120,1,0.117302,1,1,1.84121,3,0.8088,0.024,0,792,1,2.35582,4,0.881836,0.427734,0.044922,2760479,TRUE,0,1,792,792,"supplementallad"
"g29-g85",0,100,906,0,18.12,31,0,0.18303,1,1050,1574,0,2.9981,3,0,0.002858,1,1,1.84121,3,0.8088,0.024,0,88,1,8.09967,13,0.996192,0.990485,0.979142,163,TRUE,0,1,88,88,"lad"
"g29-g86-normed",0,100,906,0,18.12,31,0,0.18303,1,1050,1576,2,3,3,1,0.002862,1,1,1.84121,3,0.8088,0.024,0,88,1,8.09967,13,0.996192,0.990485,0.979142,169,TRUE,0,1,88,88,"supplementallad"
"g29-g87",0,100,906,0,18.12,31,0,0.18303,1,1057,3561,0,6.73794,23,0,0.006381,1,1,1.84121,3,0.8088,0.024,0,128,0,5.16013,12,0.983245,0.939526,0.853035,543,TRUE,0,1,128,128,"supplementallad"
"g29-g88",0,100,906,0,18.12,31,0,0.18303,1,1057,4028,0,7.62157,22,0,0.007217,1,1,1.84121,3,0.8088,0.024,0,141,0,5.66995,14,0.988064,0.947504,0.864237,399,TRUE,0,1,141,141,"supplementallad"
"g29-g89",0,100,906,0,18.12,31,0,0.18303,1,1092,2184,0,4,4,1,0.003666,1,1,1.84121,3,0.8088,0.024,0,111,1,5.7791,8,0.995421,0.984432,0.951465,270,TRUE,0,1,111,111,"supplementallad"
"g29-g90",0,100,906,0,18.12,31,0,0.18303,2,1430,5005,0,7,7,1,0.004899,1,1,1.84121,3,0.8088,0.024,0,267,1,6.00551,11,0.994406,0.974825,0.92028,428,TRUE,0,2,267,267,"lad"
"g29-g91",0,100,906,0,18.12,31,0,0.18303,2,1446,3162,0,4.37344,219,0,0.003027,1,1,1.84121,3,0.8088,0.024,0,162,1,6.394,18,0.996284,0.964252,0.883107,433,TRUE,0,2,162,162,"lad"
"g29-g92",0,100,906,0,18.12,31,0,0.18303,3,1619,3517,0,4.34466,176,0,0.002685,1,1,1.84121,3,0.8088,0.024,0,227,1,6.96525,17,0.996699,0.975941,0.922645,498,TRUE,0,3,227,227,"lad"
"g29-g93-normed",0,100,906,0,18.12,31,0,0.18303,3,1800,209000,0,232.222,356,0,0.129084,1,1,1.84121,3,0.8088,0.024,0,5568,1,2.01206,3,0.870432,0.141062,0,97067701,TRUE,0,3,5568,5568,"glasgow1"
"g29-g94",0,100,906,0,18.12,31,0,0.18303,4,1860,5590,0,6.01075,9,0,0.003233,1,1,1.84121,3,0.8088,0.024,0,468,1,7.67313,16,0.996231,0.985283,0.958354,429,TRUE,0,4,468,468,"lad"
"g29-g95",0,100,906,0,18.12,31,0,0.18303,5,2000,1396,0,1.396,11,0,0.000698,1,1,1.84121,3,0.8088,0.024,0,150,0,13.1693,36,0.068187,0.067156,0.065609,270,TRUE,0,5,150,150,"lad"
"g29-g96",0,100,906,0,18.12,31,0,0.18303,5,2000,1657,0,1.657,13,0,0.000829,1,1,1.84121,3,0.8088,0.024,0,177,0,13.4234,41,0.145044,0.143656,0.141219,450,TRUE,0,5,177,177,"supplementallad"
"g29-g97",0,100,906,0,18.12,31,0,0.18303,5,2000,1685,0,1.685,11,0,0.000843,1,1,1.84121,3,0.8088,0.024,0,180,0,15.947,47,0.160597,0.159242,0.156982,276,TRUE,0,5,180,180,"lad"
"g29-g98",0,100,906,0,18.12,31,0,0.18303,5,2000,2573,0,2.573,14,0,0.001287,1,1,1.84121,3,0.8088,0.024,0,267,0,12.7987,36,0.351012,0.348286,0.342952,484,TRUE,0,5,267,267,"lad"
"g29-g99",0,100,906,0,18.12,31,0,0.18303,5,2000,2575,0,2.575,14,0,0.001288,1,1,1.84121,3,0.8088,0.024,0,268,0,12.8334,36,0.350418,0.34769,0.342357,320,TRUE,0,5,268,268,"lad"
"g3-g10",0,10,15,0,3,3,1,0.333333,0,41,80,0,3.90244,9,0,0.097561,0,1,1.66667,2,0.6,0,0,0,1,3.22195,7,0.880428,0.672219,0.415229,5,TRUE,0,0,0,0,"glasgow1"
"g3-g100",0,10,15,0,3,3,1,0.333333,5,2016,2000,0,1.98413,2,0,0.000985,0,1,1.66667,2,0.6,0,0,129,0,1.33155,2,0.000488,0,0,163,TRUE,0,5,129,129,"lad"
"g3-g101",0,10,15,0,3,3,1,0.333333,6,2184,6552,0,6,6,1,0.002749,0,1,1.66667,2,0.6,0,0,704,1,4.83463,7,0.996795,0.983059,0.914377,446,TRUE,0,6,704,704,"glasgow2"
"g3-g102",0,10,15,0,3,3,1,0.333333,6,2184,8736,0,8,8,1,0.003665,0,1,1.66667,2,0.6,0,0,826,1,4.25744,6,0.995879,0.970238,0.820971,844,TRUE,0,6,826,826,"glasgow2"
"g3-g103",0,10,15,0,3,3,1,0.333333,6,2184,13104,0,12,12,1,0.005497,0,1,1.66667,2,0.6,0,0,1134,1,3.73065,6,0.994048,0.933608,0.61859,2340,TRUE,0,6,1134,1134,"glasgow2"
"g3-g104",0,10,15,0,3,3,1,0.333333,14,3300,6596,0,3.99758,20,0,0.001212,0,1,1.66667,2,0.6,0,0,1397,0,8.83072,28,0.517559,0.513402,0.501871,4236,TRUE,0,14,1397,1397,"vf2"
"g3-g105",0,10,15,0,3,3,1,0.333333,14,3317,6617,0,3.98975,20,0,0.001203,0,1,1.66667,2,0.6,0,0,1402,0,8.82651,28,0.51486,0.51073,0.499268,4255,TRUE,0,14,1402,1402,"glasgow1"
"g3-g106",0,10,15,0,3,3,1,0.333333,25,4493,13619,0,6.06232,25,0,0.00135,0,1,1.66667,2,0.6,0,0,4936,1,8.34333,29,0.998428,0.992345,0.971973,8560,TRUE,0,25,4936,4936,"glasgow1"
"g3-g107",0,10,15,0,3,3,1,0.333333,25,4494,9812,0,4.36671,23,0,0.000972,0,1,1.66667,2,0.6,0,0,2965,0,8.56683,25,0.553997,0.550267,0.538928,7178,TRUE,0,25,2965,2965,"glasgow1"
"g3-g108",0,10,15,0,3,3,1,0.333333,29,4866,10840,0,4.4554,24,0,0.000916,0,1,1.66667,2,0.6,0,0,3672,0,8.55453,27,0.579695,0.576075,0.564798,6532,TRUE,0,29,3672,3672,"glasgow1"
"g3-g109",0,10,15,0,3,3,1,0.333333,31,5040,15120,0,6,6,1,0.001191,0,1,1.66667,2,0.6,0,0,4208,1,10.5021,21,0.998611,0.994643,0.984921,1879,TRUE,0,31,4208,4208,"glasgow2"
"g3-g11",0,10,15,0,3,3,1,0.333333,0,42,114,0,5.42857,10,0,0.132404,0,1,1.66667,2,0.6,0,0,0,1,2.98955,9,0.846939,0.572562,0.295918,4,TRUE,0,0,0,0,"glasgow2"
"g3-g110",0,10,15,0,3,3,1,0.333333,36,5448,36105,0,13.2544,39,0,0.002433,0,1,1.66667,2,0.6,0,0,9774,1,5.67628,16,0.997384,0.977723,0.912432,23191,TRUE,0,36,9774,9774,"glasgow2"
"g3-g111",0,10,15,0,3,3,1,0.333333,40,5757,14135,0,4.91054,25,0,0.000853,0,1,1.66667,2,0.6,0,0,5680,0,8.34249,29,0.608189,0.604462,0.592038,10940,TRUE,0,40,5680,5680,"glasgow1"
"g3-g112",0,10,15,0,3,3,1,0.333333,54,6671,14066,0,4.21706,419,0,0.000632,0,1,1.66667,2,0.6,0,0,5967,1,9.66358,26,0.999218,0.990909,0.966094,15321,TRUE,0,54,5967,5967,"glasgow1"
"g3-g12",0,10,15,0,3,3,1,0.333333,0,48,203,0,8.45833,23,0,0.179965,0,1,1.66667,2,0.6,0,0,0,0,2.18788,4,0.68316,0.282118,0.055556,9,TRUE,0,0,0,0,"glasgow2"
"g3-g13",0,10,15,0,3,3,1,0.333333,0,49,125,0,5.10204,19,0,0.106293,0,1,1.66667,2,0.6,0,0,0,0,2.13765,4,0.51312,0.184923,0.004165,5,TRUE,0,0,0,0,"lad"
"g3-g14",0,10,15,0,3,3,1,0.333333,0,50,109,0,4.36,17,0,0.08898,0,1,1.66667,2,0.6,0,0,0,0,2.56151,5,0.5696,0.3448,0.1016,2,TRUE,0,0,0,0,"lad"
"g3-g15",0,10,15,0,3,3,1,0.333333,0,50,145,0,5.8,20,0,0.118367,0,1,1.66667,2,0.6,0,0,0,0,2.10366,4,0.54,0.1808,0.0032,5,TRUE,0,0,0,0,"lad"
"g3-g16",0,10,15,0,3,3,1,0.333333,0,53,189,0,7.13208,11,0,0.137155,0,1,1.66667,2,0.6,0,0,0,1,2.51016,5,0.846565,0.503382,0.121752,4,TRUE,0,0,0,0,"glasgow1"
"g3-g17",0,10,15,0,3,3,1,0.333333,0,64,112,0,3.5,4,0,0.055556,0,1,1.66667,2,0.6,0,0,0,1,5.33333,14,0.929688,0.834961,0.713867,1,TRUE,0,0,0,0,"lad"
"g3-g18",0,10,15,0,3,3,1,0.333333,0,64,128,0,4,4,1,0.063492,0,1,1.66667,2,0.6,0,0,0,1,4.06349,8,0.921875,0.796875,0.609375,1,TRUE,0,0,0,0,"glasgow2"
"g3-g19",0,10,15,0,3,3,1,0.333333,0,64,168,0,5.25,8,0,0.083333,0,1,1.66667,2,0.6,0,0,0,1,2.87897,6,0.902344,0.638672,0.263672,3,TRUE,0,0,0,0,"glasgow2"
"g3-g20",0,10,15,0,3,3,1,0.333333,0,64,728,0,22.75,27,0,0.361111,0,1,1.66667,2,0.6,0,0,0,1,1.63889,2,0.628906,0,0,137,TRUE,0,0,0,0,"vf2"
"g3-g21",0,10,15,0,3,3,1,0.333333,0,64,1848,0,57.75,61,0,0.916667,0,1,1.66667,2,0.6,0,0,0,1,1.08333,2,0.082031,0,0,5074,TRUE,0,0,0,0,"vf2"
"g3-g22",0,10,15,0,3,3,1,0.333333,0,67,224,0,6.68657,11,0,0.101312,0,1,1.66667,2,0.6,0,0,0,1,3.46947,8,0.885275,0.704389,0.438851,5,TRUE,0,0,0,0,"glasgow1"
"g3-g23",0,10,15,0,3,3,1,0.333333,0,73,283,0,7.75342,52,0,0.107686,0,1,1.66667,2,0.6,0,0,0,0,2.15819,4,0.750235,0.232689,0.009007,13,TRUE,0,0,0,0,"supplementallad"
"g3-g24",0,10,15,0,3,3,1,0.333333,0,75,67,0,1.78667,6,0,0.024144,0,1,1.66667,2,0.6,0,0,0,0,3.84794,8,0.114133,0.097422,0.071111,0,TRUE,0,0,0,0,"lad"
"g3-g25",0,10,15,0,3,3,1,0.333333,0,75,114,0,3.04,20,0,0.041081,0,1,1.66667,2,0.6,0,0,0,0,1.94488,4,0.094933,0.028444,0.004622,3,TRUE,0,0,0,0,"lad"
"g3-g26",0,10,15,0,3,3,1,0.333333,0,80,254,0,6.35,36,0,0.08038,0,1,1.66667,2,0.6,0,0,0,0,2.64115,5,0.835,0.524062,0.133125,10,TRUE,0,0,0,0,"glasgow1"
"g3-g27",0,10,15,0,3,3,1,0.333333,0,86,400,0,9.30233,81,0,0.109439,0,1,1.66667,2,0.6,0,0,0,1,1.94473,3,0.880206,0.053543,0,42,TRUE,0,0,0,0,"glasgow1"
"g3-g28",0,10,15,0,3,3,1,0.333333,0,97,92,0,1.89691,12,0,0.01976,0,1,1.66667,2,0.6,0,0,0,0,4.5982,12,0.523754,0.444893,0.387501,1,TRUE,0,0,0,0,"lad"
"g3-g29",0,10,15,0,3,3,1,0.333333,0,100,906,0,18.12,31,0,0.18303,0,1,1.66667,2,0.6,0,0,1,1,1.84121,3,0.8088,0.024,0,106,TRUE,0,0,1,1,"vf2"
"g3-g30",0,10,15,0,3,3,1,0.333333,0,100,907,8,18.06,31,0,0.183232,0,1,1.66667,2,0.6,0,0,1,1,1.84424,3,0.8102,0.0256,0,104,TRUE,0,0,1,1,"vf2"
"g3-g31",0,10,15,0,3,3,1,0.333333,0,100,1000,0,20,32,0,0.20202,0,1,1.66667,2,0.6,0,0,1,1,1.81071,3,0.79,0.0126,0,150,TRUE,0,0,1,1,"vf2"
"g3-g32",0,10,15,0,3,3,1,0.333333,0,100,4950,0,99,99,1,1,0,1,1.66667,2,0.6,0,0,3,1,1,1,0,0,0,66861,TRUE,0,0,3,3,"glasgow1"
"g3-g33",0,10,15,0,3,3,1,0.333333,0,101,297,0,5.88119,13,0,0.058812,0,1,1.66667,2,0.6,0,0,0,1,3.7499,7,0.931869,0.799922,0.578963,11,TRUE,0,0,0,0,"glasgow2"
"g3-g34",0,10,15,0,3,3,1,0.333333,0,120,240,0,4,4,1,0.033613,0,1,1.66667,2,0.6,0,0,0,1,5.04202,10,0.958333,0.883333,0.758333,3,TRUE,0,0,0,0,"glasgow2"
"g3-g35",0,10,15,0,3,3,1,0.333333,0,120,317,0,5.28333,8,0,0.044398,0,1,1.66667,2,0.6,0,0,0,0,4.12268,9,0.823194,0.737778,0.574444,11,TRUE,0,0,0,0,"vf2"
"g3-g36",0,10,15,0,3,3,1,0.333333,0,120,321,0,5.35,7,0,0.044958,0,1,1.66667,2,0.6,0,0,1,1,3.56317,8,0.947083,0.794583,0.471389,7,TRUE,0,0,1,1,"glasgow3"
"g3-g37",0,10,15,0,3,3,1,0.333333,0,120,638,0,10.6333,13,0,0.089356,0,1,1.66667,2,0.6,0,0,1,1,2.78389,6,0.903056,0.591667,0.195694,20,TRUE,0,0,1,1,"glasgow1"
"g3-g38",0,10,15,0,3,3,1,0.333333,0,121,210,0,3.47107,28,0,0.028926,0,1,1.66667,2,0.6,0,0,0,0,2.23636,3,0.181682,0.07841,0,9,TRUE,0,0,0,0,"glasgow2"
"g3-g39",0,10,15,0,3,3,1,0.333333,0,121,320,0,5.28926,6,0,0.044077,0,1,1.66667,2,0.6,0,0,0,1,6.23939,20,0.948023,0.871662,0.772761,10,TRUE,0,0,0,0,"glasgow1"
"g3-g4",0,10,15,0,3,3,1,0.333333,0,10,45,0,9,9,1,1,0,1,1.66667,2,0.6,0,0,0,1,1,1,0,0,0,0,TRUE,0,0,0,0,"lad"
"g3-g40",0,10,15,0,3,3,1,0.333333,0,121,3600,0,59.5041,65,0,0.495868,0,1,1.66667,2,0.6,0,0,3,1,1.50413,2,0.499966,0,0,11016,TRUE,0,0,3,3,"glasgow1"
"g3-g41",0,10,15,0,3,3,1,0.333333,0,128,368,0,5.75,10,0,0.045276,0,1,1.66667,2,0.6,0,0,1,1,4.59941,10,0.947266,0.852539,0.707886,13,TRUE,0,0,1,1,"glasgow2"
"g3-g42",0,10,15,0,3,3,1,0.333333,0,128,508,0,7.9375,10,0,0.0625,0,1,1.66667,2,0.6,0,0,1,1,5.91154,14,0.930176,0.847168,0.741455,14,TRUE,0,0,1,1,"vf2"
"g3-g43",0,10,15,0,3,3,1,0.333333,0,128,824,0,12.875,29,0,0.101378,0,1,1.66667,2,0.6,0,0,1,0,3.50165,9,0.60437,0.478394,0.33667,105,TRUE,0,0,1,1,"vf2"
"g3-g44",0,10,15,0,3,3,1,0.333333,0,128,892,0,13.9375,31,0,0.109744,0,1,1.66667,2,0.6,0,0,1,0,2.16568,5,0.837158,0.25354,0.011963,101,TRUE,0,0,1,1,"glasgow1"
"g3-g45",0,10,15,0,3,3,1,0.333333,0,128,894,9,13.8984,31,0,0.10999,0,1,1.66667,2,0.6,0,0,1,0,2.17006,5,0.838013,0.256714,0.012085,102,TRUE,0,0,1,1,"glasgow1"
"g3-g46",0,10,15,0,3,3,1,0.333333,0,128,938,0,14.6562,26,0,0.115404,0,1,1.66667,2,0.6,0,0,2,1,2.04491,3,0.877686,0.159058,0,63,TRUE,0,0,2,2,"glasgow1"
"g3-g47",0,10,15,0,3,3,1,0.333333,0,128,939,3,14.6484,26,0,0.115527,0,1,1.66667,2,0.6,0,0,2,1,2.04712,3,0.87793,0.161011,0,63,TRUE,0,0,2,2,"glasgow1"
"g3-g48",0,10,15,0,3,3,1,0.333333,0,128,1000,0,15.625,27,0,0.123031,0,1,1.66667,2,0.6,0,0,2,1,2.00381,3,0.870117,0.125854,0,79,TRUE,0,0,2,2,"glasgow1"
"g3-g49",0,10,15,0,3,3,1,0.333333,0,128,1027,0,16.0469,20,0,0.126353,0,1,1.66667,2,0.6,0,0,1,1,3.52313,8,0.866821,0.679565,0.462036,88,TRUE,0,0,1,1,"glasgow1"
"g3-g5",0,10,15,0,3,3,1,0.333333,0,11,20,0,3.63636,10,0,0.363636,0,1,1.66667,2,0.6,0,0,0,1,1.63636,2,0.578512,0,0,0,TRUE,0,0,0,0,"lad"
"g3-g50",0,10,15,0,3,3,1,0.333333,0,128,3216,0,50.25,86,0,0.395669,0,1,1.66667,2,0.6,0,0,3,1,1.92384,4,0.599609,0.247192,0.069824,9474,TRUE,0,0,3,3,"glasgow1"
"g3-g51",0,10,15,0,3,3,1,0.333333,0,138,493,0,7.14493,71,0,0.052153,0,1,1.66667,2,0.6,0,0,1,1,2.44843,5,0.940979,0.453896,0.038437,58,TRUE,0,0,1,1,"glasgow1"
