"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","sapperlot","spear.hw","spear.sw","sapperlot_success","spear.hw_success","spear.sw_success","Pre","Basic","KLB","CG","Class"
"SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1089058690-02.SAT.shuffled.cnf",650,2769,636,2756,0.022,0.0047,0.2308,0.5032,0.5876,0,0.7034,0.0048,0.0571,0.0047,0.0079,0.1358,0,0.9702,0.0048,0.2979,0.0015,0.0094,2.7398,0.2248,0.1732,0,1,3.3555,0.0023,0.4083,4e-04,0.0058,2.342,0.4927,0.0094,0.2973,0.0029,0.0189,0.0072,0.2366,0.0029,0.0134,2.9491,0.1055,0.2476,0.0526,0.2424,2.2755,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,0.05,"eagleup"
"SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1470952774-07.SAT.shuffled.cnf",650,2769,635,2754,0.0236,0.0054,0.2306,0.4837,0.5851,0,0.6745,0.0048,0.0634,0.0047,0.0079,0.1482,0,0.9684,0.0048,0.2801,0.0018,0.0113,2.6807,0.2289,0.1698,0,1,3.356,0.0024,0.3852,0,0.0062,2.3204,0.5014,0.0095,0.2804,0.0036,0.0229,0.0072,0.2378,0.0022,0.0145,2.9393,0.1062,0.2462,0.05,0.3111,2.2727,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,0.04,"gnoveltyp2"
"SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S1309933981-04.UNSAT.shuffled.cnf",100,2130,100,2130,0,0,0.0469,0.3668,0.6548,0.2,0.8121,0.05,0,0.05,0.05,0,0,0,0.05,0.0922,0.0371,0.0634,3.4579,0.0816,0.0607,0,0.2641,2.9352,0.0079,0.2227,0.0042,0.0136,2.6024,0.1578,0.0458,0.0139,0.0437,0.0465,0.1198,0.0595,0.0995,0.1432,4.1153,0.1164,0.0556,0.0982,0.1421,1.0596,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,6.81,"mphaseSATm"
"SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S455021619-18.SAT.shuffled.cnf",100,2130,100,2130,0,0,0.0469,0.3835,0.6507,0.2,0.8518,0.05,0,0.05,0.05,0,0,0,0.05,0.0862,0.0404,0.0606,3.2626,0.086,0.0637,0,0.2453,2.9336,0.01,0.2164,0.0052,0.0141,2.7751,0.1995,0.0458,0.0139,0.0437,0.0465,0.1196,0.0589,0.0958,0.1418,4.103,0.1159,0.0578,0.0966,0.1384,1.1103,1200,364.62,1200,"FALSE","TRUE","FALSE",0,0,0,6.64,"sparrow"
"SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf",110,2343,110,2343,0,0,0.0469,0.381,0.6574,0.2,0.8489,0.0455,0,0.0455,0.0455,0,0,0,0.0455,0.096,0.0337,0.0559,3.5231,0.0795,0.0546,0,0.25,2.862,0.0087,0.2166,0.0043,0.0137,2.806,0.1908,0.0457,0.015,0.0431,0.0465,0.1096,0.0586,0.0858,0.1298,4.1045,0.107,0.0571,0.0892,0.1331,1.0187,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,7.35,"satime11"
"SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1869272420-19.SAT.shuffled.cnf",110,2343,110,2343,0,0,0.0469,0.3777,0.647,0.2,0.8358,0.0455,0,0.0455,0.0455,0,0,0,0.0455,0.1055,0.0341,0.0589,3.5011,0.0913,0.0667,0,0.2857,2.9849,0.0083,0.2355,0.0043,0.0137,2.8872,0.1822,0.0456,0.0133,0.0435,0.0465,0.1093,0.0661,0.0815,0.134,4.2157,0.1062,0.059,0.0883,0.1322,1.036,338.07,1200,1200,"TRUE","FALSE","FALSE",0,0,0,7.37,"gnoveltyp2"
"SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S2094099432-08.SAT.shuffled.cnf",110,2343,110,2343,0,0,0.0469,0.3741,0.6477,0.2,0.8273,0.0455,0,0.0455,0.0455,0,0,0,0.0455,0.0952,0.0363,0.0563,3.5351,0.0818,0.067,0,0.3019,2.9296,0.0087,0.2155,0.0047,0.0145,2.7861,0.1921,0.0456,0.016,0.0431,0.0465,0.1093,0.0615,0.0879,0.1302,4.1518,0.1069,0.0566,0.0855,0.1294,1.0117,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,7.3,"sparrow"
"SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1191693850-19.SAT.shuffled.cnf",120,2556,120,2556,0,0,0.0469,0.3748,0.6392,0.2,0.824,0.0417,0,0.0417,0.0417,0,0,0,0.0417,0.0952,0.034,0.0513,3.5246,0.0825,0.058,0,0.3069,2.9137,0.0081,0.2252,0.0039,0.0137,2.8512,0.1948,0.0452,0.0161,0.0426,0.0466,0.1006,0.061,0.0826,0.1268,4.1468,0.0981,0.0585,0.0788,0.1194,0.9543,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,8.02,"sattime"
"SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf",120,2556,120,2556,0,0,0.0469,0.3787,0.6418,0.2,0.8353,0.0417,0,0.0417,0.0417,0,0,0,0.0417,0.0923,0.0313,0.0509,3.45,0.0751,0.0573,0,0.22,2.8502,0.0081,0.1822,0.0047,0.0129,2.5924,0.1944,0.0451,0.0179,0.0426,0.0466,0.1006,0.0572,0.0802,0.1244,4.0848,0.0983,0.0583,0.0815,0.1175,0.9809,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,8.06,"eagleup"
"SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S429936805-03.SAT.shuffled.cnf",120,2556,120,2556,0,0,0.0469,0.3756,0.6525,0.2,0.8334,0.0417,0,0.0417,0.0417,0,0,0,0.0417,0.095,0.0313,0.0548,3.4646,0.0835,0.0591,0,0.2842,2.9248,0.0079,0.2255,0.0039,0.0121,2.8787,0.1894,0.0452,0.0201,0.0426,0.0466,0.1006,0.0597,0.0794,0.124,4.1249,0.0984,0.0588,0.0815,0.1179,0.9802,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,8.03,"gnoveltyp2"
"SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S116991008-16.SAT.shuffled.cnf",130,2769,130,2769,0,0,0.0469,0.3804,0.6418,0.2,0.8395,0.0385,0,0.0385,0.0385,0,0,0,0.0385,0.0957,0.0267,0.0466,3.5037,0.0821,0.059,0,0.2889,2.9144,0.0077,0.2359,0.0036,0.0134,2.9344,0.1997,0.045,0.0206,0.0401,0.0466,0.0932,0.0593,0.0744,0.1116,4.1259,0.0914,0.0607,0.0748,0.1203,0.9483,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,8.82,"eagleup"
"SAT_Competition2007/random/OnTreshold/5SAT/v70/unif-k5-r21.3-v70-c1491-S127192076-04.UNSAT.shuffled.cnf",70,1491,70,1491,0,0,0.0469,0.3878,0.634,0.2,0.8524,0.0714,0,0.0714,0.0714,0,0,0,0.0714,0.0962,0.057,0.0919,3.3549,0.0735,0.0665,0,0.2903,2.7424,0.0158,0.2029,0.008,0.0228,2.7158,0.2207,0.0461,0.0068,0.0449,0.0463,0.1683,0.0613,0.1348,0.2052,4.1202,0.1611,0.0451,0.1381,0.1836,1.1719,121.14,52.7,1200,"TRUE","TRUE","FALSE",0,0,0,4.4,"marchrw"
"SAT_Competition2007/random/OnTreshold/5SAT/v70/unif-k5-r21.3-v70-c1491-S1402143852-01.UNSAT.shuffled.cnf",70,1491,70,1491,0,0,0.0469,0.38,0.6457,0.2,0.8407,0.0714,0,0.0714,0.0714,0,0,0,0.0714,0.0811,0.049,0.0818,3.2792,0.0706,0.0586,0.0088,0.3786,2.6639,0.0136,0.2123,0.008,0.0201,2.7441,0.1905,0.0461,0.007,0.0449,0.0463,0.1683,0.0521,0.1415,0.1965,3.9586,0.1617,0.0427,0.1361,0.1874,1.1288,115.69,44.83,1200,"TRUE","TRUE","FALSE",0,0,0,4.41,"marchrw"
"SAT_Competition2007/random/OnTreshold/5SAT/v70/unif-k5-r21.3-v70-c1491-S2081149830-10.SAT.shuffled.cnf",70,1491,70,1491,0,0,0.0469,0.3913,0.6496,0.2,0.8698,0.0714,0,0.0714,0.0714,0,0,0,0.0714,0.0971,0.0557,0.0885,3.3618,0.0869,0.0658,0,0.2951,2.9405,0.0147,0.2032,0.0087,0.0262,2.6934,0.2052,0.0461,0.007,0.0449,0.0463,0.1681,0.0619,0.1355,0.2059,4.1273,0.1616,0.0444,0.1412,0.19,1.1526,10.1,0.68,1200,"TRUE","TRUE","FALSE",0,0,0,4.41,"eagleup"
"SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1064282057-06.UNSAT.shuffled.cnf",80,1704,80,1704,0,0,0.0469,0.3742,0.6505,0.2,0.8288,0.0625,0,0.0625,0.0625,0,0,0,0.0625,0.1106,0.0464,0.0781,3.5342,0.0743,0.0529,0,0.2762,2.7861,0.0112,0.2271,0.0059,0.0182,2.7259,0.1784,0.0462,0.0077,0.0446,0.0464,0.149,0.0604,0.1197,0.1813,4.1151,0.143,0.0481,0.1206,0.1688,1.1275,604.68,283.83,1200,"TRUE","TRUE","FALSE",0,0,0,5.26,"marchrw"
"SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf",80,1704,80,1704,0,0,0.0469,0.3718,0.6539,0.2,0.8246,0.0625,0,0.0625,0.0625,0,0,0,0.0625,0.0938,0.0493,0.0769,3.4916,0.0817,0.0591,0,0.1959,2.8057,0.0112,0.2095,0.0059,0.0164,2.6972,0.1784,0.0461,0.0078,0.0452,0.0464,0.1484,0.0599,0.1226,0.1849,4.1032,0.1424,0.0476,0.1194,0.1649,1.1091,902.46,356.66,1200,"TRUE","TRUE","FALSE",0,0,0,5.12,"marchrw"
"SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1260745628-20.UNSAT.shuffled.cnf",80,1704,80,1704,0,0,0.0469,0.3758,0.6481,0.2,0.8317,0.0625,0,0.0625,0.0625,0,0,0,0.0625,0.0956,0.0511,0.0781,3.4242,0.0828,0.0585,0.0087,0.2571,2.8227,0.0116,0.2464,0.0041,0.02,2.7827,0.1849,0.0461,0.01,0.0434,0.0464,0.1484,0.0591,0.1191,0.1772,4.0951,0.143,0.0471,0.1239,0.1714,1.0934,662.93,432.71,1200,"TRUE","TRUE","FALSE",0,0,0,5.16,"marchrw"
"SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1279127780-17.UNSAT.shuffled.cnf",80,1704,80,1704,0,0,0.0469,0.3822,0.6448,0.2,0.8454,0.0625,0,0.0625,0.0625,0,0,0,0.0625,0.0796,0.0528,0.0763,3.2716,0.0899,0.0623,0,0.2661,2.9435,0.0124,0.243,0.0047,0.0217,2.9064,0.1984,0.0462,0.0071,0.0452,0.0464,0.1476,0.0587,0.1191,0.1772,4.0834,0.1416,0.0485,0.122,0.1688,1.1203,1173.4,510.03,1200,"TRUE","TRUE","FALSE",0,0,0,5.1,"marchrw"
"SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1317485140-08.UNSAT.shuffled.cnf",80,1704,80,1704,0,0,0.0469,0.384,0.6518,0.2,0.8537,0.0625,0,0.0625,0.0625,0,0,0,0.0625,0.0861,0.0469,0.0781,3.2985,0.0811,0.0556,0,0.2364,2.8848,0.0125,0.1958,0.007,0.0182,2.6912,0.1995,0.0461,0.009,0.0446,0.0464,0.148,0.0572,0.1203,0.1784,4.0515,0.1421,0.0485,0.1226,0.1649,1.1312,999.29,351.26,1200,"TRUE","TRUE","FALSE",0,0,0,5.1,"marchrw"
"SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1456895752-14.SAT.shuffled.cnf",80,1704,80,1704,0,0,0.0469,0.3716,0.6552,0.2,0.8247,0.0625,0,0.0625,0.0625,0,0,0,0.0625,0.1048,0.0434,0.0827,3.4411,0.0877,0.0565,0,0.2308,2.8447,0.0114,0.2226,0.0065,0.0182,2.7493,0.1819,0.0461,0.0092,0.0446,0.0464,0.1484,0.0632,0.1215,0.179,4.1531,0.1418,0.0496,0.1191,0.1735,1.1365,89.56,117.1,1200,"TRUE","TRUE","FALSE",0,0,0,5.2,"gnoveltyp2"
"SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S309048450-11.SAT.shuffled.cnf",80,1704,80,1704,0,0,0.0469,0.3777,0.6257,0.2,0.822,0.0625,0,0.0625,0.0625,0,0,0,0.0625,0.0956,0.0493,0.0769,3.3996,0.0886,0.0696,0,0.4038,2.9714,0.0131,0.2064,0.0076,0.0223,2.8456,0.2101,0.0463,0.0052,0.0452,0.0464,0.148,0.0633,0.118,0.1755,4.1562,0.1421,0.0483,0.1213,0.1628,1.1128,268.03,92.18,1200,"TRUE","TRUE","FALSE",0,0,0,5.16,"satime11"
"SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1110074311-09.UNSAT.shuffled.cnf",90,1917,90,1917,0,0,0.0469,0.3767,0.6492,0.2,0.8346,0.0556,0,0.0556,0.0556,0,0,0,0.0556,0.0791,0.0454,0.0678,3.327,0.09,0.0655,0,0.2917,2.9534,0.0105,0.2013,0.0063,0.0156,2.7453,0.1888,0.046,0.0119,0.0443,0.0464,0.132,0.0586,0.1085,0.1565,4.0942,0.1275,0.0515,0.1068,0.1489,1.0921,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,5.77,"marchrw"
"SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1282416669-17.SAT.shuffled.cnf",90,1917,90,1917,0,0,0.0469,0.3721,0.6476,0.2,0.8222,0.0556,0,0.0556,0.0556,0,0,0,0.0556,0.0882,0.0433,0.0689,3.4251,0.0779,0.0672,0,0.4038,2.7672,0.0099,0.2488,0.0047,0.0156,2.8665,0.1784,0.046,0.0101,0.0443,0.0464,0.1325,0.0596,0.1064,0.1555,4.1058,0.1282,0.053,0.11,0.1499,1.1118,57.16,123.44,1200,"TRUE","TRUE","FALSE",0,0,0,5.86,"eagleup"
"SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1412274662-11.UNSAT.shuffled.cnf",90,1917,90,1917,0,0,0.0469,0.3719,0.6451,0.2,0.8203,0.0556,0,0.0556,0.0556,0,0,0,0.0556,0.0983,0.0423,0.0673,3.4512,0.0729,0.0489,0,0.2353,2.7362,0.0101,0.2189,0.0047,0.0156,2.7619,0.181,0.046,0.0112,0.0438,0.0464,0.133,0.0568,0.1043,0.1596,4.0661,0.1279,0.0499,0.1065,0.1488,1.0554,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,5.91,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1155547357-11.SAT.shuffled.cnf",45,4005,45,4005,0,0,0.0112,0.3147,0.671,0.1429,1.0043,0.1556,0,0.1556,0.1556,0,0,0,0.1556,0.0387,0.1436,0.166,3.5294,0.0317,0.0253,0,0.1108,1.9937,0.0098,0.1384,0.0062,0.0125,2.7232,0.0632,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,5.19,58.51,1200,"TRUE","TRUE","FALSE",0.01,0,0.01,20.17,"eagleup"
"SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1344401737-18.SAT.shuffled.cnf",45,4005,45,4005,0,0,0.0112,0.3167,0.672,0.1429,1.0112,0.1556,0,0.1556,0.1556,0,0,0,0.1556,0.0398,0.1396,0.1705,3.3945,0.0374,0.0249,0.0016,0.1005,2.1166,0.0101,0.1473,0.007,0.0137,2.89,0.0652,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,20.34,75.18,1200,"TRUE","TRUE","FALSE",0,0,0,20.15,"eagleup"
"SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf",45,4005,45,4005,0,0,0.0112,0.3108,0.6768,0.1429,0.9956,0.1556,0,0.1556,0.1556,0,0,0,0.1556,0.0394,0.1376,0.165,3.2465,0.0338,0.0247,0,0.1066,2.0876,0.0086,0.1396,0.0065,0.0107,2.7263,0.0554,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,25.65,11.39,1200,"TRUE","TRUE","FALSE",0,0,0,20.08,"eagleup"
"SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S179716588-02.UNSAT.shuffled.cnf",45,4005,45,4005,0,0,0.0112,0.3143,0.6813,0.1429,1.009,0.1556,0,0.1556,0.1556,0,0,0,0.1556,0.0347,0.1418,0.166,3.6102,0.0292,0.0238,0.0016,0.1128,1.8501,0.009,0.1664,0.0057,0.0127,2.7455,0.0577,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,312.53,83.75,1200,"TRUE","TRUE","FALSE",0,0,0,20.16,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1018594061-02.UNSAT.shuffled.cnf",50,4450,50,4450,0,0,0.0112,0.3139,0.6722,0.1429,1.0027,0.14,0,0.14,0.14,0,0,0,0.14,0.0371,0.124,0.151,3.5756,0.0268,0.0225,0,0.0853,1.8719,0.0087,0.1587,0.0052,0.0119,2.7991,0.062,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1141.7,350.2,1200,"TRUE","TRUE","FALSE",0,0,0,20.16,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1104207220-18.UNSAT.shuffled.cnf",50,4450,50,4450,0,0,0.0112,0.3123,0.6766,0.1429,1.0001,0.14,0,0.14,0.14,0,0,0,0.14,0.0339,0.1238,0.1512,3.5584,0.0366,0.0258,0,0.1025,2.0825,0.008,0.1602,0.0056,0.0108,2.9674,0.0571,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,997.52,314.08,1200,"TRUE","TRUE","FALSE",0,0,0,20.09,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf",50,4450,50,4450,0,0,0.0112,0.3115,0.68,0.1429,0.9994,0.14,0,0.14,0.14,0,0,0,0.14,0.0387,0.1265,0.1537,3.4475,0.0347,0.0245,0.0017,0.1014,2.088,0.0086,0.1764,0.0036,0.0112,2.9329,0.0611,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,447.48,183.02,1200,"TRUE","TRUE","FALSE",0,0,0,20.2,"gnoveltyp2"
"SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1214515938-10.SAT.shuffled.cnf",55,4895,55,4895,0,0,0.0112,0.3165,0.6743,0.1429,1.0115,0.1273,0,0.1273,0.1273,0,0,0,0.1273,0.0423,0.1093,0.1395,3.6449,0.0321,0.0222,0.0016,0.1049,2.0162,0.0078,0.1319,0.0059,0.0106,2.7106,0.0613,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,55,1133.2,1200,"TRUE","TRUE","FALSE",0,0,0,20.12,"sparrow"
"SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1215610276-02.UNSAT.shuffled.cnf",55,4895,55,4895,0,0,0.0112,0.3149,0.6805,0.1429,1.0102,0.1273,0,0.1273,0.1273,0,0,0,0.1273,0.0427,0.1162,0.142,3.6954,0.0328,0.0234,0,0.0943,2.0824,0.0081,0.146,0.0053,0.0108,2.9424,0.0639,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,20.13,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1262395962-18.UNSAT.shuffled.cnf",55,4895,55,4895,0,0,0.0112,0.312,0.6791,0.1429,1.0002,0.1273,0,0.1273,0.1273,0,0,0,0.1273,0.0365,0.1126,0.1373,3.7458,0.0298,0.0215,0,0.0813,1.9871,0.008,0.1345,0.0055,0.0102,2.9357,0.0625,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,20.01,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S145251364-05.UNSAT.shuffled.cnf",55,4895,55,4895,0,0,0.0112,0.32,0.6824,0.1429,1.0264,0.1273,0,0.1273,0.1273,0,0,0,0.1273,0.0365,0.1175,0.1408,3.585,0.033,0.023,0,0.095,2.0244,0.0084,0.1392,0.0061,0.0108,2.8701,0.0662,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0.01,0,0,20.16,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1119543818-13.UNSAT.shuffled.cnf",60,5340,60,5340,0,0,0.0112,0.3093,0.6847,0.1429,0.995,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0393,0.109,0.1315,3.6841,0.0337,0.0252,0.0016,0.1225,2.1208,0.0069,0.1561,0.0052,0.0103,2.8817,0.0596,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0,20.03,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1279108477-06.UNSAT.shuffled.cnf",60,5340,60,5340,0,0,0.0112,0.3139,0.6816,0.1429,1.008,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0397,0.1039,0.127,3.7303,0.0307,0.0231,0.0016,0.0956,2.0165,0.0076,0.1267,0.006,0.0103,2.8253,0.0655,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0.01,0,0,20.1,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1708367663-03.UNSAT.shuffled.cnf",60,5340,60,5340,0,0,0.0112,0.3118,0.6782,0.1429,0.9994,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0338,0.1067,0.1251,3.6379,0.0341,0.0269,0,0.1074,2.0716,0.0068,0.1367,0.0043,0.0086,2.8657,0.0584,0.011,0,0.011,0.011,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0,0,0.01,20.07,"marchrw"
"SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S1142219800-20.UNSAT.shuffled.cnf",65,5785,65,5785,0,0,0.0112,0.3182,0.6796,0.1429,1.0198,0.1077,0,0.1077,0.1077,0,0,0,0.1077,0.0328,0.1004,0.1148,3.6597,0.0288,0.0214,0,0.1031,1.8976,0.0071,0.1371,0.0047,0.0092,2.9716,0.0659,0.0111,0,0.0111,0.0111,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0.01,0,0,20.08,"mphaseSATm"
"SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S14782837-06.UNSAT.shuffled.cnf",65,5785,65,5785,0,0,0.0112,0.312,0.6871,0.1429,1.0048,0.1077,0,0.1077,0.1077,0,0,0,0.1077,0.0459,0.0909,0.1182,3.8678,0.0339,0.0244,0,0.1185,2.0498,0.0069,0.1532,0.0048,0.01,2.962,0.0641,0.0111,0,0.0111,0.0111,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0.01,0.01,0,20.22,"mphaseSATm"
"SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S316555917-14.SAT.shuffled.cnf",65,5785,65,5785,0,0,0.0112,0.3143,0.677,0.1429,1.0064,0.1077,0,0.1077,0.1077,0,0,0,0.1077,0.037,0.0951,0.1143,3.6597,0.0325,0.0213,0,0.1121,1.9562,0.0067,0.1469,0.0043,0.0086,2.9242,0.0622,0.0111,0,0.0111,0.0111,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0.01,0,0,20.03,"eagleup"
"SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S461794864-15.SAT.shuffled.cnf",65,5785,65,5785,0,0,0.0112,0.3077,0.6796,0.1429,0.9869,0.1077,0,0.1077,0.1077,0,0,0,0.1077,0.0449,0.0968,0.1193,3.7663,0.031,0.0232,0,0.0985,2.0194,0.0065,0.1395,0.0047,0.0083,2.8755,0.0605,0.0111,0,0.0111,0.0111,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0.01,0,0.01,20.04,"eagleup"
