"id","EXIST_VARS","FORALL_VARS","TOTAL_VARS","CLAUSES","LITERALS","EXIST_SET","FORALL_SET","TOTAL_SET","UNARY_CLAUSES","BINARY_CLAUSES","TERNARY_MORE_CLAUSES","POS_HORN","NEG_HORN","EXIST_LIT_PER_CLAUSE","FORALL_LIT_PER_CLAUSE","EXIST_VARS_PER_SET","FORALL_POS_LITS_PER_CLAUSE","FORALL_NEG_LITS_PER_CLAUSE","OCCS_POS_NO_PER_VAR","OCCS_FORALL_NO_PER_VAR","OCCS_FORALL_POS_NO_PER_VAR","W_OCCS_POS_NO_PER_VAR","W_OCCS_FORALL_NO_PER_VAR","W_OCCS_FORALL_POS_NO_PER_VAR","W_PRODUCTS","LITN_LIT","LITEP_LIT","LITEN_LITE","LITEN_LITN","LITFN_LIT","LITFP_LITFN","OCCP_OCCN","OCCE_OCC","OCCEN_OCC","OCCFP_OCCF","OCCEN_OCCE","OCCEN_OCCN","OCCFP_OCCFN","TERMORE_CLAUSE","NEG_HORN_CLAUSE","WOCCN_WOCC","WOCCEP_WOCC","WOCCFN_WOCC","WOCCEP_WOCCE","WOCCEP_WOCCP","WOCCFN_WOCCN","aqua.s2v","caqe.minisat","caqe.picosat","depqbf.v2","ghostq.cegar","hiqqer3","iprover.QBF","iprover.QBF.bloqqer","squeezebf.struqs","struqs.10","aqua.s2v_success","caqe.minisat_success","caqe.picosat_success","depqbf.v2_success","ghostq.cegar_success","hiqqer3_success","iprover.QBF_success","iprover.QBF.bloqqer_success","squeezebf.struqs_success","struqs.10_success","base","Class"
"c4_Debug_s3_f2_e2_v2",78805,12,78817,627553,1660953,2,1,3,8,262666,364879,623109,85184,2.490067,0.156647,39402.5,0.078323,0.078323,6.023003,8192,4096,12.871779,16384,8192,43986.363936,0.714191,0.256216,0.727666,0.958565,0.029593,1,0.400185,0.940958,0.684703,0.5,0.727666,0.958711,1,0.581431,0.13574,0.756338,0.220085,155.07388,0.230957,0.90324,205.032433,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7.184,"xb.bid.qsts"
"c4_Debug_s5_f2_e2_v1",76189,13,76202,623477,4065325,3,2,5,28,522,622927,181059,68684,1.317279,5.20313,25396.333333,2.601565,2.601565,24.662214,249540.923077,124770.461538,84.062229,801555.692308,400777.846154,6677.452021,0.537722,0.06329,0.686721,0.258003,0.398988,1,0.859697,0.202058,0.138758,0.5,0.686721,0.258047,1,0.999118,0.110163,0.553452,0.083361,2128.978078,0.304633,0.186678,3846.727478,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",9.768,"xb.bid.qsts"
"c5_BMC_p1_k32",32935,4,32939,100416,357542,2,1,3,238,43296,56882,53822,53956,2.232373,1.328235,16467.5,0.664117,0.664117,5.344273,33344,16672,12.995871,66688,33344,273.880735,0.507652,0.30583,0.512205,0.632587,0.186518,1,0.969852,0.62704,0.321173,0.5,0.512205,0.632664,1,0.566464,0.537325,0.509407,0.337778,1258.733535,0.486451,0.688509,2470.97894,1800,1800,1800,1800,69.77,1800,232.66,88.4,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",2.4,"qsts"
"c5_BMC_p2_k128",108289,4,108293,304752,836222,2,1,3,946,176310,127496,212156,212692,2.306288,0.437654,54144.5,0.218827,0.218827,3.759864,33344,16672,10.355859,66688,33344,280.989112,0.513087,0.407163,0.515571,0.84457,0.079749,1,0.948986,0.840533,0.433354,0.5,0.515571,0.844601,1,0.41836,0.697918,0.514222,0.428021,1564.118912,0.48392,0.881103,3041.721421,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4.308,"qsts"
"c5_BMC_p2_k64",58053,4,58057,168528,517102,2,1,3,474,87634,80420,106600,106868,2.276927,0.791417,29026.5,0.395709,0.395709,4.359147,33344,16672,11.35441,66688,33344,278.618814,0.510582,0.360453,0.51426,0.747416,0.128965,1,0.958549,0.742121,0.381643,0.5,0.51426,0.747467,1,0.477191,0.634126,0.512149,0.389171,1432.651101,0.484863,0.797726,2797.333383,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.82,"qsts"
"cache-coherence-2-fixpoint-1",1437,276,1713,4802,12663,1,1,2,0,2231,2571,2897,3230,1.999792,0.637234,1437,0.318617,0.318617,3.434326,11.086957,5.543478,5.975482,11.086957,5.543478,25.528184,0.535418,0.343757,0.546704,0.774336,0.120824,1,0.867699,0.904005,0.494223,0.5,0.546704,0.923061,1,0.535402,0.672636,0.540286,0.466098,0.426479,0.453296,1.013886,0.789358,2.72,1.08,1.05,1.81,1800,0.83,1800,1800,16.93,16.95,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE",0.444,"qestos"
"cache-coherence-2-fixpoint-6",10611,966,11577,34048,87373,1,1,2,0,17203,16845,21729,23653,2.152931,0.41324,10611,0.20662,0.20662,3.531485,14.565217,7.282609,6.455299,14.565217,7.282609,32.153237,0.532075,0.387408,0.538232,0.848674,0.080517,1,0.879434,0.915344,0.492667,0.5,0.538232,0.925935,1,0.494743,0.694696,0.534884,0.459689,0.524725,0.461768,0.988333,0.981008,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.416,"AIGSolve"
"cache-coherence-3-fixpoint-3",7634,800,8434,24635,63368,1,1,2,0,12393,12242,15652,17082,2.124376,0.447899,7634,0.22395,0.22395,3.512687,13.7925,6.89625,6.371235,13.7925,6.89625,31.015981,0.532477,0.38046,0.539324,0.836495,0.087063,1,0.878016,0.912421,0.492091,0.5,0.539324,0.924154,1,0.496935,0.693404,0.535574,0.460415,0.502696,0.460676,0.991365,0.938612,1800,9.06,9.38,1800,1800,1800,1800,1800,1800,1800,"FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.144,"newJointClass"
"cnt01",15,1,16,36,94,2,1,3,3,8,25,22,23,1.944444,0.666667,7.5,0.333333,0.333333,2.9375,24,12,6.4375,48,24,17,0.5,0.37234,0.5,0.744681,0.12766,1,1,0.794326,0.397163,0.5,0.5,0.794326,1,0.694444,0.638889,0.495098,0.413072,1.882353,0.50641,0.818123,3.80198,0,0,0,0.02,0.06,0.03,0.04,0.04,0,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.208,"AIGSolve"
"cnt02e",48,2,50,123,355,3,2,5,4,10,109,66,68,2.105691,0.780488,16,0.390244,0.390244,3.5,48,24,11.66,144,72,38.145833,0.507042,0.357746,0.509653,0.733333,0.135211,1,0.972222,0.759977,0.387324,0.5,0.509653,0.763889,1,0.886179,0.552846,0.507185,0.386553,3.043111,0.490503,0.784377,6,0,0.01,0.01,0.02,0.76,0.03,0.09,0.04,0.01,0.01,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.252,"AIGSolve"
"cnt05",187,5,192,496,1450,6,5,11,7,24,465,262,263,2.03629,0.887097,31.166667,0.443548,0.443548,3.744792,88,44,23.953125,528,264,62.213904,0.504138,0.344138,0.505941,0.699042,0.151724,1,0.983584,0.715176,0.361837,0.5,0.505941,0.717733,1,0.9375,0.530242,0.504418,0.362788,5.462069,0.493825,0.732045,10.828455,0.02,0.06,0.06,0.11,3.39,0.05,0.6,0.09,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.356,"AIGSolve"
"cnt07e",368,7,375,988,2940,8,7,15,9,30,949,506,503,2.068826,0.906883,46,0.453441,0.453441,3.88,128,64,33.074667,1024,512,101.184783,0.505102,0.342517,0.507339,0.698316,0.152381,1,0.979798,0.708463,0.35943,0.5,0.507339,0.7116,1,0.960526,0.509109,0.506996,0.357213,7.631767,0.490217,0.724563,15.05292,331.65,21.97,6.41,6.41,1800,20.79,6.43,22.79,1800,1800,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",0.412,"rareqs"
"cnt08e",468,8,476,1257,3745,9,8,17,10,34,1213,642,638,2.062848,0.916468,52,0.458234,0.458234,3.897059,144,72,37.17437,1296,648,112.07906,0.504673,0.341522,0.506749,0.695238,0.153805,1,0.981481,0.704226,0.356866,0.5,0.506749,0.707123,1,0.964996,0.507558,0.506512,0.354878,8.60217,0.490839,0.719122,16.983152,1800,1800,330.97,1800,1800,418.03,22.13,18.69,1800,1800,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",0.392,"rareqs"
"cnt10",672,10,682,1791,5305,11,10,21,12,44,1735,922,923,2.024009,0.938023,61.090909,0.469012,0.469012,3.869501,168,84,44.280059,1848,924,102.111607,0.502545,0.339114,0.503724,0.684921,0.158341,1,0.989872,0.693486,0.349326,0.5,0.503724,0.695114,1,0.968733,0.515355,0.50302,0.350052,10.370575,0.49566,0.704357,20.616633,5.03,0.31,0.31,0.41,447.23,0.11,134.47,0.33,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.448,"qesto"
"cnt11",805,11,816,2146,6364,12,11,23,13,48,2085,1102,1103,2.022367,0.94315,67.083333,0.471575,0.471575,3.881127,184,92,48.3125,2208,1104,109.759006,0.502357,0.338624,0.503456,0.683453,0.159019,1,0.990616,0.69128,0.348029,0.5,0.503456,0.692792,1,0.971575,0.513979,0.502825,0.348724,11.361061,0.495928,0.701412,22.594467,7.08,0.29,0.3,0.71,1800,0.83,1800,0.32,1800,1800,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",0.456,"qesto"
"cnt14",1276,14,1290,3403,10117,15,14,29,16,60,3327,1738,1739,2.018513,0.954452,85.066667,0.477226,0.477226,3.906202,232,116,60.383721,3480,1740,132.444357,0.501927,0.337551,0.502839,0.680189,0.160522,1,0.99232,0.686406,0.345151,0.5,0.502839,0.687652,1,0.977667,0.51102,0.502361,0.345766,14.339835,0.496573,0.694812,28.544904,1800,0.5,0.52,0.71,1800,0.46,1800,0.53,1800,1800,"FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",0.472,"qesto"
"cnt16r",1700,16,1716,4545,13577,17,16,33,18,82,4445,2322,2307,2.029703,0.957536,100,0.478768,0.478768,3.951632,272,136,69.518065,4624,2312,170.371765,0.500552,0.339177,0.500813,0.679812,0.160271,1,0.997793,0.685853,0.343484,0.5,0.500813,0.68621,1,0.977998,0.507591,0.499964,0.348225,16.629956,0.500052,0.6964,33.262282,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.472,"xb.bid.qsts"
"connect_5x4_3_D",4984,50,5034,15588,55567,11,10,21,229,64,15295,1332,12041,3.487105,0.077624,453.090909,0.045291,0.032333,6.991061,24.2,14.12,72.846444,264.56,154.36,380.958066,0.366656,0.620638,0.365546,0.975263,0.00907,1.400794,1.727349,0.988038,0.361174,0.583471,0.365546,0.985047,1.400794,0.981203,0.772453,0.376955,0.616051,0.942525,0.623956,0.988774,2.500369,0.17,0.2,0.18,0.03,7.52,0.09,2.03,1800,0.13,0.02,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",0.952,"depqbf.v3"
"connect_5x4_3_R",4984,50,5034,15588,55567,11,10,21,229,64,15295,1332,12041,3.487105,0.077624,453.090909,0.045291,0.032333,6.991061,24.2,14.12,72.846444,264.56,154.36,380.958066,0.366656,0.620638,0.365546,0.975263,0.00907,1.400794,1.727349,0.988038,0.361174,0.583471,0.365546,0.985047,1.400794,0.981203,0.772453,0.376955,0.616051,0.942525,0.623956,0.988774,2.500369,8.77,42.89,74.11,31.71,41.74,56.43,1800,1800,156.51,188.91,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.788,"aqua.s3o"
"connect_5x4_4_R",4304,50,4354,12868,45367,11,10,21,229,64,12575,1332,10001,3.431536,0.094032,391.272727,0.054865,0.039167,6.52113,24.2,14.12,67.668581,264.56,154.36,328.380809,0.374149,0.610289,0.372987,0.970308,0.011109,1.400794,1.672735,0.984636,0.367257,0.583471,0.372987,0.98158,1.400794,0.97723,0.777199,0.38503,0.605817,1.001494,0.615865,0.985117,2.60108,5.55,39.5,53.67,33.71,34.22,71.96,1800,266.93,13.24,16.58,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.684,"aqua.s3o"
"connect_6x5_5_D",8746,90,8836,27363,96780,16,15,31,400,94,26869,2713,21449,3.441509,0.095384,546.625,0.055915,0.039469,6.803644,29,17,104.592236,464,272,523.088612,0.378828,0.605363,0.377859,0.970543,0.011159,1.416667,1.639719,0.983045,0.371452,0.586207,0.377859,0.98053,1.416667,0.981946,0.783869,0.386435,0.603459,1.126321,0.614345,0.983529,2.914644,0.3,0.27,0.28,0.05,8.18,0.13,5.57,1800,0.24,0.03,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",1.044,"depqbf.v3"
"connect_7x6_4_W",19821,147,19968,70946,256473,22,21,43,641,130,70175,4970,56153,3.544203,0.070843,900.954545,0.041665,0.029177,7.986378,34.190476,20.108844,179.093049,748.816327,440.544218,1079.571566,0.378211,0.610263,0.377539,0.97866,0.008071,1.428019,1.644024,0.987674,0.372885,0.588142,0.377539,0.985918,1.428019,0.989133,0.791489,0.383234,0.610088,1.061637,0.617317,0.989173,2.770206,1.08,0.41,0.42,0.1,10.01,0.24,23.95,1800,1.04,0.09,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",1.72,"depqbf.v3"
"connect_8x7_4_R",35972,224,36196,134961,490685,29,28,57,964,172,133825,8415,107293,3.571024,0.06473,1240.413793,0.038174,0.026556,8.415184,39,23,239.339651,1131,667,1538.658484,0.379243,0.610257,0.378681,0.98074,0.007304,1.4375,1.63683,0.988313,0.374255,0.589744,0.378681,0.986848,1.4375,0.991583,0.794993,0.383188,0.609949,1.195793,0.617309,0.988873,3.120645,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.632,"xb.bid.qsts"
"connect_8x7_5_R",32500,224,32724,122641,444877,29,28,57,964,172,121505,8415,98445,3.556241,0.071232,1120.689655,0.042009,0.029224,8.342868,39,23,237.120218,1131,667,1489.105815,0.38632,0.602099,0.385841,0.979146,0.008056,1.4375,1.588526,0.98712,0.380871,0.589744,0.385841,0.985895,1.4375,0.990737,0.802709,0.390402,0.601981,1.19287,0.610002,0.987505,3.055495,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.784,"xb.bid.qsts"
"connect_8x7_6_R",29476,224,29700,106961,385181,29,28,57,964,172,105825,8415,85789,3.51946,0.081675,1016.413793,0.048167,0.033508,7.932795,39,23,225.264983,1131,667,1311.315884,0.388329,0.598295,0.38782,0.976039,0.009305,1.4375,1.575135,0.984747,0.381905,0.589744,0.38782,0.983456,1.4375,0.989379,0.802059,0.392525,0.598423,1.251275,0.607893,0.985098,3.18776,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.044,"xb.bid.qsts"
"connect_8x7_7_W",26900,224,27124,89265,316973,29,28,57,964,172,88129,8415,70669,3.453011,0.097911,927.586207,0.057761,0.04015,7.191417,39.017857,23.017857,211.146512,1131.035714,667.035714,1105.482862,0.384616,0.599117,0.383895,0.970602,0.011307,1.438616,1.599993,0.980524,0.376418,0.589931,0.383895,0.978684,1.438616,0.987274,0.791676,0.388766,0.600244,1.343202,0.611831,0.982021,3.455039,1.32,0.5,0.51,0.11,183.01,0.3,47.28,1800,1.23,0.11,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",2.3,"depqbf.v3"
"connect_9x8_6_R",50458,324,50782,198368,721483,37,36,73,1381,220,196767,13408,160845,3.565046,0.072048,1363.72973,0.042567,0.029481,8.634693,44.111111,26.061728,314.405833,1628.493827,962.308642,2035.364323,0.392242,0.596054,0.3919,0.979335,0.008106,1.443912,1.549446,0.986485,0.386603,0.59082,0.3919,0.985624,1.443912,0.991929,0.810841,0.395497,0.596504,1.280863,0.60478,0.986768,3.238617,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.648,"xb.bid.qsts"
"counter_e_2",48,2,50,123,355,3,2,5,4,10,109,66,68,2.105691,0.780488,16,0.390244,0.390244,3.5,48,24,11.66,144,72,38.145833,0.507042,0.357746,0.509653,0.733333,0.135211,1,0.972222,0.759977,0.387324,0.5,0.509653,0.763889,1,0.886179,0.552846,0.507185,0.386553,3.043111,0.490503,0.784377,6,0,0.01,0.01,0.02,0.79,0.03,0.09,0.04,0.02,0.01,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.296,"AIGSolve"
"cube_c11_par---13_",1320,11,1331,51076,546111,2,1,3,3,3159,47914,6312,4060,1.232634,9.459492,660,5.170706,4.288785,207.401202,43923,24009,421.320811,87846,48018,11635.827273,0.494515,0.021886,0.810159,0.188869,0.401116,1.205634,1.022184,0.116245,0.094177,0.546616,0.810159,0.190443,1.205634,0.938092,0.079489,0.510455,0.028679,46.277344,0.181806,0.058582,90.659053,456.35,1800,1800,1800,15.93,241.15,1800,1800,1800,1800,"TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",1.708,"rareqs"
"cube_c3_ser--opt-6_",171,5,176,1026,3477,2,1,3,3,378,645,681,429,2.204678,1.184211,85.5,0.657895,0.526316,8.8125,243,135,20.556818,486,270,127.526316,0.553926,0.251941,0.612732,0.719626,0.155306,1.25,0.805296,0.669583,0.410275,0.555556,0.612732,0.740668,1.25,0.628655,0.418129,0.543182,0.294737,4.8,0.413115,0.645195,8.83682,0.02,0.22,0.23,0.31,0.25,0.11,1.52,2.17,0.5,0.5,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.396,"aqua.f3v"
"cube_c7_ser--opt-24_",1533,9,1542,15510,93921,2,1,3,3,3816,11691,7293,4539,1.875822,4.179691,766.5,2.319342,1.860348,29.787938,7203,3997,63.607004,14406,7994,799.913894,0.51094,0.106047,0.657661,0.398725,0.307216,1.246725,0.957177,0.31159,0.20492,0.554908,0.657661,0.401066,1.246725,0.753772,0.29265,0.521178,0.128341,48.268424,0.347618,0.268035,92.614174,39.71,1800,1800,12.51,165.06,1800,1800,1800,1800,1800,"TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0.916,"hiqqer1ldsq"
"cube_c9_par--opt-11_",918,10,928,24548,229452,2,1,3,3,2145,22400,4284,2777,1.328907,8.018168,459,4.356648,3.66152,123.436422,19683,10694.7,252.646552,39366,21389.4,5094.529412,0.500771,0.033131,0.766967,0.217749,0.391729,1.189847,0.996919,0.143722,0.11023,0.543347,0.766967,0.220121,1.189847,0.912498,0.113125,0.516512,0.042864,34.401712,0.225297,0.088656,66.603924,54.7,517.09,1800,18.21,48.6,7.33,1800,347.5,1800,1800,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",1.144,"newJointClass"
"depots03_9",1976,3,1979,125819,427522,4,3,7,0,113900,11919,115756,2127,3.196902,0.201011,494,0.090296,0.110715,88.361294,8430.333333,3787,439.449217,36836,17368,65135.395243,0.590975,0.38245,0.593502,0.944866,0.032583,0.815578,0.692118,0.942271,0.55924,0.449211,0.593502,0.9463,0.815578,0.094731,0.016905,0.541744,0.431455,20.301169,0.457438,0.941515,37.473747,1800,1800,1800,1800,1800,1800,225.28,218.05,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2.088,"rareqs"
"driverlog01_7",360,2,362,5150,14494,3,2,5,0,4224,926,4224,310,2.533981,0.280388,120,0.16,0.120388,12.441989,722,412,43.038674,2370,1338,1132.033333,0.689251,0.253898,0.718008,0.937938,0.042776,1.329032,0.450851,0.905375,0.650066,0.570637,0.718008,0.943149,1.329032,0.179806,0.060194,0.664036,0.279805,8.055893,0.309939,0.832843,12.131714,0.18,0.36,0.59,0.81,329.79,0.37,5.85,1.85,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.544,"AIGSolve"
"driverlog03_7",492,2,494,4121,13789,3,2,5,0,2880,1241,2880,419,2.875758,0.470274,164,0.269352,0.200922,12.076923,969,555,41.769231,3179,1801,669.447154,0.567336,0.352165,0.590246,0.894158,0.060048,1.34058,0.762623,0.862947,0.509351,0.572755,0.590246,0.897793,1.34058,0.30114,0.101674,0.543627,0.378237,15.056112,0.438348,0.828789,27.695675,0.56,0.82,1.2,2.22,444.7,0.85,13.61,14.68,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.536,"AIGSolve"
"driverlog10_6",1881,2,1883,32333,102633,3,2,5,0,26667,5666,27294,1718,2.892494,0.281755,627,0.140012,0.141744,20.742432,4555,2263.5,71.973978,14768,7344,2751.607124,0.61944,0.336451,0.630775,0.927912,0.044654,0.987781,0.614361,0.912206,0.575397,0.496926,0.630775,0.928899,0.987781,0.175239,0.053135,0.591817,0.364332,42.103432,0.399482,0.892571,71.142668,260.7,56.91,84.32,1800,1800,1800,84.7,106.61,1800,1800,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",1.304,"rareqs"
"dungeon_i10-m10-u10-v0.pddl_planlen=187",39624,10,39634,108915,215525,2,1,3,27847,72862,8206,101079,51359,1.977992,0.000845,19812,0.000441,0.000404,1.337892,9.2,4.8,3.361508,18.4,9.6,20.500681,0.753968,0.245809,0.754086,0.999729,0.000204,1.090909,0.326316,0.999825,0.753954,0.521739,0.754086,0.999982,1.090909,0.075343,0.471551,0.668013,0.331831,0.8691,0.3319,0.999532,1.301022,1800,70.04,39.62,24.12,209.75,9.6,471.12,238.04,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",1.984,"qestos"
"dungeon_i10-m5-u10-v0.pddl_planlen=134",27771,10,27781,74993,144130,2,1,3,20003,50451,4539,70451,35497,1.921166,0.000747,13885.5,0.000413,0.000333,1.179439,5.6,3.1,2.871783,11.2,6.2,16.783731,0.772664,0.227121,0.77279,0.999776,0.000173,1.24,0.294224,0.999971,0.772768,0.553571,0.77279,1.000136,1.24,0.060526,0.473338,0.690805,0.309066,0.538333,0.309089,0.999583,0.779284,1800,19.76,19.74,10.51,334.32,4.92,1800,19.84,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",1.892,"rareqs"
"dungeon_i10-m5-u10-v0.pddl_planlen=23",4905,10,4915,12944,24694,2,1,3,3575,8604,765,12176,6193,1.90343,0.004326,2452.5,0.002395,0.001931,1.133469,5.6,3.1,2.749542,11.2,6.2,15.933945,0.774399,0.224346,0.775144,0.998693,0.001012,1.24,0.291325,0.999766,0.774963,0.553571,0.775144,1.000729,1.24,0.059101,0.478446,0.694544,0.304675,0.555468,0.304827,0.997442,0.799759,321.6,1.82,1.83,4.01,116.89,0.29,38.49,1.94,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.54,"rareqs"
"dungeon_i15-m7-u4-v0.pddl_planlen=81",24711,4,24715,103621,204511,2,1,3,18157,81681,3783,99999,31600,1.97322,0.000425,12355.5,0.000203,0.000222,1.25701,11,5.25,2.964192,22,10.5,28.813767,0.848091,0.151806,0.848161,0.999867,0.000112,0.913043,0.179118,0.999947,0.848116,0.477273,0.848161,1.000029,0.913043,0.036508,0.304957,0.761196,0.238706,0.926473,0.238735,0.999588,1.217128,1800,1800,1800,316.72,1800,437.42,29.93,1800,1800,1800,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",2.312,"newJointClass"
"dungeon_i25-m12-u3-v0.pddl_planlen=130",92886,3,92889,879917,1758001,2,1,3,70940,798629,10348,869572,119073,1.997876,4.1e-05,46443,3.1e-05,1e-05,1.314063,12,9,3.032426,24,18,67.089002,0.930568,0.069417,0.930582,0.999994,5e-06,3,0.074613,1.000012,0.930593,0.75,0.930582,1.000027,3,0.01176,0.135323,0.869125,0.130855,0.258952,0.130855,0.999841,0.297946,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",7.848,"AIGSolve"
"dungeon_i25-m12-u3-v0.pddl_planlen=165",117736,3,117739,1116797,2231551,2,1,3,89875,1013774,13148,1103652,151028,1.998138,3.2e-05,58868,2.4e-05,8e-06,1.316743,12,9,3.039256,24,18,67.231042,0.930527,0.069461,0.930538,0.999996,4e-06,3,0.07466,1.000009,0.930547,0.75,0.930538,1.000021,3,0.011773,0.135233,0.869026,0.130957,0.258564,0.130957,0.999875,0.297533,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",10.216,"AIGSolve"
"dungeon_i25-m12-u3-v0.pddl_planlen=190",135486,3,135489,1285997,2569801,2,1,3,103400,1167449,15148,1270852,173853,1.998267,2.8e-05,67743,2.1e-05,7e-06,1.318055,12,9,3.042601,24,18,67.300599,0.930507,0.069482,0.930517,0.999996,4e-06,3,0.074682,1.000008,0.930525,0.75,0.930517,1.000018,3,0.011779,0.135189,0.868979,0.131007,0.258374,0.131007,0.999891,0.297331,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",12.84,"AIGSolve"
"dungeon_i25-m12-u3-v0.pddl_planlen=72",51706,3,51709,487373,973261,2,1,3,39562,442103,5708,481668,66119,1.996879,7.4e-05,25853,5.5e-05,1.8e-05,1.303951,12,9,3.006653,24,18,66.553031,0.930722,0.069251,0.930747,0.99999,9e-06,3,0.074435,1.000021,0.930766,0.75,0.930747,1.000048,3,0.011712,0.135664,0.869497,0.130465,0.260428,0.130465,0.999711,0.299516,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5.6,"AIGSolve"
