"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","eagleup","ebglucose","lrglshr","minisatpsm","rcl","restartsat","sapperlot","spear.hw","spear.sw","eagleup_success","ebglucose_success","lrglshr_success","minisatpsm_success","rcl_success","restartsat_success","sapperlot_success","spear.hw_success","spear.sw_success","Pre","Basic","KLB","CG","Class"
"SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf",182,1197,168,1183,0.0833,0.0118,0.142,0.4652,1.0194,0,1.2368,0.022,1.0956,0.0119,0.1429,0.4379,0.8487,0.8487,0.022,0,0.022,0.022,0,0,0,0,0,0,0.0079,0.3193,0.0034,0.011,1.8879,0.6653,0.0438,0.1475,0.0313,0.0566,0.0404,1.0904,0.0211,0.2536,0.569,0.1279,0.3315,0.0183,0.151,0.8949,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.25,"sol"
"SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf",306,2619,288,2601,0.0625,0.0069,0.1107,0.4615,1.0502,0,1.1187,0.0131,1.3212,0.0069,0.1111,0.3701,0.8854,0.8854,0.0131,0,0.0131,0.0131,0,0,0,0,0,0,0.0047,0.3584,0.0015,0.0065,2.3366,0.6713,0.029,0.2063,0.0188,0.0404,0.0245,1.3169,0.0127,0.203,0.5602,0.1016,0.3168,0.0102,0.1176,0.546,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,1.17,"sol"
"SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/grid-pebbling-sat-grid-pbl-0300.sat05-1341.sat05-1341.reshuffled-07.cnf",761,18375,720,16077,0.03765,0.0128,0.0637,0.4958,0.5879,0,0.9201,0.0058,0.4472,0.0031,0.0256,0.4279,0.093,0.84555,0.0058,0.20345,0.0024,0.0122,2.579,0.20575,0.0656,0,0.4286,1.6853,0.0021,0.3565,5e-04,0.0059,2.54245,0.51055,0.0055,0.1878,0.0027,0.0092,0,0,0,0,0,0,0,0,0,0,1200,1200,0.9,1200,1200,0.79,52.25,1200,1200,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",1.23,0,0,0,"newJointClass"
"SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/grid-pebbling-unsat-grid-pbl-0300.sat05-1350.sat05-1350.reshuffled-07.cnf",90300,179702,1077,2098,82.844,84.654,0.5133,0.3719,0.8647,0,0.9815,0.0037,0.0278,0.0019,0.0046,0.0465,0.0019,0.0029,0.0037,0.0859,0.0024,0.0048,0.4333,0.0384,0.1051,0,0.3333,0.4126,0.0012,0.6574,0,0.0038,1.8343,0.3208,0.0058,0.1396,0.0029,0.0062,0.0074,0.0858,0.0038,0.0086,0.6325,0.1572,0.6824,0.1176,0.7818,0.8552,1200,2.09,1.2,2.09,2.42,1.2,124.78,1200,1200,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",2.43,0,0,0.03,"mxc09"
"SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf",1600,60099,1560,60099,0.0256,0,0.026,0.4937,0.5851,0,0.5992,0.0019,0.3107,0.0013,0.025,0.0748,0.013,0.9993,0.0019,4e-04,0.0019,0.0019,0.0139,0.3276,4e-04,0.3217,0.3391,0.0054,0.001,0.18,6e-04,0.0013,3.412,0.5047,0.0025,2e-04,0.0025,0.0025,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1.29,1200,1200,1200,20.58,1200,289.43,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",0.1,0.01,0.03,20.01,"precosat"
"SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-045.sat05-1310.reshuffled-07.cnf",2025,86175,1980,86175,0.0227,0,0.023,0.5014,0.584,0,0.6053,0.0015,0.3133,0.001,0.0222,0.0672,0.0115,0.9995,0.0015,0,0.0015,0.0015,0,0.3282,0,0.3282,0.3282,0,8e-04,0.1724,5e-04,0.001,3.3437,0.5099,0.002,0,0.002,0.002,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1.17,1200,1200,1200,57.25,1200,1200,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.15,0.03,0.03,20.01,"precosat"
"SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf",3600,207150,3540,207150,0.0169,0,0.0171,0.5011,0.5824,0,0.5956,8e-04,0.3184,6e-04,0.0167,0.0518,0.0085,0.9997,8e-04,0,8e-04,8e-04,0,0.3295,0,0.3295,0.3295,0,4e-04,0.1744,3e-04,6e-04,3.5323,0.5059,0.0011,0,0.0011,0.0011,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,6.64,1200,1200,1200,1093.01,1200,1200,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.46,0.06,0.25,20.01,"lingeling"
"SAT_Competition2009/CRAFTED/Hard/contest02/ezfact256_1.sat05-464.reshuffled-07.cnf",49153,324873,48560,317822,0.0122,0.0222,0.1528,0.3991,0.8272,0,1.2909,1e-04,0.116,0,1e-04,0.5468,0.0131,0.1985,1e-04,1.346,0,0.0016,0.8746,0.0304,0.0463,0,0.3333,0.6598,0,2.0428,0,9e-04,2.1574,0.3528,0,2.1758,0,8e-04,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.97,0.07,6.06,20.03,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf",3073,19785,2790,17342,0.1014,0.1409,0.1609,0.4076,0.8233,0,1.272,0.0013,0.1437,7e-04,0.0018,0.6191,0.0502,0.2032,0.0013,0.5339,4e-04,0.0074,1.3042,0.0247,0.0456,0,0.3333,0.7412,5e-04,0.8765,2e-04,0.0042,2.1932,0.369,4e-04,0.9034,2e-04,0.0036,0.0026,0.697,3e-04,0.0075,1.9164,0.3824,0.4182,0.0394,0.6471,1.6543,1200,1200,1200,1200,1200,742.7,427.58,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",0.03,0,0.03,1.69,"clasp2"
"SAT_Competition2009/CRAFTED/Hard/contest02/hgen2-v500-s1216665065.sat05-467.reshuffled-07.cnf",500,1750,500,1750,0,0,0.2857,0.4949,0.5772,0.3333,0.5537,0.006,0,0.006,0.006,0,0,1,0.006,0.065,0.0057,0.0069,0.9004,0.0258,0.041,0,0.0909,0.5967,0.003,0.271,6e-04,0.0057,1.7718,0.5023,0.012,0.065,0.0114,0.0137,0.009,0.0485,0.0086,0.0103,1.0884,0.1195,0.0444,0.1053,0.125,0.7694,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.02,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf",400,1400,400,1400,0,0,0.2857,0.4933,0.5771,0.3333,0.5511,0.0075,0,0.0075,0.0075,0,0,1,0.0075,0.0602,0.0071,0.0086,0.8799,0.0318,0.0434,0,0.0909,0.6474,0.0037,0.2682,0.0014,0.0064,1.754,0.5,0.015,0.0602,0.0143,0.0171,0.0113,0.0466,0.0107,0.0129,1.0572,0.1196,0.0428,0.1053,0.125,0.7453,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.01,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf",400,1400,400,1400,0,0,0.2857,0.4905,0.5769,0.3333,0.5461,0.0075,0,0.0075,0.0075,0,0,1,0.0075,0.0602,0.0071,0.0086,0.8799,0.0318,0.0434,0,0.0909,0.6474,0.0038,0.2674,7e-04,0.0071,1.7599,0.505,0.015,0.0602,0.0143,0.0171,0.0113,0.0467,0.0107,0.0129,1.0584,0.1196,0.0429,0.1053,0.125,0.7358,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.01,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf",500,1750,500,1750,0,0,0.2857,0.4998,0.5774,0.3333,0.562,0.006,0,0.006,0.006,0,0,1,0.006,0.0604,0.0057,0.0069,0.8809,0.0316,0.0433,0,0.0909,0.6462,0.003,0.2665,6e-04,0.0051,1.7563,0.5023,0.012,0.0604,0.0114,0.0137,0.009,0.047,0.0086,0.0103,1.0635,0.1196,0.0432,0.1053,0.125,0.7405,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.02,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf",9638,31795,3005,13274,2.2073,1.3953,0.2264,0.495,0.6854,0,0.9221,9e-04,0.2145,7e-04,0.013,0.5399,0.1932,0.9916,9e-04,0.6817,6e-04,0.0063,1.4843,0.0745,0.077,0,0.8636,1.4292,5e-04,0.9468,2e-04,0.0042,1.9809,0.5431,7e-04,1.6799,3e-04,0.009,0.0016,1.1612,5e-04,0.1223,2.6677,0.2649,0.5388,0.0013,0.5273,2.9236,1200,1200,1200,523.03,1200,490.52,1200,684.6,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE",0.08,0,0.02,0.47,"mphaseSAT64"
"SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf",650,2756,650,2756,0,0,0.2358,0.5058,0.5772,0.3333,0.5717,0.0046,0,0.0046,0.0046,0,0,1,0.0046,0.0666,0.0044,0.0054,1.1024,0.0316,0.0374,0,0.0769,0.8404,0.0023,0.2145,0.0011,0.004,1.7365,0.5087,0.0077,0.0745,0.0065,0.0094,0.0066,0.053,0.0062,0.008,1.3123,0.1049,0.0488,0.087,0.1111,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.04,"sparrow"
"SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hgen7-n390-02-S178568232.sat05-479.reshuffled-07.cnf",390,1722,390,1722,0,0,0.2265,0.5052,0.5772,0.3333,0.5708,0.0077,0,0.0077,0.0077,0,0,1,0.0077,0.1086,0.007,0.0093,0.9839,0,0,0,0,0,0.0038,0.1086,0.0035,0.0046,0.9839,0.5,0.0077,0.1086,0.007,0.0093,0.0105,0.0784,0.0093,0.0128,1.715,0.1053,0.0725,0.087,0.1176,1.0789,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.02,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf",320,486,184,413,0.7391,0.1768,0.4455,0.4674,0.9719,0,1.2864,0.0161,0.5515,0.0109,0.0543,0.9915,0.678,0.6828,0.0161,0.1163,0.0121,0.0218,1.1602,0.1079,0.0999,0,0.3333,1.1835,0.007,0.4645,0,0.0145,1.6707,0.5666,0.0313,0.2438,0.0121,0.0581,0.0236,0.633,0.0073,0.0847,2.2717,0.244,0.3829,0.0571,0.5333,2.4186,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hgen8-n320-02-S1127428711.sat05-484.reshuffled-07.cnf",320,492,181,401,0.768,0.2269,0.4514,0.4492,1.0023,0,1.2829,0.0162,0.5419,0.011,0.0663,0.9596,0.6758,0.6783,0.0162,0.1259,0.0125,0.0224,1.1876,0.1318,0.1013,0,0.4286,1.3293,0.0077,0.4535,0,0.015,1.7212,0.611,0.032,0.2964,0.02,0.0599,0.0233,0.6151,0.0075,0.0948,2.2058,0.2529,0.3844,0.0569,0.5357,2.3962,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf",700,3500,693,3493,0.0101,0.002,0.1984,0.5036,0.5796,0,0.6373,0.0044,0.042,0.0043,0.0058,0.0833,0,0.9837,0.0044,0.2613,0.0014,0.0094,2.7545,0.1992,0.1542,0,0.7333,3.4378,0.0022,0.3399,0,0.0043,2.3385,0.4961,0.0086,0.2588,0.0029,0.018,0.0066,0.2142,0.0026,0.012,2.9971,0.0913,0.227,0.0476,0.2418,2.0894,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.11,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-02-S350203913.sat05-486.reshuffled-07.cnf",700,3500,692,3492,0.0116,0.0023,0.1982,0.4981,0.5809,0,0.6539,0.0044,0.053,0.0043,0.0072,0.0958,0,0.9825,0.0044,0.2608,0.0017,0.0089,2.7539,0.2135,0.1545,0,0.7647,3.4711,0.0022,0.357,3e-04,0.0052,2.4115,0.5106,0.0086,0.2575,0.0032,0.0175,0.0066,0.2201,0.0029,0.0137,3.0103,0.0918,0.224,0.0417,0.2273,2.0908,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.07,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf",4667,18492,3834,16563,0.2173,0.1165,0.2315,0.4912,0.6081,0,0.8703,8e-04,0.0999,5e-04,0.0013,0.3627,0.0138,0.9159,8e-04,0.9028,4e-04,0.0094,1.109,0.0756,0.0908,0,0.4,1.0494,4e-04,0.9593,1e-04,0.0049,1.9839,0.4899,4e-04,0.9719,2e-04,0.0048,0.002,1.2008,3e-04,0.0074,2.1288,0.3476,0.4325,0.0258,0.619,2.8505,1200,1200,1200,374.64,997.52,351.8,959.11,568.95,940.8,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.07,0,0.04,1.42,"qutersat"
"SAT_Competition2009/CRAFTED/Hard/contest03/others/bqwh.40.reg.520.sat05-433.reshuffled-07.cnf",2211,14710,2211,14710,0,0,0.1503,0.4897,0.9918,0,1.0132,0.001,0.3936,9e-04,0.0041,0.4592,0.9076,0.9268,0.001,0.1983,5e-04,0.0016,2.4997,0.5822,0.0895,0.1429,0.75,2.4997,7e-04,0.3566,3e-04,0.0014,2.5619,0.7101,8e-04,0.2479,3e-04,0.0014,6e-04,1.5247,3e-04,0.0088,0.7601,0.3055,0.2754,0.0153,0.3333,0.5537,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,0.13,"sparrow"
"SAT_Competition2009/CRAFTED/Hard/contest03/others/color-11-3.sat05-445.reshuffled-07.cnf",363,9559,242,9196,0.5,0.0395,0.0263,0.362,0.7739,0,2.1245,0.0219,0.1939,0.0083,0.0331,1.3966,0.0132,0.0132,0.0219,0,0.0219,0.0219,0,0.005,0,0.005,0.005,0,0.0039,0.3655,8e-04,0.0075,3.7668,0.2022,0.0262,0,0.0262,0.0262,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.09,0,0,20.01,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf",1296,95904,972,94608,0.3333,0.0137,0.0103,0.3211,0.8831,0,1.8093,0.0061,0.2981,0.0021,0.0123,1.2688,0.0103,0.0103,0.0061,0,0.0061,0.0061,0,0.0034,0,0.0034,0.0034,0,8e-04,0.5043,1e-04,0.0017,4.847,0.1621,0.0086,0.0092,0.0084,0.0087,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.29,0.03,0.04,20.1,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf",184,896,132,792,0.3939,0.1313,0.1667,0.414,0.7332,0,1.6338,0.0295,0.2693,0.0152,0.053,1.1922,0.0101,0.3889,0.0295,0.4597,0.0126,0.0808,1.7267,0.0087,0.04,0,0.3878,0.4197,0.0098,0.2768,0.0038,0.0164,1.9721,0.3662,0.0146,0.688,0.0076,0.0467,0.0477,0.4993,0.0152,0.1086,3.1441,0.3683,0.2662,0.2419,0.7746,3.0563,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.05,"picosat"
"SAT_Competition2009/CRAFTED/Hard/contest03/others/hwb-n32-01-S1491788039.sat05-497.reshuffled-07.cnf",226,1078,165,956,0.3697,0.1276,0.1726,0.4151,0.7421,0,1.5494,0.0231,0.2655,0.0121,0.0485,1.1839,0.0209,0.4079,0.0231,0.4808,0.0084,0.069,2.0391,0.0172,0.0656,0,0.48,0.6064,0.0079,0.3035,0.001,0.0136,2.1377,0.3776,0.0116,0.7141,0.0052,0.045,0.0388,0.5427,0.0094,0.1056,3.4498,0.3693,0.2569,0.2335,0.753,3.1993,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.1,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s383740539.sat05-534.reshuffled-07.cnf",1188,13833,891,13536,0.3333,0.0219,0.0658,0.4781,0.5945,0.1429,1.0488,0.0038,0.2489,0.0034,0.0079,0.4845,0,0.8432,0.0038,0.3252,0.0024,0.0092,3.1513,0.3444,0.0501,0.2,0.5,2.5121,0.0016,0.4752,2e-04,0.0049,3.6066,0.4453,0.0014,0.2975,8e-04,0.0033,0.0057,0.5609,0.0019,0.029,4.6518,0.2029,0.3055,0.048,0.399,3.2297,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.09,0,0,3.79,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1756632460.sat05-526.reshuffled-07.cnf",1132,14011,849,13728,0.3333,0.0206,0.0618,0.4797,0.5977,0.1429,1.057,0.0039,0.2487,0.0035,0.0082,0.4848,0,0.8428,0.0039,0.3632,0.0023,0.0093,3.2918,0.3429,0.049,0.2,0.5,2.5386,0.0016,0.4864,3e-04,0.0051,3.6396,0.4436,0.0015,0.3314,8e-04,0.003,0.0061,0.5743,0.002,0.0321,4.7777,0.187,0.3198,0.044,0.4108,3.1912,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.09,0,0,4.66,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf",1192,14506,894,14208,0.3333,0.021,0.0629,0.479,0.5956,0.1429,1.0504,0.0037,0.2501,0.0034,0.0078,0.483,0,0.8454,0.0037,0.3811,0.0023,0.0092,3.2629,0.3448,0.0488,0.2,0.5,2.5158,0.0015,0.5152,3e-04,0.0049,3.6352,0.4369,0.0014,0.3412,0.001,0.0031,0.0059,0.5927,0.0019,0.0336,4.8243,0.1908,0.3314,0.0403,0.4187,3.2468,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.09,0,0,4.83,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.02-s1099787414.sat05-542.reshuffled-07.cnf",1184,14216,888,13920,0.3333,0.0213,0.0638,0.4775,0.5956,0.1429,1.0516,0.0038,0.2492,0.0034,0.0079,0.4842,0,0.8437,0.0038,0.3659,0.0023,0.0114,3.2135,0.3428,0.0501,0.2,0.5,2.4989,0.0016,0.4746,1e-04,0.0064,3.6269,0.4488,0.0014,0.3342,9e-04,0.004,0.0058,0.5958,0.0019,0.036,4.7849,0.1931,0.3284,0.0363,0.3957,3.2522,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.09,0,0,4.59,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.04-s736572600.sat05-546.reshuffled-07.cnf",1148,14303,861,14016,0.3333,0.0205,0.0614,0.4788,0.5954,0.1429,1.0484,0.0039,0.2497,0.0035,0.0081,0.4836,0,0.8446,0.0039,0.3979,0.0023,0.0118,3.2789,0.3447,0.0469,0.2,0.5,2.5012,0.0016,0.5189,1e-04,0.0069,3.6215,0.4345,0.0014,0.3615,8e-04,0.004,0.0062,0.6029,0.0019,0.0375,4.8716,0.1852,0.3453,0.0371,0.4129,3.2557,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.13,0,0.01,5.2,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s111845174.sat05-536.reshuffled-07.cnf",772,9601,579,9408,0.3333,0.0205,0.0615,0.4793,0.597,0.1429,1.0551,0.0058,0.2487,0.0052,0.0121,0.4848,0,0.8429,0.0058,0.3822,0.0034,0.0136,3.2805,0.343,0.0479,0.2203,0.5,2.5447,0.0025,0.5108,4e-04,0.0079,3.6494,0.457,0.0021,0.3428,0.0012,0.0047,0.0091,0.5835,0.003,0.0469,4.8236,0.1893,0.3263,0.0422,0.4022,3.2248,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.09,0,0,3.32,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf",700,8767,525,8592,0.3333,0.0204,0.0611,0.4827,0.5946,0.1429,1.0565,0.0064,0.2498,0.0057,0.0133,0.4834,0,0.8449,0.0064,0.3858,0.0037,0.017,3.2716,0.3434,0.0472,0.2308,0.5,2.4872,0.0026,0.514,2e-04,0.0076,3.6897,0.4396,0.0023,0.3308,0.0016,0.0051,0.01,0.5946,0.0034,0.0608,4.8385,0.1892,0.3181,0.0453,0.3972,3.1994,1200,1200,1200,1200,1200,1200,1200,957.24,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",0.07,0.01,0,3.11,"mxc09"
"SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf",4703,45358,4447,43237,0.0576,0.0491,0.1029,0.4001,0.7203,0,1.3307,0.001,0.2305,4e-04,0.0011,0.6873,0.0988,0.21,0.001,2.7018,2e-04,0.0218,1.2184,0.0457,0.0708,0,0.6043,1.067,2e-04,2.9145,0,0.0075,2.4102,0.27,3e-04,2.3154,1e-04,0.0055,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.12,0.01,0.06,20.01,"mphaseSAT"
"SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-048BitPrimes-1.sat05-504.reshuffled-07.cnf",4703,45358,4457,43301,0.0552,0.0475,0.1029,0.4037,0.7195,0,1.3326,0.001,0.2307,4e-04,0.0011,0.6911,0.0992,0.2098,0.001,2.7022,2e-04,0.0218,1.2213,0.0462,0.0711,0,0.6034,1.0783,2e-04,2.9004,0,0.0075,2.4204,0.2732,3e-04,2.3153,1e-04,0.0055,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.11,0.01,0.06,20.02,"mphaseSAT"
