"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","clasp1","clasp2","cryptominisat2011","ebglucose","ebminisat","glucose2","glueminisat","lingeling","lrglshr","marchrw","minisatpsm","mphaseSAT","mphaseSATm","mxc09","picosat","precosat","qutersat","rcl","restartsat","sapperlot","sol","spear.hw","spear.sw","clasp1_success","clasp2_success","cryptominisat2011_success","ebglucose_success","ebminisat_success","glucose2_success","glueminisat_success","lingeling_success","lrglshr_success","marchrw_success","minisatpsm_success","mphaseSAT_success","mphaseSATm_success","mxc09_success","picosat_success","precosat_success","qutersat_success","rcl_success","restartsat_success","sapperlot_success","sol_success","spear.hw_success","spear.sw_success","Pre","Basic","KLB","CG","Class"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1797123396-073.cnf",800,16000,800,16000,0,0,0.05,0.3771,0.6478,0.2,0.8348,0.0063,0,0.0063,0.0063,0,0,0,0.0063,0.1013,0.0046,0.0084,3.6878,0.0777,0.06,0,0.3962,2.987,0.0012,0.2351,4e-04,0.0023,2.8938,0.1905,0.0197,0.0819,0.0149,0.025,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.01,"gnoveltyp2"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S249585100-059.cnf",800,16000,800,16000,0,0,0.05,0.3716,0.6547,0.2,0.8245,0.0063,0,0.0063,0.0063,0,0,0,0.0063,0.0982,0.0044,0.0084,3.6552,0.0854,0.0621,0,0.3763,3.066,0.0012,0.2349,3e-04,0.002,2.8726,0.185,0.0197,0.0784,0.0143,0.0244,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,215.15,206.81,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.01,"gnoveltyp2"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S251246256-047.cnf",800,16000,800,16000,0,0,0.05,0.3777,0.6464,0.2,0.8354,0.0063,0,0.0063,0.0063,0,0,0,0.0063,0.1016,0.0042,0.0084,3.6885,0.0795,0.0621,0,0.4505,3.012,0.0012,0.2282,4e-04,0.0021,2.8514,0.1877,0.0197,0.0807,0.014,0.0246,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.01,"sparrow"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S315403000-060.cnf",800,16000,800,16000,0,0,0.05,0.373,0.6537,0.2,0.8276,0.0063,0,0.0063,0.0063,0,0,0,0.0063,0.0968,0.0046,0.0083,3.6465,0.0837,0.062,0,0.3514,3.0527,0.0012,0.2325,3e-04,0.0021,2.8588,0.1856,0.0197,0.0761,0.0152,0.0244,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,144.04,144.78,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.01,"gnoveltyp2"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1119648091-064.cnf",900,18000,900,18000,0,0,0.05,0.3758,0.6508,0.2,0.8331,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.0984,0.0038,0.0075,3.6613,0.0802,0.0602,0,0.3402,3.0119,0.001,0.2254,4e-04,0.002,2.845,0.1888,0.0179,0.0799,0.0136,0.0228,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0.01,20.01,"eagleup"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1253795703-015.cnf",900,18000,900,18000,0,0,0.05,0.3743,0.6514,0.2,0.8296,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.0976,0.0037,0.0076,3.6471,0.0802,0.0608,0,0.3708,3.0133,0.001,0.2321,2e-04,0.0018,2.8663,0.187,0.0179,0.0801,0.013,0.0229,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.04,0,0.01,20.01,"eagleup"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1334593800-018.cnf",900,18000,900,18000,0,0,0.05,0.3764,0.6509,0.2,0.8346,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.0961,0.0041,0.0073,3.6473,0.0796,0.0593,0,0.3478,2.9967,0.001,0.2233,4e-04,0.0017,2.8279,0.1871,0.018,0.079,0.0137,0.0231,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.01,"gnoveltyp2"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf",900,18000,900,18000,0,0,0.05,0.3735,0.6567,0.2,0.8302,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.1003,0.0037,0.0073,3.6902,0.08,0.0613,0,0.3191,3.0194,0.001,0.2378,3e-04,0.0018,2.8885,0.1869,0.0179,0.0816,0.0131,0.0231,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0.01,20.01,"eagleup"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1738391204-028.cnf",900,18000,900,18000,0,0,0.05,0.3772,0.6475,0.2,0.8348,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.1014,0.0039,0.0078,3.6947,0.0756,0.0586,0,0.3258,2.9697,0.0011,0.2261,3e-04,0.002,2.8526,0.1903,0.018,0.0833,0.0135,0.0232,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0.01,0.01,20.01,"tnm"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1788451776-008.cnf",900,18000,900,18000,0,0,0.05,0.3755,0.6506,0.2,0.8322,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.1022,0.0038,0.0072,3.7096,0.08,0.0614,0,0.2885,3.0253,0.001,0.2252,3e-04,0.0018,2.8338,0.1859,0.0179,0.0835,0.0134,0.0222,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.01,"sparrow"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S2124311399-085.cnf",900,18000,900,18000,0,0,0.05,0.3758,0.6498,0.2,0.8325,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.0979,0.0036,0.0078,3.655,0.0798,0.0587,0,0.3019,3.0043,0.001,0.2318,4e-04,0.0019,2.8609,0.1856,0.0179,0.0796,0.0123,0.0227,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,210.31,231.95,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.01,"eagleup"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S661850551-087.cnf",900,18000,900,18000,0,0,0.05,0.3765,0.6492,0.2,0.8339,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.0987,0.0039,0.0073,3.6626,0.0819,0.0622,0,0.4,3.033,0.001,0.2321,2e-04,0.0021,2.8483,0.1853,0.0179,0.0811,0.0135,0.0227,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,578.05,580.37,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0.01,20.01,"sparrow"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S678706275-057.cnf",900,18000,900,18000,0,0,0.05,0.3751,0.6497,0.2,0.8308,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.0998,0.0033,0.0071,3.6775,0.0764,0.0589,0,0.3458,2.9706,0.001,0.2226,3e-04,0.0019,2.8096,0.1837,0.018,0.0824,0.0119,0.0226,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.01,"sparrow"
"SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S743448446-027.cnf",900,18000,900,18000,0,0,0.05,0.3739,0.6483,0.2,0.8269,0.0056,0,0.0056,0.0056,0,0,0,0.0056,0.1004,0.0039,0.0072,3.6931,0.0812,0.0618,0,0.3333,3.0234,0.0011,0.2298,4e-04,0.0019,2.8709,0.1891,0.0179,0.0816,0.0139,0.0222,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.01,"gnoveltyp2"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1017667294-044.cnf",140,11900,140,11900,0,0,0.0118,0.3139,0.6834,0.1429,1.0088,0.05,0,0.05,0.05,0,0,0,0.05,0.0374,0.046,0.0551,4.0547,0.0316,0.0229,0,0.105,2.0534,0.0031,0.1551,0.0022,0.0045,3.0429,0.0622,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,307.95,133.1,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.16,"gnoveltyp2"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1085378176-050.cnf",140,11900,140,11900,0,0,0.0118,0.3127,0.6835,0.1429,1.0051,0.05,0,0.05,0.05,0,0,0,0.05,0.0385,0.0457,0.055,4.076,0.0321,0.026,0,0.1293,2.0261,0.0031,0.1629,0.0018,0.0048,3.0568,0.0626,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,38.88,38.53,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.01,"mphaseSAT64"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1818639567-059.cnf",140,11900,140,11900,0,0,0.0118,0.3098,0.6804,0.1429,0.9944,0.05,0,0.05,0.05,0,0,0,0.05,0.0382,0.0453,0.0545,4.0427,0.0339,0.0236,0,0.1184,2.0685,0.003,0.1625,0.0015,0.0043,3.0262,0.0595,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,62.24,60.43,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.16,"sattimep"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf",140,11900,140,11900,0,0,0.0118,0.3125,0.6775,0.1429,1.0007,0.05,0,0.05,0.05,0,0,0,0.05,0.0395,0.0458,0.0559,4.1124,0.0352,0.0268,0,0.1317,2.1572,0.0033,0.1539,0.0019,0.005,3.0207,0.0653,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,102.18,443.78,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.26,"sattime"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S2059720696-001.cnf",140,11900,140,11900,0,0,0.0118,0.3151,0.6801,0.1429,1.0107,0.05,0,0.05,0.05,0,0,0,0.05,0.0421,0.0448,0.0558,4.0939,0.0312,0.0244,0,0.1383,2.0692,0.0032,0.1586,0.0019,0.005,3.0323,0.0634,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,180.42,622.81,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0,20.22,"eagleup"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S541865505-057.cnf",140,11900,140,11900,0,0,0.0118,0.3141,0.6754,0.1429,1.0051,0.05,0,0.05,0.05,0,0,0,0.05,0.0398,0.0448,0.0543,4.1616,0.0329,0.0219,0,0.0997,2.0561,0.0031,0.159,0.0018,0.0043,3.098,0.0628,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,227.94,643.29,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.16,"satime11"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S547165541-056.cnf",140,11900,140,11900,0,0,0.0118,0.3123,0.6832,0.1429,1.0036,0.05,0,0.05,0.05,0,0,0,0.05,0.0467,0.0443,0.0565,4.2271,0.0357,0.0258,0,0.1129,2.1681,0.0031,0.1646,0.0017,0.0045,3.0682,0.0617,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1085.06,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.02,"eagleup"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S74035269-088.cnf",140,11900,140,11900,0,0,0.0118,0.3149,0.6804,0.1429,1.0099,0.05,0,0.05,0.05,0,0,0,0.05,0.0446,0.0437,0.055,4.1308,0.0338,0.0248,0,0.1267,2.0909,0.0031,0.161,0.0017,0.0045,3.0818,0.0614,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,182.05,87.49,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.07,"satime11"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S814638510-058.cnf",140,11900,140,11900,0,0,0.0118,0.3104,0.679,0.1429,0.9957,0.05,0,0.05,0.05,0,0,0,0.05,0.0417,0.0438,0.055,4.1689,0.0348,0.0273,0,0.1269,2.1749,0.003,0.1621,0.0018,0.004,2.968,0.0593,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,14.98,15.63,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.02,0,0,20.02,"sparrow"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf",140,11900,140,11900,0,0,0.0118,0.3137,0.6811,0.1429,1.007,0.05,0,0.05,0.05,0,0,0,0.05,0.0393,0.0434,0.054,4.1453,0.0328,0.0217,0,0.0949,2.0697,0.0031,0.1574,0.0019,0.0044,3.0413,0.0624,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,403.12,224.53,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0,20.15,"sattimep"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1178729443-051.cnf",160,13600,160,13600,0,0,0.0118,0.3133,0.6797,0.1429,1.0048,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0399,0.0397,0.0485,4.2481,0.032,0.023,0.0016,0.1203,2.0736,0.0027,0.1665,0.0015,0.004,3.1348,0.0621,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.15,"eagleup"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1543261951-042.cnf",160,13600,160,13600,0,0,0.0118,0.3138,0.6804,0.1429,1.0067,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0416,0.0387,0.0474,4.2264,0.0326,0.0249,0,0.138,2.1156,0.0028,0.1706,0.0015,0.004,3.184,0.0637,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,399.62,242.38,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.04,0.01,0,20.06,"sparrow"
"SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1849057034-020.cnf",160,13600,160,13600,0,0,0.0118,0.3134,0.6771,0.1429,1.0037,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0393,0.0393,0.0479,4.2149,0.0325,0.0237,0,0.1006,2.095,0.0028,0.1593,0.0017,0.004,3.0851,0.0631,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,87.66,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.13,"mphaseSAT64"
