"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","QuteRSat_2011.05.12_fixed_","RestartSAT_B95","SAT07referencesolverminisat_SAT2007","SApperloT2010_2011.05.15_fixed_","glucose_2","jMiniSat_2011","sathys_2011.04.01","QuteRSat_2011.05.12_fixed__success","RestartSAT_B95_success","SAT07referencesolverminisat_SAT2007_success","SApperloT2010_2011.05.15_fixed__success","glucose_2_success","jMiniSat_2011_success","sathys_2011.04.01_success","Pre","Basic","KLB","CG","Class"
"./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf",41,224,41,224,0,0,0.183,0.3839,0.6736,0,1.3935,0.115,0.0958,0.0976,0.122,0.5983,0,0,0.115,0.2328,0.0714,0.1429,1.0511,0,0,0,0,0,0.0285,0.3999,0.0089,0.0446,1.6738,0.2545,0.0322,0.1038,0.0268,0.0357,0.1945,0.2163,0.1384,0.2455,1.3518,0.4422,0.084,0.3871,0.4805,1.3518,0.143977,3.54546,1.17082,7.51886,0.231964,4.25535,0.31795,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0.02,"Sol_2011.04.04"
"./SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf",41,272,41,272,0,0,0.1507,0.3456,0.8113,0,1.7678,0.1277,0.1674,0.0732,0.1463,1.1407,0,0.0588,0.1277,0.3301,0.0735,0.2353,1.7643,0,0,0,0,0,0.0208,0.4838,0.0074,0.0404,1.9748,0.1801,0.028,0.1476,0.0221,0.0368,0.2212,0.2241,0.0993,0.3199,2.3235,0.4895,0.1429,0.348,0.5618,1.905,0.971851,10.4814,2.22566,13.8719,1.12683,15.1267,4.39433,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0.04,"Sol_2011.04.04"
"./SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf",4979,43754,4979,43754,0,0,0.1138,0.4905,1.0013,0,0.9452,4e-04,0.4568,4e-04,0.0024,0.3209,0.9443,0.947,4e-04,0.1632,2e-04,7e-04,2.5781,0.6848,0.0561,0.25,0.8125,2.5469,3e-04,0.3737,1e-04,7e-04,2.8815,0.7188,4e-04,0.1927,1e-04,7e-04,2e-04,2.0788,1e-04,0.0051,0.4873,0.3161,0.2232,0.0089,0.3333,0.3014,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.11,0.01,0.07,0.72,"sattime._2011.03.02"
"./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf",7534,72812,7534,72812,0,0,0.1035,0.4935,0.9983,0,0.9181,3e-04,0.4767,3e-04,0.0019,0.2836,0.9532,0.955,3e-04,0.1731,1e-04,5e-04,2.7181,0.7112,0.0519,0.4,0.8378,2.6307,2e-04,0.3917,1e-04,4e-04,3.0013,0.713,3e-04,0.2012,1e-04,5e-04,1e-04,2.3242,1e-04,0.0042,0.4254,0.3187,0.2063,0.0065,0.3333,0.2523,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.19,0.01,0.17,1.46,"sattime._2011.03.02"
"./SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf",400,2576,392,2560,0.0204,0.0063,0.1531,0.4601,0.7103,0,1.4472,0.0084,0.2891,0.0051,0.0128,1.0627,0.15,0.75,0.0084,0.7656,0.0047,0.025,1.1432,0.0544,0.0782,0,0.1667,0.6317,0.0034,0.6369,0.0016,0.0129,2.2014,0.4719,0.0049,0.8732,0.0027,0.0156,0.0202,0.5327,0.0078,0.041,1.8945,0.1074,0.3099,0.0399,0.1366,1.4001,357.729,491.307,247.666,913.427,180.703,811.96,5000,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",0,0,0,0.36,"newJointClass"
"./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf",184,896,132,792,0.3939,0.1313,0.1667,0.43,0.7724,0,1.7357,0.0296,0.2758,0.0152,0.053,1.1838,0.0101,0.3864,0.0296,0.4596,0.0152,0.0808,1.7267,0.0162,0.0855,0,0.7436,0.4636,0.0091,0.33,0.0025,0.0177,2.0302,0.3472,0.0147,0.7037,0.0076,0.0518,0.049,0.553,0.0152,0.1275,3.2566,0.3625,0.2458,0.244,0.7575,3.099,2685.32,5000,1493.43,5000,2233.22,5000,5000,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",0,0,0,0.07,"PicoSAT_941"
"./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf",184,896,131,790,0.4046,0.1342,0.1658,0.4245,0.7882,0,1.6601,0.0301,0.2894,0.0153,0.0534,1.1397,0.0101,0.3899,0.0301,0.4774,0.0152,0.0835,1.6908,0.0163,0.0926,0,0.7436,0.3503,0.0092,0.3093,0.0038,0.0165,1.9569,0.3456,0.0148,0.6964,0.0076,0.0468,0.0499,0.5698,0.0152,0.1278,3.204,0.3632,0.2557,0.246,0.6606,3.0779,5000,5000,2569.33,5000,5000,5000,5000,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.07,"PicoSAT_941"
"./SAT03/handmade/stanion/hwb/hwb-n30-02-S77299857.shuffled-as.sat03-1633.cnf",194,954,139,844,0.3957,0.1303,0.1647,0.4094,0.7888,0,1.6647,0.028,0.2548,0.0144,0.0504,1.1714,0.0047,0.3768,0.028,0.4607,0.0166,0.0806,1.6672,0.0147,0.0786,0,0.6154,0.4406,0.0088,0.3397,0.0024,0.0178,2.0954,0.3424,0.0138,0.7017,0.0071,0.0474,0.0468,0.5345,0.0154,0.1185,3.0728,0.3587,0.2547,0.244,0.7164,2.9768,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.07,"PicoSAT_941"
"./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf",226,1078,165,958,0.3697,0.1253,0.1722,0.4238,0.7546,0,1.7012,0.0233,0.2773,0.0121,0.0485,1.2332,0.0209,0.4071,0.0233,0.4794,0.0084,0.0731,2.0746,0.0186,0.079,0,0.7073,0.6138,0.0077,0.344,0.001,0.0146,2.1846,0.3685,0.0116,0.7051,0.0052,0.0438,0.0392,0.554,0.0073,0.1075,3.5982,0.3658,0.2668,0.233,0.7706,3.2111,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.07,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf",1199,11158,1055,10087,0.1365,0.1062,0.1046,0.2946,0.6818,0,1.2377,0.0042,0.2366,0.0019,0.0047,0.7652,0.104,0.2202,0.0042,1.8329,0.001,0.045,1.3931,0.053,0.091,0,0.5894,1.119,0.0014,1.9106,3e-04,0.0162,1.268,0.3576,0.0012,1.5609,6e-04,0.0116,0.0315,0.1713,9e-04,0.0718,3.0217,0.0892,0.2624,0.0213,0.5556,1.4074,538.547,17.3894,138.543,317.627,119.222,105.651,11.4853,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.01,0.01,0,38.04,"newJointClass"
"./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf",880,6174,807,5781,0.0905,0.068,0.1396,0.3696,0.8892,0,1.0097,0.0049,0.0323,0.0025,0.0062,0.0696,0.0017,0.0112,0.0049,0.4176,0.0017,0.0157,3.125,0.1259,0.0978,0,0.5714,3.137,0.0015,0.4651,2e-04,0.0054,2.7428,0.3081,0.0022,0.4088,9e-04,0.0067,0.0102,0.2341,0.0021,0.0192,4.0244,0.1766,0.2489,0.065,0.5842,2.8154,0.78188,2.95455,2.20766,0.309952,1.15882,2.33864,2.04769,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0.85,"sattime._2011.03.02"
"./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf",1090,4103,913,3795,0.1939,0.0812,0.2406,0.483,0.6025,0,0.9319,0.0034,0.1208,0.0022,0.0066,0.4159,0.0053,0.8925,0.0034,0.4029,3e-04,0.0092,3.0136,0.2619,0.2048,0,1,3.4575,0.0016,0.4895,0,0.0053,2.4615,0.4777,0.0048,0.3972,5e-04,0.0121,0.0055,0.306,0.0013,0.0142,3.2352,0.1567,0.3406,0.0545,0.4667,2.9908,357.023,174.923,29.8925,6.67498,6.66499,74.1877,13.172,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.01,0,0,0.08,"sattime_2011.03.02"
"./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf",895,3357,741,3075,0.2078,0.0917,0.241,0.4802,0.6136,0,0.9602,0.0042,0.1261,0.0027,0.0081,0.4319,0.0049,0.8865,0.0042,0.4156,3e-04,0.0107,3.0176,0.2512,0.1997,0,1,3.4019,0.0019,0.5014,0,0.0052,2.4312,0.4563,0.0058,0.4154,7e-04,0.0159,0.0069,0.3139,0.0016,0.0179,3.2709,0.1597,0.3538,0.0531,0.5238,3.029,2.07668,3.80042,6.14806,4.19836,13.9739,20.1409,43.0375,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.01,0,0,0.07,"sattime._2011.03.02"
"./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf",1124,13289,843,13008,0.3333,0.0216,0.0648,0.6621,0.4686,0.3333,0.9999,0.004,0.2498,0.0036,0.0083,0.4835,0,0.8448,0.004,0.349,0.0025,0.0099,3.3715,0.3456,0.0591,0.2,0.5,2.6708,0.003,0.3555,0.002,0.0076,2.3014,0.8448,0.0015,0.3179,9e-04,0.0034,0.0061,0.5777,0.0022,0.0367,4.7035,0.1967,0.3105,0.0403,0.3977,3.2144,5000,5000,1595.59,5000,5000,4401.74,5000,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",0.07,0,0.01,3.94,"newJointClass"
"./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf",772,9601,579,9408,0.3333,0.0205,0.0615,0.6631,0.4669,0.3333,1.0041,0.0058,0.2484,0.0052,0.0121,0.4852,0,0.8423,0.0058,0.3878,0.0034,0.0136,3.4805,0.3459,0.0595,0.2,0.5,2.7132,0.0044,0.3915,0.0028,0.0105,2.3799,0.8423,0.0021,0.3445,0.0012,0.0047,0.0091,0.5895,0.0029,0.0533,4.8436,0.1905,0.3248,0.0381,0.4074,3.2265,4326.04,5000,5000,5000,5000,5000,5000,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0.01,3.41,"MPhaseSAT_2011.02.15"
"./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf",764,9695,573,9504,0.3333,0.0201,0.0603,0.6627,0.4676,0.3333,1.0025,0.0058,0.2489,0.0052,0.0122,0.4846,0,0.8432,0.0058,0.3889,0.0034,0.0153,3.4902,0.3468,0.0579,0.2,0.5,2.7486,0.0044,0.3921,0.0027,0.0118,2.4379,0.8432,0.0021,0.3481,0.0012,0.0049,0.0092,0.5834,0.0032,0.0451,4.8432,0.1867,0.3301,0.0435,0.3931,3.2156,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0,3.58,"SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf",260,486,184,415,0.413,0.1711,0.4434,0.4024,1.1112,0,1.2178,0.0163,0.5727,0.0109,0.0543,1.0012,0.6675,0.6699,0.0163,0.1292,0.012,0.0217,1.2828,0.1149,0.1066,0,0.4286,1.3458,0.0072,0.4711,0,0.0169,1.6896,0.5831,0.0316,0.2734,0.0193,0.0651,0.0243,0.6292,0.0072,0.0843,2.4272,0.2368,0.3882,0.0605,0.5,2.5868,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf",975,34275,900,33196,0.0833,0.0325,0.0271,0.9848,0.0471,0.6,0.3436,0.0035,1.0872,0.0022,0.0256,0.3703,0.899,0.899,0.0035,0.2132,0.0018,0.006,4.5053,0.2158,0.0581,0.0866,0.4082,3.1317,0.002,0.2056,0.001,0.0036,3.9503,0.899,0.004,0.2145,0.002,0.0064,0.0206,0.645,0.0128,0.0694,0.8158,0.1766,0.2851,0.0435,0.3333,0.7701,5000,5000,3519.77,5000,3146.33,5000,5000,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",0.09,0,0.01,60.01,"sattime_2011.03.02"
"./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf",1120,43179,1040,41934,0.0769,0.0297,0.0248,0.9867,0.0425,0.5,0.3284,0.003,1.1406,0.0019,0.024,0.3513,0.9049,0.9049,0.003,0.2301,0.0014,0.0054,4.6661,0.2119,0.0598,0.0653,0.425,3.1687,0.0017,0.2122,8e-04,0.003,4.0906,0.9049,0.0035,0.2364,0.0016,0.0066,0.0206,0.645,0.0128,0.0694,0.8158,0.1766,0.2851,0.0435,0.3333,0.7701,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.12,0.01,0.01,60.04,"sattime_2011.03.02"
"./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf",945,61855,900,60686,0.05,0.0193,0.0148,0.9939,0.0236,0.8182,0.2428,0.0036,1.4682,0.0022,0.0433,0.2623,0.9348,0.9348,0.0036,0.1787,0.0021,0.0052,4.9521,0.1903,0.0412,0.0929,0.323,2.8156,0.0021,0.1737,0.0012,0.0031,4.4267,0.9348,0.0042,0.1866,0.0025,0.0064,0.0206,0.645,0.0128,0.0694,0.8158,0.1766,0.2851,0.0435,0.3333,0.7701,3128.69,5000,5000,400.12,5000,5000,5000,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",0.24,0.01,0.02,60.22,"sattime_2011.03.02"
"./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf",1534,132295,1475,130281,0.04,0.0155,0.0113,0.9959,0.0174,0.7778,0.2102,0.0022,1.6617,0.0014,0.0332,0.2239,0.9463,0.9463,0.0022,0.1853,0.0014,0.0037,5.206,0.1809,0.039,0.0794,0.2981,2.7629,0.0013,0.1803,8e-04,0.0022,4.6945,0.9463,0.0026,0.2014,0.0013,0.0042,0.0206,0.645,0.0128,0.0694,0.8158,0.1766,0.2851,0.0435,0.3333,0.7701,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.66,0.01,0.05,60.01,"sattime_2011.03.02"
"./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf",1534,132295,1475,130262,0.04,0.0156,0.0113,0.9959,0.0174,0.7778,0.2102,0.0022,1.6619,0.0014,0.0325,0.2246,0.9463,0.9463,0.0022,0.192,0.0014,0.0035,5.2853,0.1814,0.0414,0.0796,0.3722,2.8117,0.0013,0.1855,8e-04,0.0021,4.7382,0.9463,0.0026,0.1903,0.0015,0.0044,0.0206,0.645,0.0128,0.0694,0.8158,0.1766,0.2851,0.0435,0.3333,0.7701,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.66,0.01,0.05,60.01,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf",4487,18555,2530,18124,0.7735,0.0238,0.1396,0.4807,0.3924,0,0.7691,0.0015,0.156,8e-04,0.002,0.594,0.0763,0.172,0.0015,2.7985,4e-04,0.034,1.2878,0.0363,0.1098,0,0.6667,0.7891,7e-04,2.7597,1e-04,0.017,1.2674,0.5045,5e-04,2.1024,3e-04,0.009,0.0206,0.645,0.0128,0.0694,0.8158,0.1766,0.2851,0.0435,0.3333,0.7701,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.08,0,0.02,60.02,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf",4499,18603,2535,18172,0.7748,0.0237,0.1395,0.484,0.3717,0,0.7325,0.0015,0.1556,8e-04,0.002,0.5897,0.0761,0.1709,0.0015,2.8007,4e-04,0.0343,1.2845,0.0362,0.1092,0,0.6364,0.7893,7e-04,2.7536,2e-04,0.0172,1.2052,0.5094,5e-04,2.0921,3e-04,0.0093,0.0206,0.645,0.0128,0.0694,0.8158,0.1766,0.2851,0.0435,0.3333,0.7701,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.08,0,0.02,60.01,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf",270,1080,270,1080,0,0,0.25,0.5,0.5774,0.3333,0.5623,0.0111,0,0.0111,0.0111,0,0,1,0.0111,0,0.0111,0.0111,0,0,0,0,0,0,0.0054,0.2892,0.0028,0.0083,1.2351,0.4889,0.0055,0.0143,0.0046,0.0056,0.0139,0.0057,0.013,0.0139,0.0437,0.302,0.0315,0.3,0.4,0.3072,5000,505.182,5000,5000,5000,3471.53,5000,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",0,0,0,0.01,"MPhaseSAT_2011.02.15"
"./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf",311,2192,311,2192,0,0,0.1419,0.368,0.8294,0,1.5974,0.0142,0.1227,0.0129,0.0193,0.7595,0,0,0.0142,0.2208,0.0109,0.0237,1.2409,0.0203,0.0451,0,0.2,0.6084,0.0035,0.2088,0.0014,0.0055,1.8528,0.2555,0.0039,0.1102,0.0032,0.0055,0.0218,0.1896,0.016,0.0351,2.4789,0.4479,0.1611,0.3143,0.6373,2.8037,188.834,90.5702,278.078,5000,64.5702,5000,5000,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0,0,0,0.21,"newJointClass"
"./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf",326,2332,326,2332,0,0,0.1398,0.3739,0.7972,0,1.6431,0.0137,0.1374,0.0123,0.0184,0.8437,0,0,0.0137,0.275,0.0103,0.0257,1.365,0.0228,0.0462,0,0.2,0.7809,0.0035,0.1864,0.0013,0.0056,1.802,0.2633,0.0037,0.114,0.0026,0.0047,0.0216,0.2462,0.0146,0.0356,2.6739,0.4522,0.1589,0.3012,0.6517,2.9619,567.829,669.988,5000,5000,514.556,5000,5000,"TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",0,0,0,0.26,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf",338,2376,338,2376,0,0,0.1423,0.3723,0.8022,0,1.617,0.013,0.1328,0.0118,0.0178,0.7996,0,0,0.013,0.2691,0.0101,0.0337,1.2473,0.0202,0.0442,0,0.2,0.6363,0.0034,0.2099,0.0013,0.0055,1.9071,0.266,0.0036,0.1169,0.0025,0.0051,0.0205,0.2621,0.0135,0.0417,2.5202,0.4474,0.1565,0.3262,0.6422,2.8759,1943.87,3357.33,1594.24,5000,2395.21,5000,5000,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0,0,0,0.25,"clasp_2.0.R4092.crafted"
"./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf",339,2416,339,2416,0,0,0.1403,0.3716,0.8136,0,1.6469,0.0131,0.135,0.0118,0.0177,0.824,0,0,0.0131,0.2813,0.0099,0.0248,1.2578,0.0222,0.0454,0,0.2,0.7043,0.0033,0.2085,0.0012,0.0054,1.8997,0.2583,0.0036,0.1136,0.0025,0.0046,0.0206,0.2602,0.0132,0.0393,2.5902,0.4524,0.1662,0.3012,0.6466,2.9212,543.832,864.317,4060.58,5000,1923,5000,5000,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0,0,0,0.26,"newJointClass"
"./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf",349,2416,349,2416,0,0,0.1445,0.3671,0.8453,0,1.603,0.0125,0.1346,0.0115,0.0172,0.7705,0,0,0.0125,0.3092,0.0099,0.0364,1.1936,0.0168,0.0418,0,0.2,0.6221,0.0032,0.2126,0.0012,0.0058,1.8637,0.2632,0.0035,0.1208,0.0025,0.005,0.0198,0.3417,0.0132,0.0542,2.5663,0.4461,0.1655,0.3012,0.6522,2.7953,4204.52,585.98,1406.36,5000,2542.63,5000,5000,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0,0,0,0.26,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf",354,2596,354,2596,0,0,0.1364,0.3599,0.8453,0,1.6919,0.0128,0.1608,0.0113,0.0169,0.9205,0,0,0.0128,0.3459,0.0092,0.0277,1.4343,0.0261,0.0454,0,0.2,0.9674,0.003,0.2024,0.0012,0.0046,1.8659,0.2504,0.0034,0.1144,0.0027,0.0042,0.0206,0.307,0.0135,0.0381,2.9811,0.4743,0.1916,0.3262,0.7019,3.173,2001.55,1009.15,1213.55,5000,3569.42,5000,5000,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0,0,0,0.35,"clasp_2.0.R4092.crafted"
"./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf",352,2492,352,2492,0,0,0.1413,0.3755,0.7974,0,1.628,0.0126,0.1386,0.0114,0.017,0.8255,0,0,0.0126,0.2745,0.0096,0.0241,1.292,0.0226,0.0457,0,0.2,0.7654,0.0033,0.2116,0.0012,0.0056,1.929,0.2701,0.0035,0.1077,0.0024,0.0044,0.0196,0.2402,0.0128,0.0357,2.5646,0.4542,0.1796,0.3262,0.6948,2.9173,135.159,264.845,2332.63,5000,1868.42,5000,5000,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0,0,0,0.26,"newJointClass"
"./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf",58560,778800,17757,433992,2.2979,0.7945,0.0409,0.4876,0.9623,0,1.0911,1e-04,0.5805,1e-04,0.0027,0.6593,0.798,0.9008,1e-04,0.9384,0,5e-04,1.7012,0.4374,0.4232,0,0.9388,1.6517,1e-04,1.0281,0,3e-04,2.9268,0.6758,1e-04,0.9729,0,5e-04,0.0206,0.645,0.0128,0.0694,0.8158,0.1766,0.2851,0.0435,0.3333,0.7701,3392.63,5000,3687.92,5000,5000,5000,5000,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",3.32,0.08,1.11,60.03,"newJointClass"
"./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf",135,672,134,670,0.0075,0.003,0.2,0.36,0.9336,0,0.9994,0.0298,0.0136,0.0224,0.0299,0.0203,0,0.003,0.0298,0.0086,0.0269,0.0299,0.044,8e-04,0.0096,0,0.1111,0.044,0.0089,0.2606,0.006,0.0134,1.4061,0.297,0.009,0,0.009,0.009,0.0432,0.0129,0.0343,0.0433,0.0846,0.4252,0.008,0.3941,0.4529,0.1082,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.02,"MPhaseSAT_2011.02.15"
"./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf",36304,1711065,32054,1667873,0.1326,0.0259,0.0192,0.467,1.0213,0,1.2318,1e-04,0.8257,1e-04,6e-04,0.6065,0.8588,0.8591,1e-04,0.8252,0,0.0013,5.5809,0.3404,0.2005,0,0.967,4.2441,0,0.8519,0,7e-04,5.0413,0.6449,1e-04,0.794,0,9e-04,0.0206,0.645,0.0128,0.0694,0.8158,0.1766,0.2851,0.0435,0.3333,0.7701,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",10.73,0.31,4.24,62.14,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf",380,7050,360,6670,0.0556,0.057,0.054,0.4771,1.0324,0,0.9417,0.0082,1.3603,0.0056,0.1,0.2211,0.9444,0.9444,0.0082,0,0.0082,0.0082,0,0.3091,0,0.3091,0.3091,0,0.0038,0.3665,0.0016,0.0054,2.4477,0.6868,0.0128,0.263,0.0082,0.0202,0.0084,2.0448,0.0028,0.1457,0.9717,0.0954,0.2354,0.0044,0.1066,0.3276,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0,4.25,"Sol_2011.04.04"
