"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","Pre.featuretime","vars.clauses.ratio","POSNEG.RATIO.CLAUSE.mean","POSNEG.RATIO.CLAUSE.coeff.variation","POSNEG.RATIO.CLAUSE.entropy","VCG.CLAUSE.mean","VCG.CLAUSE.coeff.variation","VCG.CLAUSE.min","VCG.CLAUSE.max","VCG.CLAUSE.entropy","BINARY.","TRINARY.","Basic.featuretime","VCG.VAR.mean","VCG.VAR.coeff.variation","VCG.VAR.min","VCG.VAR.max","VCG.VAR.entropy","POSNEG.RATIO.VAR.mean","POSNEG.RATIO.VAR.stdev","POSNEG.RATIO.VAR.min","POSNEG.RATIO.VAR.max","POSNEG.RATIO.VAR.entropy","HORNY.VAR.mean","HORNY.VAR.coeff.variation","HORNY.VAR.min","HORNY.VAR.max","HORNY.VAR.entropy","horn.clauses.fraction","VG.mean","VG.coeff.variation","VG.min","VG.max","KLB.featuretime","CG.mean","CG.coeff.variation","CG.min","CG.max","CG.entropy","cluster.coeff.mean","cluster.coeff.coeff.variation","cluster.coeff.min","cluster.coeff.max","cluster.coeff.entropy","CG.featuretime","ADS.cryptominisat","ADS.cryptominisat.autotune","ADS.dccaSatToRiss","ADS.glucose.adapt","ADS.glucose.community.switching","BreakIDGlucose2","CCAglucose2015","GlueMiniSat_2.2.10","GlueMiniSat_2.2.10.5","Nigma.1.2.86","glucose.default","glueminisat.Actmini","multi.sat.g2_0","multi.sat.g2_2","ratselfax_cnf_215_final","riss_505_1","riss_505_2","satUZK.seq","ADS.cryptominisat_success","ADS.cryptominisat.autotune_success","ADS.dccaSatToRiss_success","ADS.glucose.adapt_success","ADS.glucose.community.switching_success","BreakIDGlucose2_success","CCAglucose2015_success","GlueMiniSat_2.2.10_success","GlueMiniSat_2.2.10.5_success","Nigma.1.2.86_success","glucose.default_success","glueminisat.Actmini_success","multi.sat.g2_0_success","multi.sat.g2_2_success","ratselfax_cnf_215_final_success","riss_505_1_success","riss_505_2_success","satUZK.seq_success","Class"
"MD5-30-1.cnf",8906,68106,6534,67746,0.363024,0.005314,0.12,0.096448,0.44499,0.44976,1.623511,0.000639,0.193556,0.000306,0.000918,1.151644,0.009226,0.226537,0,0.000639,0.69297,0.000118,0.001594,3.226703,0.021623,0.055781,0,0.416667,0.880502,0.000252,0.694074,3e-05,0.000797,2.977397,0.399802,0.000146,0.422557,5.9e-05,0.000295,0.06,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","COMiniSatPS_Main_Sequence"
"MD5-30-5.cnf",8905,68103,6533,67744,0.36308,0.005299,0.12,0.096437,0.444786,0.45027,1.62411,0.000639,0.193529,0.000306,0.000918,1.151586,0.009226,0.226426,0,0.000639,0.692839,0.000118,0.001594,3.225334,0.021603,0.055757,0,0.416667,0.880507,0.000252,0.693828,3e-05,0.000797,2.972275,0.399799,0.000146,0.422564,5.9e-05,0.000295,0.06,0.001468,0.400295,0.000103,0.002568,4.851498,0.332531,0.233881,0.130952,0.601846,3.417336,18.1,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","COMiniSatPS_Main_Sequence"
"SAT_dat.k70-24_1_rule_3.cnf",6557,50475,3584.5,33500,0.694639,0.229915,0.11,0.101547,0.405009,0.699403,1.408565,0.000957,0.36647,0.000558,0.00478,1.112857,0.142588,0.748646,0,0.000957,0.701882,0.000231,0.007762,2.894926,0.221968,0.157,0,0.796552,2.91056,0.000419,0.649694,3.2e-05,0.002626,2.483913,0.514044,0.000773,0.471501,0.000167,0.005039,0.02,3.9e-05,0.235897,4e-06,0.000185,2.913676,0.121264,0.211822,0.001719,0.370713,2.664719,19.33,1854.8,1810.75,3600,3600,3600,3600,3600,1751.55,1709.67,3556.21,3600,3600,3600,3600,3600,1893.37,2029.88,3600,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","abcdSAT"
"SAT_dat.k80-24_1_rule_1.cnf",6557,50475,3584.5,33500,0.694639,0.229915,0.11,0.101547,0.405009,0.699403,1.408565,0.000957,0.36647,0.000558,0.00478,1.112857,0.142588,0.748646,0,0.000957,0.701882,0.000231,0.007762,2.894926,0.221968,0.157,0,0.796552,2.91056,0.000419,0.649694,3.2e-05,0.002626,2.483913,0.514044,0.000773,0.471501,0.000167,0.005039,0.02,3.9e-05,0.235897,4e-06,0.000185,2.913676,0.121264,0.211822,0.001719,0.370713,2.664719,19.33,3048.42,2299.32,3600,3600,3600,3600,3600,2486.63,2471.01,3600,3600,3600,3600,3600,3600,2428.82,3251.8,3600,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","abcdSAT"
"SAT_dat.k85-24_1_rule_3.cnf",6557,50475,3584.5,33500,0.694639,0.229915,0.11,0.101547,0.405009,0.699403,1.408565,0.000957,0.36647,0.000558,0.00478,1.112857,0.142588,0.748646,0,0.000957,0.701882,0.000231,0.007762,2.894926,0.221968,0.157,0,0.796552,2.91056,0.000419,0.649694,3.2e-05,0.002626,2.483913,0.514044,0.000773,0.471501,0.000167,0.005039,0.02,3.9e-05,0.235897,4e-06,0.000185,2.913676,0.121264,0.211822,0.001719,0.370713,2.664719,19.33,3081.19,2379.17,3600,3600,3600,3600,3600,3567.82,3291.48,3600,3600,3600,3600,3600,3600,3052.48,3600,3600,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","minisat_BCD"
"SAT_dat.k90.debugged.cnf",6557,50475,3584.5,33500,0.694639,0.229915,0.11,0.101547,0.405009,0.699403,1.408565,0.000957,0.36647,0.000558,0.00478,1.112857,0.142588,0.748646,0,0.000957,0.701882,0.000231,0.007762,2.894926,0.221968,0.157,0,0.796552,2.91056,0.000419,0.649694,3.2e-05,0.002626,2.483913,0.514044,0.000773,0.471501,0.000167,0.005039,0.02,3.9e-05,0.235897,4e-06,0.000185,2.913676,0.121264,0.211822,0.001719,0.370713,2.664719,19.33,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","abcdSAT"
"SAT_dat.k95-24_1_rule_3.cnf",6557,50475,3584.5,33500,0.694639,0.229915,0.11,0.101547,0.405009,0.699403,1.408565,0.000957,0.36647,0.000558,0.00478,1.112857,0.142588,0.748646,0,0.000957,0.701882,0.000231,0.007762,2.894926,0.221968,0.157,0,0.796552,2.91056,0.000419,0.649694,3.2e-05,0.002626,2.483913,0.514044,0.000773,0.471501,0.000167,0.005039,0.02,3.9e-05,0.235897,4e-06,0.000185,2.913676,0.121264,0.211822,0.001719,0.370713,2.664719,19.33,3600,3354.94,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","abcdSAT"
"UCG-15-10p1.cnf",200003,1019221,102501,667154,0.95123,0.527715,2.74,0.153639,0.409499,0.920769,1.423081,2.7e-05,0.440736,2e-05,9.8e-05,1.083215,0.54966,0.863024,0.04,2.7e-05,0.71171,1e-05,0.000102,3.00046,0.229293,0.147811,0,0.8,2.896475,1.5e-05,0.842727,4e-06,6.9e-05,2.669967,0.705203,3e-05,0.632542,7e-06,0.000115,12.28,4.6e-05,0.585764,4e-06,0.000274,3.75507,0.113756,0.700997,0.013539,0.5,2.864918,18.74,404.204,436.008,891.516,630.078,708.365,484.372,962.238,330.305,367.688,548.884,531.87,1318.38,1785.58,1257.86,3600,763.281,882.347,964.903,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","abcdSAT"
"UCG-20-10p0.cnf",258799,1372149,137482,941958,0.882421,0.456699,3.68,0.145953,0.403076,0.912588,1.424397,2e-05,0.449128,1.5e-05,7.3e-05,1.101573,0.523908,0.867642,0.1,2e-05,0.729944,7e-06,7.4e-05,3.085182,0.225884,0.149509,0,0.833333,2.920478,1.1e-05,0.840723,3e-06,5e-05,2.74525,0.697368,2.2e-05,0.64178,5e-06,8.4e-05,22.06,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,1460.59,1273.12,2046.83,2006.7,1893.65,2185.48,1560.93,648.919,642.61,1138.64,1756.48,2902.62,3600,3600,3600,2370.86,2285.82,1744.78,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Lingeling_sr15baq"
"UCG-20-10p1.cnf",259258,1388006,137954,956610,0.879308,0.450963,4.64,0.144211,0.401104,0.908762,1.409646,2e-05,0.43743,1.4e-05,7.2e-05,1.092984,0.514995,0.869416,0.1,2e-05,0.741123,7e-06,7.3e-05,3.092712,0.225584,0.148317,0,0.84,2.943933,1.1e-05,0.845663,3e-06,4.9e-05,2.7397,0.693324,2.2e-05,0.653288,5e-06,8.2e-05,24.64,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,1410.5,1202.17,1750.84,2668.08,3350.67,2334.66,2698.57,845.648,1034.57,959.432,2240.99,3122.74,3600,3600,3600,2324.75,2829.37,2522.85,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Lingeling_sr15bal"
"UCG-20-5p0.cnf",224587,1190673,120843,820631,0.858502,0.450924,3.22,0.147256,0.403271,0.908299,1.40672,2.3e-05,0.431788,1.7e-05,8.3e-05,1.087669,0.519406,0.867023,0.08,2.3e-05,0.739116,9e-06,8.2e-05,3.045544,0.226451,0.146959,0,0.833333,2.92626,1.3e-05,0.852277,4e-06,5.6e-05,2.69806,0.692746,2.5e-05,0.656175,6e-06,8.9e-05,16.88,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,337.344,319.858,840.896,401.179,413.971,386.627,970.497,137.181,133.841,330.274,408.655,372.465,1251.84,706.933,3600,361.597,883.105,833.539,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","newJointClass"
"UCG-20-5p1.cnf",224986,1204430,121248,834371,0.855585,0.443519,3.8,0.145317,0.400247,0.911556,1.399944,2.3e-05,0.430321,1.6e-05,8.2e-05,1.082552,0.517375,0.869874,0.1,2.3e-05,0.747415,8e-06,8e-05,2.993226,0.221258,0.148079,0,0.84,2.861109,1.3e-05,0.847191,4e-06,5.5e-05,2.718782,0.695341,2.5e-05,0.655779,6e-06,9e-05,18.84,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,407.108,223.371,992.407,338.664,397.943,203.304,782.245,151.588,151.818,265.717,201.565,1076.64,557.91,774.731,3600,284.352,121.699,576.403,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","newJointClass"
"UR-15-10p1.cnf",199996,1019200,102505,668201,0.951085,0.52529,2.74,0.153404,0.408603,0.924987,1.426285,2.7e-05,0.443163,2e-05,9.8e-05,1.084489,0.553413,0.862128,0.04,2.7e-05,0.717224,1e-05,0.000106,2.959235,0.227754,0.148193,0,0.8,2.851005,1.5e-05,0.84323,4e-06,7e-05,2.655827,0.708716,3e-05,0.640795,7e-06,0.000117,12.24,4.6e-05,0.593784,4e-06,0.000278,3.766434,0.112795,0.703466,0.013308,0.5,2.851322,19.48,43.9568,48.1075,1029.77,851.154,882.074,948.712,1047.74,458.325,481.895,913.772,966.181,1051.75,1645.53,2206.41,3600,667.442,603.707,1681.95,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","newJointClass"
"UR-20-10p0.cnf",258781,1372095,137484,943589,0.882263,0.454124,4.08,0.145703,0.406246,0.906292,1.419695,2e-05,0.427853,1.5e-05,7.3e-05,1.095092,0.523273,0.870966,0.1,2e-05,0.734202,7e-06,7.1e-05,3.007392,0.215155,0.148313,0,0.833333,2.943863,1.1e-05,0.84703,3e-06,5e-05,2.733384,0.696436,2.2e-05,0.625729,5e-06,8.4e-05,24.28,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,2151.38,2521.65,3600,3496.73,3396.96,3285.06,2327.12,1656.26,1478.53,3580.28,3299.51,3600,3600,3600,3600,1936.82,2103.94,3600,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Lingeling_sr15baq"
"UTI-20-10p1.cnf",260342,1391257,138674,958485,0.877367,0.451517,4.7,0.14468,0.400265,0.908159,1.415531,2e-05,0.436261,1.4e-05,7.2e-05,1.101058,0.511968,0.869294,0.1,2e-05,0.735487,7e-06,7.3e-05,3.129466,0.226686,0.14854,0,0.846154,2.970141,1.1e-05,0.843127,3e-06,4.9e-05,2.764198,0.690706,2.2e-05,0.654738,5e-06,8.3e-05,24.7,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,816.823,726.176,1878.83,1574.26,1512.8,939.839,1906.22,1062.61,1080.45,2897.86,946.159,1445.72,3600,2943.57,3600,1116.48,1124.14,3600,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","newJointClass"
"UTI-20-5p1.cnf",225926,1207249,121873,838748,0.853782,0.439347,3.16,0.145303,0.400176,0.911456,1.408242,2.3e-05,0.435324,1.6e-05,8.2e-05,1.091512,0.516455,0.868697,0.08,2.3e-05,0.745088,8e-06,8.1e-05,3.025604,0.223424,0.148871,0,0.846154,2.884841,1.3e-05,0.847815,4e-06,5.5e-05,2.729757,0.694247,2.5e-05,0.659023,6e-06,8.9e-05,17.14,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,434.516,384.372,783.819,384.269,360.28,766.995,749.976,309.719,315.324,1016.59,722.766,1032.96,647.659,1454.52,3600,177.345,410.974,784.699,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","newJointClass"
"aaai10-planning-ipc5-TPP-21-step11.cnf",99736,783991,97280,779390,0.025247,0.005903,1.48,0.124816,0.436803,1.114165,0.936719,2.4e-05,0.995933,2.1e-05,0.000935,0.277435,0.954418,0.964198,0.08,2.4e-05,0.848504,6e-06,0.000494,2.569503,0.42719,0.314477,0,0.968421,2.539251,2e-05,0.973482,4e-06,0.000481,2.344724,0.954607,6.2e-05,0.810707,5e-06,0.000799,12.24,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,752.705,682.431,1510.82,911.719,758.778,1054.7,1257.73,742.415,671.7,971.929,910.344,1121.51,1077.88,712.425,3600,660.353,556.451,3600,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","minisat_BCD"
"aaai10-planning-ipc5-pathways-13-step17.cnf",25631,142227,19609,125436,0.307104,0.133861,0.32,0.156327,0.492502,0.971826,1.063923,0.000116,0.870156,0.000102,0.002499,0.45164,0.900547,0.964372,0.02,0.000116,0.643262,1.6e-05,0.000502,2.558748,0.388239,0.294708,0,1,2.829981,9.3e-05,0.846492,0,0.000454,2.634664,0.906367,0.000286,0.778946,1.6e-05,0.000598,0.46,0.000139,1.387792,1.6e-05,0.006186,2.770122,0.237122,0.543022,0.009901,0.714286,2.989128,1.88,152.496,151.166,598.774,418.392,630.067,373.371,1092.51,526.767,491.117,1172.79,396.323,564.447,491.236,707.411,3600,231.895,257.636,1704.81,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","abcdSAT"
"aaai10-planning-ipc5-pathways-17-step20.cnf",50277,283903,37813,249569,0.329622,0.137573,0.64,0.151513,0.490928,0.971768,1.080671,6.1e-05,0.932209,5.3e-05,0.001613,0.473634,0.893845,0.960239,0.02,6.1e-05,0.693797,8e-06,0.000305,2.693071,0.384713,0.292453,0,1,3.041001,4.8e-05,0.920309,0,0.000293,2.718521,0.900561,0.00016,0.839364,8e-06,0.000537,1.7,7.9e-05,1.373662,8e-06,0.003562,3.043186,0.226878,0.606436,0.009985,0.733333,3.101828,4.44,174.198,145.026,881.039,269.296,771.031,398.334,767.493,280.819,265.157,824.55,412.642,373.91,560.492,471.759,3600,162.861,184.091,1198.99,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","minisat_BCD"
"aes_24_4_keyfind_5.cnf",520,5968,320,5424,0.625,0.100295,0,0.058997,0.337881,0.753868,1.91531,0.019091,0.225781,0.00625,0.025,1.219954,0.00885,0.132743,0,0.019091,0.435149,0.001844,0.027102,2.884206,0.021628,0.025116,0,0.101695,1.538704,0.001652,0.349374,0.000553,0.00295,2.392652,0.104535,0.002821,0.275442,0.000922,0.003872,0,0.043173,0.226199,0.002765,0.055863,4.325914,0.689632,0.196787,0.239834,0.7774,2.342766,11.76,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,1643.21,1130.43,3600,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","Lingeling_sr15bal"
"aes_32_2_keyfind_1.cnf",528,5016,312,4584,0.692308,0.094241,0,0.068063,0.351658,0.703202,1.998197,0.018864,0.244129,0.00641,0.025641,1.430375,0.006981,0.104712,0,0.018864,0.663171,0.001745,0.033813,3.301648,0.015904,0.022448,0,0.1,1.324128,0.002194,0.459747,0.000436,0.004799,2.748767,0.145288,0.003096,0.430309,0.001091,0.005236,0,0.051734,0.271033,0.003272,0.071335,4.736211,0.634919,0.192016,0.232835,0.768595,3.132136,9.2,3600,3600,3600,3600,1395.5,3600,3600,3600,3600,325.497,3600,3600,2676.89,3600,3600,688.802,2207,3600,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","Nigma.1.2.87"
"aes_32_3_keyfind_1.cnf",708,2664,450,2204,0.573333,0.208711,0,0.204174,0.462795,0.618562,1.409082,0.007836,0.165368,0.004444,0.011111,0.876552,0.018149,0.482759,0,0.007836,0.291027,0.003176,0.015426,2.663525,0.050909,0.069139,0,0.25,1.781995,0.003178,0.300827,0.000907,0.005898,2.038185,0.407895,0.004081,0.279957,0.002269,0.006806,0,0.012439,0.208542,0.004083,0.02314,3.084916,0.31949,0.170505,0.167949,0.520468,3.047872,0.04,1450.55,3600,3600,266.141,3600,1641.17,3600,2719.13,2540.84,721.66,1582.83,57.0691,3600,251.346,3600,3600,3600,3600,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Lingeling_sr15bal"
"aes_64_1_keyfind_1.cnf",596,2780,400,2248,0.49,0.236655,0,0.177936,0.40777,0.761171,1.700615,0.009973,0.267904,0.005,0.0125,1.205814,0.092527,0.391459,0,0.009973,0.597986,0.004004,0.024466,2.54353,0.029117,0.055435,0,0.25,1.360609,0.002264,0.568113,0.00089,0.005338,2.130841,0.289591,0.003915,0.538785,0.002224,0.008897,0,0.02102,0.366953,0.004004,0.036032,3.438301,0.309537,0.226856,0.181169,0.48,2.760687,0.12,3600,925.62,3600,1398.65,3600,3600,3600,3600,3600,3600,3600,816.194,666.388,3574.76,1609.13,3600,3600,3600,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","Glucose_nbSat"
"aes_id.cnf",325041,1161168,131825,902184,1.465701,0.287063,4.22,0.146118,0.481461,0.605143,1.651565,2.9e-05,0.307764,1.5e-05,6.8e-05,1.263886,0.037455,0.409871,0.08,2.9e-05,1.947753,8e-06,0.000729,2.708925,0.020035,0.046597,0,0.529412,1.037961,1.1e-05,1.208026,1e-06,0.000176,2.713934,0.43836,1.3e-05,1.389175,4e-06,0.00017,22.26,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","COMiniSatPS_Main_Sequence"
"atco_enc1_opt1_04_32.cnf",57220,582308,28587,495733,1.001609,0.17464,1.52,0.057666,0.592363,0.497202,1.887193,0.000152,0.423189,7e-05,0.00084,1.852589,0.132007,0.408097,0.04,0.000152,2.757035,4e-06,0.00253,3.732115,0.32283,0.216525,0,1,3.608666,8.3e-05,2.828762,2e-06,0.001622,3.31649,0.554992,7.5e-05,1.116579,4e-06,0.000454,1.02,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,178.242,321.368,1011.68,980.367,317.383,2892.49,1930.92,3600,3600,396.056,3600,1770.38,2107.17,530.967,3600,732.845,1072.5,2551.81,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","newJointClass"
"atco_enc1_opt1_10_15.cnf",46759,261059,22282,202936,1.09851,0.28641,0.84,0.109798,0.54775,0.598414,1.968094,0.000177,0.517409,9e-05,0.000987,1.836489,0.260028,0.528871,0.02,0.000177,2.814027,1e-05,0.005144,3.24088,0.306219,0.19886,0,1,3.207027,0.000104,3.235982,5e-06,0.002897,2.989338,0.593286,0.000118,1.025683,1e-05,0.000675,0.6,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,223.658,212.105,758.86,244.082,634.975,127.8,584.518,641.948,603.916,142.229,375.144,196.469,2657.86,1158.99,3600,445.415,319.732,3600,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","or.tools"
"atco_enc1_opt1_10_21.cnf",46993,270831,22514,212686,1.087279,0.273384,0.98,0.105856,0.555846,0.595644,1.959557,0.000178,0.512518,8.9e-05,0.000977,1.854669,0.250726,0.515511,0.02,0.000178,2.757153,9e-06,0.004909,3.30124,0.306038,0.199303,0,1,3.2293,0.000103,3.150302,5e-06,0.003033,3.040242,0.58947,0.000114,1.013281,9e-06,0.000644,0.68,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,306.473,60.1473,850.501,203.748,322.88,274.41,660.776,401.724,421.918,143.492,81.718,319.183,720.235,764.083,3600,113.167,184.34,2468.13,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","Lingeling_sr15baq"
"atco_enc1_opt2_10_14.cnf",9569,150316,6577,134488,0.454919,0.117691,0.22,0.048904,0.571421,0.460227,1.968281,0.000676,0.41445,0.000304,0.003345,1.866118,0.097466,0.363118,0,0.000676,1.851296,1.5e-05,0.007763,4.270409,0.362908,0.280137,0,1,4.079309,0.000417,2.017696,7e-06,0.004157,3.814618,0.597258,0.000344,0.69952,1.5e-05,0.001019,0.08,-1,0,-1,0,-512,-1,0,-1,0,0,20.04,339.787,487.708,1006.43,318.39,367.228,189.765,773.678,569.562,640.713,273.963,281.59,574.797,381.675,421.305,3600,581.207,585.667,934.513,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","newJointClass"
"atco_enc1_opt2_10_16.cnf",9643,152744,6657,136922,0.44855,0.115555,0.24,0.048619,0.575416,0.462949,1.96505,0.000669,0.412954,3e-04,0.003305,1.866375,0.097172,0.359935,0.02,0.000669,1.831992,1.5e-05,0.007625,4.281557,0.361181,0.28024,0,1,4.08627,0.00041,2.000782,7e-06,0.004083,3.857361,0.595573,0.000337,0.695607,1.5e-05,0.001001,0.08,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,3600,3600,3600,3600,2027.95,3600,3600,3600,3600,1389.26,3600,3600,3600,3600,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","COMiniSatPS_Main_Sequence"
"atco_enc1_opt2_20_12.cnf",171148,6595658,143059,6141803,0.196346,0.073896,11.48,0.023293,0.555139,0.599358,1.131795,2.3e-05,0.458109,1.4e-05,0.000175,0.732694,0.064823,0.900172,0.48,2.3e-05,1.051276,0,0.000298,4.978546,0.35648,0.338626,0,1,3.916913,1.2e-05,1.531257,0,0.00029,4.420345,0.51543,3e-05,0.879323,0,0.000121,24.36,-1,0,-1,0,-512,-1,0,-1,0,0,20.18,3517.88,2754,2105.66,1347.94,1574.14,1364.14,1722.05,2287.24,2353.43,2863.11,1347.84,2387.34,1299.72,1805.75,3600,1688.31,1727.87,2630.48,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","COMiniSatPS_Main_Sequence"
