"id","f_1","f_2","f_3","f_4","f_5","f_6","f_7","f_8","f_9","f_10","f_11","f_12","f_13","f_14","f_15","f_16","f_17","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25","f_29","f_30","f_31","f_32","f_33","f_34","f_35","f_36","f_37","CCEHC2akms","CCLS2akms","Naps.1.02.ms","WMaxSatz.","WMaxSatz09","WPM3.2015.co","ahms.1.70","ahms.ls.1.70","maxino16.dis","CCEHC2akms_success","CCLS2akms_success","Naps.1.02.ms_success","WMaxSatz._success","WMaxSatz09_success","WPM3.2015.co_success","ahms.1.70_success","ahms.ls.1.70_success","maxino16.dis_success","base","Class"
"Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_4.wcnf",110096,568813,0.00662,1020816192,468569920,767997,2331819264,0.19355,3e-05,4.7417,0,0.00576,0.00576,3e-05,0.79358,1e-05,0.00395,0.00394,0.41201,0.53812,0,1,1,0.44022,0.49773,0.00848,0.57998,0.74355,1e-05,0,0,0.00298,0.00298,0.68286,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.71,"maxhs.b"
"Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_2.wcnf",33386,350575,0.00191,103973400,49729164,733180,237498496,0.09523,9e-05,2.32915,1e-05,0.00151,0.0015,9e-05,0.26704,3e-05,0.00174,0.00171,0.45095,0.22833,0.22222,1,0.77778,0.47809,0.37896,0.00964,0.14208,0.74178,4e-05,0,1e-05,0.00091,9e-04,0.47633,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.44,"maxhs.b"
"Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_3.wcnf",39274,366759,0.00207,98403840,51382232,733180,237498496,0.10708,8e-05,2.50607,0,0.00187,0.00187,8e-05,0.30691,3e-05,0.00214,0.00211,0.4432,0.23149,0.22222,1,0.77778,0.47577,0.38186,0.00946,0.16762,0.74875,3e-05,0,0,0.00109,0.00108,0.49277,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.45,"maxhs.b"
"Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_4.wcnf",61254,301407,0.00252,98403840,51382232,733180,237498496,0.20323,5e-05,2.68939,0,0.00228,0.00227,5e-05,0.40731,2e-05,0.00137,0.00136,0.46123,0.59076,0,1,1,0.47256,0.46806,0.00711,0.37401,0.65903,2e-05,0,0,0.00132,0.00132,0.56816,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.38,"maxhs.b"
"Rounded_BTWBNSL_hailfinder_100_1_3.scores_TWBound_2.wcnf",28308,324237,0.00066,9289872,5129385,579230,24807254,0.08731,0.00011,2.21742,1e-05,0.00101,0.001,0.00011,0.2102,4e-05,0.00198,0.00194,0.46623,0.20079,0.22222,1,0.77778,0.48341,0.36646,0.00997,0.09115,0.73444,4e-05,0,1e-05,0.00063,0.00063,0.45252,1800,1800,1800,1800,1800,1800,1800,1800,25.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.41,"mscg2015b"
"Rounded_BTWBNSL_hailfinder_100_1_3.scores_TWBound_3.wcnf",32996,333701,0.00073,9342246,5909876,579230,24807254,0.09888,1e-04,2.3743,0,0.00108,0.00108,1e-04,0.22339,3e-05,0.0017,0.00167,0.45857,0.20386,0.22222,1,0.77778,0.48209,0.36631,0.0096,0.10816,0.74029,4e-05,0,0,7e-04,7e-04,0.46549,1800,1800,1800,1800,1800,1800,1800,1800,34.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.42,"maxino16.c10"
"Rounded_BTWBNSL_hailfinder_100_1_3.scores_TWBound_4.wcnf",34620,336109,0.00073,9342246,5909876,579230,24807254,0.103,9e-05,2.42703,0,0.00107,0.00107,9e-05,0.22575,3e-05,0.00162,0.00159,0.45673,0.20239,0.22222,1,0.77778,0.48179,0.36548,0.00953,0.11205,0.74215,4e-05,0,0,7e-04,7e-04,0.46932,1800,1800,1800,1800,1800,1800,1800,1800,36.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.43,"maxino16.c10"
"Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_2.wcnf",16477,72492,0.00968,66775952,32376882,931796,136779280,0.22729,0.00017,2.37983,1e-05,0.00648,0.00647,0.00017,0.48165,6e-05,0.00455,0.00449,0.42832,0.49025,0,1,1,0.44274,0.52947,0.01167,0.53498,0.76846,9e-05,0,0,0.0036,0.0036,0.68991,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09,"maxhs.b"
"Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3.wcnf",18538,80070,0.00967,65440940,32430222,931796,136779280,0.23152,0.00015,2.5694,1e-05,0.00759,0.00758,0.00015,0.51068,5e-05,0.00512,0.00507,0.44145,0.51648,0,1,1,0.44338,0.53071,0.01145,0.5571,0.77667,8e-05,0,0,0.00412,0.00412,0.69736,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09,"maxhs.b"
"Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_4.wcnf",18889,80583,0.00961,65440940,32430222,931796,136779280,0.2344,0.00015,2.5822,1e-05,0.00755,0.00753,0.00015,0.50979,5e-05,0.00503,0.00498,0.44611,0.52424,0,1,1,0.44491,0.53047,0.01138,0.55757,0.77809,8e-05,0,0,0.0041,0.0041,0.69695,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"maxhs.b"
"Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_2.wcnf",7869,49891,0.00533,6943201.5,3184936.25,287620,14007830,0.15772,0.00038,1.95986,4e-05,0.00445,0.00441,0.00038,0.30352,0.00013,0.00343,0.0033,0.4524,0.23492,0.25,1,0.75,0.46246,0.43911,0.01477,0.25087,0.78088,0.00018,0,4e-05,0.00275,0.00271,0.56096,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,"QMaxSAT16UC"
"Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_3.wcnf",8927,52277,0.00534,6832429.5,3187148.25,287620,14007830,0.17076,0.00034,2.04883,2e-05,0.00448,0.00446,0.00034,0.31334,0.00011,0.00314,0.00302,0.44816,0.23464,0.25,1,0.75,0.4614,0.43624,0.01362,0.27067,0.78689,0.00016,0,2e-05,0.00274,0.00272,0.57488,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,"QMaxSAT14"
"Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_4.wcnf",13274,53141,0.00525,6832429.5,3187148.25,287620,14007830,0.24979,0.00022,2.06067,2e-05,0.0044,0.00438,0.00022,0.38661,8e-05,0.00211,0.00203,0.47344,0.56184,0,1,1,0.46728,0.51461,0.0096,0.43545,0.75217,0.00011,0,0,0.00269,0.00269,0.64681,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,"LMHS.2016"
"Rounded_CorrelationClustering_BreastCancer_BINARY_N500_D0.200.wcnf",616570,2876738,0.02128,34262.61719,7524.22607,20001,50000,0.21433,0,0,0,0.00051,0.00051,0,0,0,2e-05,1e-05,0.46173,0.25249,0.09091,0.5,0.40909,0.48822,0,0.02128,0.21277,0.97872,0,0,0,0.00038,0.00038,0.80851,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.61,"maxhs.b"
"Rounded_CorrelationClustering_Ecoli_BINARY_N200_D0.200.wcnf",96298,441932,0.02381,30596.07227,6027.37012,20004,48368,0.2179,3e-05,4.22871,1e-05,0.00128,0.00126,3e-05,0.365,1e-05,9e-05,8e-05,0.45672,0.27098,0.1,0.5,0.4,0.4789,0.56289,0.02383,0.2143,0.97619,2e-05,0,1e-05,0.00096,0.00095,0.80953,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,"maxhs.b"
"Rounded_CorrelationClustering_Ecoli_BINARY_N220_D0.200.wcnf",105827,485654,0.02381,30418.69336,6058.64502,20004,50000,0.21791,3e-05,4.23161,1e-05,0.00122,0.00121,3e-05,0.36509,1e-05,9e-05,8e-05,0.45687,0.27003,0.1,0.5,0.4,0.47901,0.56243,0.02383,0.2143,0.97619,2e-05,0,1e-05,0.00091,9e-04,0.80953,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.61,"maxhs.b"
"Rounded_CorrelationClustering_Ecoli_BINARY_N240_D0.200.wcnf",117057,537314,0.02381,30313.27344,6078.71338,20004,50000,0.21786,2e-05,4.22781,1e-05,0.00113,0.00112,2e-05,0.36509,1e-05,8e-05,7e-05,0.45701,0.26928,0.1,0.5,0.4,0.47912,0.56204,0.02382,0.2143,0.97619,2e-05,0,1e-05,0.00085,0.00084,0.80953,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.67,"maxhs.b"
"Rounded_CorrelationClustering_Ecoli_BINARY_N260_D0.200.wcnf",145750,674036,0.02128,30183.26953,6090.71582,20003,50000,0.21623,2e-05,4.25913,1e-05,0.00093,0.00092,2e-05,0.39086,1e-05,7e-05,6e-05,0.46044,0.26061,0.09091,0.5,0.40909,0.48265,0.55744,0.02129,0.21278,0.97872,2e-05,0,1e-05,0.00069,0.00069,0.80851,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,"maxhs.b"
"Rounded_CorrelationClustering_Ecoli_BINARY_N280_D0.200.wcnf",151690,701108,0.02128,30021.65625,6118.34814,20003,50000,0.21636,2e-05,4.2385,1e-05,9e-04,0.00089,2e-05,0.39121,1e-05,7e-05,6e-05,0.46054,0.2601,0.09091,0.5,0.40909,0.48303,0.55622,0.02129,0.21278,0.97872,2e-05,0,1e-05,0.00068,0.00067,0.80851,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89,"maxhs.b"
"Rounded_CorrelationClustering_Ecoli_BINARY_N300_D0.200.wcnf",160310,740776,0.02128,29827.22266,6119.87744,20003,50000,0.21641,2e-05,4.25838,1e-05,0.00089,0.00088,2e-05,0.3909,1e-05,6e-05,6e-05,0.46056,0.25992,0.09091,0.5,0.40909,0.48332,0.5572,0.02129,0.21278,0.97872,1e-05,0,1e-05,0.00067,0.00066,0.80851,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"maxhs.b"
"Rounded_CorrelationClustering_Ionosphere_BINARY_N200_D0.200.wcnf",46492,209504,0.02381,28661.60156,6414.25586,20004,50000,0.22191,6e-05,3.22441,2e-05,0.00208,0.00206,6e-05,0.36655,2e-05,0.00019,0.00017,0.4588,0.26027,0.1,0.5,0.4,0.48298,0.55859,0.02385,0.21432,0.97619,5e-05,0,1e-05,0.00156,0.00155,0.80953,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.26,"LMHS.2016"
"Rounded_CorrelationClustering_Ionosphere_BINARY_N220_D0.200.wcnf",55103,248942,0.02381,28642.88867,6398.16016,20004,50000,0.22135,5e-05,3.35767,2e-05,0.00193,0.00191,5e-05,0.36683,2e-05,0.00016,0.00015,0.45883,0.25983,0.1,0.5,0.4,0.48346,0.55787,0.02384,0.21431,0.97619,4e-05,0,1e-05,0.00145,0.00143,0.80953,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.31,"LMHS.2016"
"Rounded_CorrelationClustering_Ionosphere_BINARY_N240_D0.200.wcnf",65982,298964,0.02381,28628.01367,6382.62744,20004,50000,0.2207,4e-05,3.51968,1e-05,0.00177,0.00175,4e-05,0.36592,2e-05,0.00014,0.00012,0.45869,0.26027,0.1,0.5,0.4,0.48317,0.55789,0.02384,0.21431,0.97619,4e-05,0,1e-05,0.00132,0.00131,0.80953,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.37,"LMHS.2016"
"Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200.wcnf",86710,396548,0.02128,28879.01172,6536.63379,20004,50000,0.21866,3e-05,3.69724,1e-05,0.00147,0.00146,3e-05,0.39312,1e-05,0.00012,1e-04,0.46152,0.25491,0.09091,0.5,0.40909,0.48343,0.5571,0.0213,0.21278,0.97872,3e-05,0,1e-05,0.0011,0.0011,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.51,"LMHS.2016"
"Rounded_CorrelationClustering_Ionosphere_BINARY_N280_D0.200.wcnf",106480,488621,0.02128,29105.7207,6544.56934,20000,50000,0.21792,3e-05,3.94787,1e-05,0.00132,0.00131,3e-05,0.39069,1e-05,9e-05,8e-05,0.46114,0.25684,0.09091,0.5,0.40909,0.4824,0.55669,0.02129,0.21278,0.97872,2e-05,0,1e-05,0.00099,0.00098,0.80851,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.62,"LMHS.2016"
"Rounded_CorrelationClustering_Ionosphere_BINARY_N300_D0.200.wcnf",125540,577357,0.02128,29420.59766,6619.90332,20000,50000,0.21744,2e-05,4.13884,1e-05,0.0012,0.00119,2e-05,0.39257,1e-05,8e-05,7e-05,0.46092,0.25821,0.09091,0.5,0.40909,0.48232,0.5573,0.02129,0.21278,0.97872,2e-05,0,1e-05,9e-04,0.00089,0.80851,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,"LMHS.2016"
"Rounded_CorrelationClustering_Orl_BINARY_N200_D0.200.wcnf",33379,148310,0.02381,26086.32617,5495.00781,20002,50000,0.22506,9e-05,2.97994,4e-05,0.00367,0.00363,9e-05,0.36703,3e-05,0.00027,0.00024,0.46798,0.19931,0.1,0.5,0.4,0.50185,0.53837,0.02386,0.21433,0.97619,7e-05,0,3e-05,0.00275,0.00272,0.80953,1800,1800,1800,1800,1800,1800,1800,1800,54.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.18,"mscg2015a"
"Rounded_CorrelationClustering_Orl_BINARY_N220_D0.200.wcnf",41729,186530,0.02381,25954.41797,5443.86377,20002,50000,0.22371,7e-05,3.118,3e-05,0.00313,0.0031,7e-05,0.36725,2e-05,0.00022,0.00019,0.46778,0.19989,0.1,0.5,0.4,0.50219,0.53807,0.02385,0.21432,0.97619,6e-05,0,3e-05,0.00235,0.00232,0.80953,1800,1800,1800,1800,1800,1800,1800,1800,82.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.23,"mscg2015a"
"Rounded_CorrelationClustering_Orl_BINARY_N240_D0.200.wcnf",46992,210344,0.02381,25740.07422,5288.21387,20002,50000,0.22341,6e-05,3.22628,3e-05,0.00314,0.00311,6e-05,0.36656,2e-05,0.00019,0.00017,0.46773,0.19999,0.1,0.5,0.4,0.50234,0.53777,0.02385,0.21432,0.97619,5e-05,0,2e-05,0.00235,0.00233,0.80953,1800,1800,1800,1800,1800,1800,1800,1800,134.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.27,"mscg2015a"
"Rounded_CorrelationClustering_Orl_BINARY_N260_D0.200.wcnf",55320,249015,0.02128,25606.98828,5213.09521,20002,50000,0.22216,5e-05,3.25235,2e-05,0.00273,0.00271,5e-05,0.39225,2e-05,0.00018,0.00016,0.46926,0.20145,0.09091,0.5,0.40909,0.50207,0.53656,0.02131,0.21279,0.97872,4e-05,0,2e-05,0.00205,0.00203,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,128.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.31,"LMHS.2016"
"Rounded_CorrelationClustering_Orl_BINARY_N280_D0.200.wcnf",64940,293383,0.02128,25643.98242,5142.52051,20002,50000,0.22135,4e-05,3.36531,2e-05,0.00255,0.00253,4e-05,0.39405,2e-05,0.00015,0.00014,0.46918,0.2016,0.09091,0.5,0.40909,0.50177,0.53709,0.02131,0.21279,0.97872,4e-05,0,2e-05,0.00191,0.0019,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,199.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.38,"mscg2015a"
"Rounded_CorrelationClustering_Orl_BINARY_N300_D0.200.wcnf",76820,348373,0.02128,25641.23828,5107.60547,20002,50000,0.22051,4e-05,3.52312,2e-05,0.00227,0.00226,4e-05,0.39243,1e-05,0.00013,0.00012,0.46908,0.20195,0.09091,0.5,0.40909,0.50126,0.53671,0.0213,0.21279,0.97872,3e-05,0,1e-05,0.00171,0.00169,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,255.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.44,"mscg2015a"
"Rounded_CorrelationClustering_Orl_BINARY_N320_D0.200.wcnf",88730,403504,0.02128,25489.79492,4972.18555,20002,50000,0.2199,3e-05,3.65514,1e-05,0.00216,0.00215,3e-05,0.39366,1e-05,0.00011,1e-04,0.46904,0.20203,0.09091,0.5,0.40909,0.50094,0.5375,0.0213,0.21278,0.97872,3e-05,0,1e-05,0.00162,0.00161,0.80851,1800,1800,1800,1800,1800,1800,1800,1800,320.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.51,"mscg2015a"
"Rounded_CorrelationClustering_Orl_BINARY_N340_D0.200.wcnf",115170,526926,0.02128,25651.61719,4975.5127,20002,50000,0.21857,3e-05,3.91138,1e-05,0.00181,0.0018,3e-05,0.39354,1e-05,9e-05,8e-05,0.46893,0.20241,0.09091,0.5,0.40909,0.50052,0.53769,0.02129,0.21278,0.97872,2e-05,0,1e-05,0.00136,0.00135,0.80851,1800,1800,1800,1800,1800,1800,1800,1800,504.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.67,"mscg2015a"
"Rounded_CorrelationClustering_Protein1_BINARY_N200.wcnf",22156,95936,0.02381,46755.66016,8846.28516,162,50000,0.23095,0.00013,2.33846,4e-05,0.0025,0.00246,0.00013,0.36651,5e-05,0.00041,0.00036,0.46722,0.20861,0.1,0.5,0.4,0.49818,0.54269,0.02389,0.21435,0.97619,0.00011,0,3e-05,0.00188,0.00184,0.80954,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.12,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N220.wcnf",26240,114248,0.02381,46968.17969,8589.65723,162,50000,0.22968,0.00011,2.39463,4e-05,0.00221,0.00217,0.00011,0.3664,4e-05,0.00034,3e-04,0.46705,0.20917,0.1,0.5,0.4,0.49809,0.54285,0.02388,0.21434,0.97619,9e-05,0,3e-05,0.00165,0.00163,0.80954,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.14,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N240.wcnf",30846,134996,0.02381,47050.64453,8522.47559,162,50000,0.2285,9e-05,2.5154,3e-05,0.00204,0.00201,9e-05,0.36658,3e-05,0.00029,0.00026,0.46688,0.20971,0.1,0.5,0.4,0.49808,0.54289,0.02387,0.21433,0.97619,8e-05,0,2e-05,0.00153,0.00151,0.80954,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.17,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N260.wcnf",39840,176259,0.02128,47090.05078,8431.53125,162,50000,0.22603,7e-05,2.58216,2e-05,0.00168,0.00166,7e-05,0.39277,3e-05,0.00025,0.00023,0.46847,0.21001,0.09091,0.5,0.40909,0.49838,0.54074,0.02133,0.21281,0.97872,6e-05,0,2e-05,0.00126,0.00124,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N280.wcnf",46190,205258,0.02128,47144.73438,8367.16699,162,50000,0.22503,6e-05,2.67028,2e-05,0.00152,0.0015,6e-05,0.39377,2e-05,0.00022,0.00019,0.4684,0.20994,0.09091,0.5,0.40909,0.49874,0.54001,0.02132,0.2128,0.97872,5e-05,0,1e-05,0.00114,0.00113,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.26,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N300.wcnf",49830,221520,0.02128,46982.91797,8613.97949,162,50000,0.22495,6e-05,2.68478,2e-05,0.00146,0.00144,6e-05,0.39304,2e-05,2e-04,0.00018,0.46832,0.2105,0.09091,0.5,0.40909,0.49867,0.54008,0.02132,0.2128,0.97872,5e-05,0,1e-05,0.0011,0.00108,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.29,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N320.wcnf",54720,243657,0.02128,47002.52344,8570.01172,162,50000,0.22458,5e-05,2.73983,2e-05,0.00138,0.00136,5e-05,0.39374,2e-05,0.00018,0.00016,0.46825,0.2108,0.09091,0.5,0.40909,0.49872,0.54006,0.02131,0.2128,0.97872,4e-05,0,1e-05,0.00103,0.00102,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.31,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N340.wcnf",64290,287790,0.02128,47018.92969,8540.72461,162,50000,0.22339,5e-05,2.92954,1e-05,0.00135,0.00133,5e-05,0.39198,2e-05,0.00016,0.00014,0.46808,0.21143,0.09091,0.5,0.40909,0.49845,0.54072,0.02131,0.21279,0.97872,4e-05,0,1e-05,0.00101,0.001,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.36,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N360.wcnf",68870,308470,0.02128,47012.01172,8554.83496,162,50000,0.22326,4e-05,2.92759,1e-05,0.00128,0.00127,4e-05,0.39219,1e-05,0.00015,0.00013,0.46804,0.21162,0.09091,0.5,0.40909,0.49818,0.54103,0.02131,0.21279,0.97872,3e-05,0,1e-05,0.00096,0.00095,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.39,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N380.wcnf",74040,331923,0.02128,46967.625,8617.88184,162,50000,0.22306,4e-05,2.94693,1e-05,0.00124,0.00123,4e-05,0.39371,1e-05,0.00014,0.00012,0.46798,0.21212,0.09091,0.5,0.40909,0.49785,0.54123,0.0213,0.21279,0.97872,3e-05,0,1e-05,0.00093,0.00092,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.42,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_BINARY_N400.wcnf",80370,360828,0.02128,46948.76562,8659.70508,85,50000,0.22274,4e-05,3.00237,1e-05,0.00119,0.00118,4e-05,0.39333,1e-05,0.00012,0.00011,0.46792,0.21242,0.09091,0.5,0.40909,0.49756,0.54183,0.0213,0.21279,0.97872,3e-05,0,1e-05,0.00089,0.00088,0.80852,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.46,"LMHS.2016"
"Rounded_CorrelationClustering_Protein1_TRANSITIVE_N150.wcnf",11175,1655213,0.00079,46920.67578,8634.32031,162,50000,0.00675,0.00027,0,0.00027,0.00027,0,0.00027,0.02392,9e-05,0.00027,0.00018,0.33344,0.00139,0.33258,0.33483,0.00225,0.33626,0.05279,0.00079,0.00079,1,0.00027,0,0.00027,0.00027,0,1,1800,1800,1800,1800,1800,171.47,1800,1800,19.94,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.03,"Open.WBO16"
"Rounded_CorrelationClustering_Protein1_TRANSITIVE_N170.wcnf",14365,2415131,0.00075,46615.64062,9051.20117,162,50000,0.00595,0.00021,0,0.00021,0.00021,0,0.00021,0.02347,7e-05,0.00021,0.00014,0.33345,0.00126,0.33267,0.33465,0.00198,0.32889,0.05379,0.00075,0.00075,1,0.00021,0,0.00021,0.00021,0,1,1800,1800,1800,1800,1800,1800,1800,1800,57.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.97,"Open.WBO16"
"Rounded_CorrelationClustering_Protein1_TRANSITIVE_N190.wcnf",17955,3377559,6e-04,46616.06641,9031.0459,162,50000,0.00532,0.00017,0,0.00017,0.00017,0,0.00016,0.04095,6e-05,0.00017,0.00011,0.33345,0.00107,0.33274,0.33451,0.00177,0.3269,0.05054,6e-04,6e-04,1,0.00017,0,0.00017,0.00017,0,1,1800,1800,1800,1800,1800,1800,1800,1800,97.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.47,"maxhs.b"
"Rounded_CorrelationClustering_Protein1_TRANSITIVE_N210.wcnf",21945,4567109,0.00056,46855.30859,8741.5957,162,50000,0.00481,0.00014,0,0.00014,0.00014,0,0.00013,0.06643,5e-05,0.00014,9e-05,0.33348,0.00099,0.3328,0.3344,0.0016,0.33948,0.04636,0.00056,0.00056,1,0.00014,0,0.00014,0.00014,0,1,1800,1800,1800,1800,1800,1800,1800,1800,142.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5.67,"maxhs.b"
